Company,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
ooredoo-qatar,,$17.00 B,$21.25 B,$24.10 B,$24.17 B,$23.43 B,$24.60 B,$24.87 B,$25.87 B,$26.93 B,$26.77 B,$25.89 B,$28.06 B,$27.85 B,$23.33 B,$20.44 B,$12.99 B,$2.24 B,$1.75 B,,,,
evonik-industries,,$23.35 B,$25.23 B,$25.70 B,$24.67 B,$23.20 B,$23.93 B,$20.68 B,$18.59 B,$19.07 B,$21.95 B,$22.04 B,$21.95 B,$27.32 B,$27.08 B,$28.09 B,$28.91 B,$27.69 B,,,,,
st-engineering,,$11.18 B,$7.77 B,$7.22 B,$7.06 B,$5.54 B,$6.33 B,$5.78 B,$5.77 B,$6.29 B,$6.87 B,$6.56 B,$5.71 B,$5.64 B,$4.90 B,$1.47 B,$4.19 B,$3.59 B,$2.74 B,$2.48 B,$2.42 B,$3.23 B,$3.40 B
medpace,,$1.35 B,$1.65 B,$1.39 B,$1.14 B,$0.96 B,$0.95 B,$0.97 B,$0.98 B,$1.09 B,,,,,,,,,,,,,
jardine-singapore,,$29.30 B,$29.05 B,$27.51 B,$29.07 B,$27.23 B,$25.50 B,$21.59 B,$20.10 B,$20.62 B,$19.20 B,$20.74 B,$19.09 B,$14.53 B,$11.07 B,$8.83 B,$1.32 B,$1.29 B,$1.42 B,$1.45 B,$1.14 B,,
leonardo,,$30.61 B,$32.13 B,$33.29 B,$30.12 B,$29.19 B,$30.04 B,$26.72 B,$28.68 B,$33.92 B,$40.09 B,$40.25 B,$39.64 B,$41.34 B,$43.67 B,$41.83 B,$35.11 B,$30.90 B,$25.85 B,$28.12 B,$20.84 B,$19.84 B,
bjs-wholesale-club,$6.34 B,$5.69 B,$5.41 B,$5.26 B,$3.23 B,$3.27 B,$3.23 B,,,,,,,,,,,,,,,,
paylocity,$3.69 B,$4.80 B,$2.41 B,$1.98 B,$1.80 B,$1.50 B,$1.13 B,$1.39 B,$0.72 B,$0.52 B,$0.37 B,$0.28 B,$0.31 B,,,,,,,,,,
cpfl-energia,,$13.46 B,$11.87 B,$9.46 B,$10.97 B,$10.89 B,$12.48 B,$12.96 B,$10.24 B,$13.22 B,$13.15 B,$15.19 B,$14.72 B,$12.06 B,$9.67 B,$16.18 B,$8.82 B,$6.57 B,$6.42 B,$2.56 B,$4.13 B,$2.52 B,
agco,,$10.10 B,$9.18 B,$8.50 B,$7.75 B,$7.62 B,$7.97 B,$7.16 B,$6.50 B,$7.39 B,$8.43 B,$7.72 B,$7.25 B,$5.43 B,$5.06 B,$4.95 B,$4.78 B,$4.11 B,$3.86 B,$4.29 B,$2.83 B,$2.34 B,$2.17 B
svenska-kullagerfabriken,,$10.66 B,$11.01 B,$11.05 B,$10.07 B,$9.70 B,$9.92 B,$9.23 B,$9.48 B,$10.53 B,$11.07 B,$9.34 B,$8.63 B,$8.18 B,$7.20 B,$7.18 B,$7.17 B,$6.75 B,$5.06 B,$5.24 B,$5.04 B,$4.48 B,$3.98 B
jfe-holdings,$41.47 B,$43.33 B,$42.20 B,$43.00 B,$42.42 B,$41.96 B,$38.79 B,$37.68 B,$38.65 B,$41.22 B,$43.56 B,$48.35 B,$47.82 B,$41.89 B,$43.73 B,$41.76 B,$32.88 B,$30.82 B,$34.12 B,$35.73 B,$32.46 B,,
japan-airlines,$18.92 B,$19.43 B,$19.10 B,$17.21 B,$18.29 B,$17.44 B,$15.46 B,$14.05 B,$12.27 B,$13.02 B,$12.90 B,$13.12 B,,,$18.04 B,$21.25 B,$17.75 B,$18.35 B,$20.18 B,$20.28 B,$18.40 B,$13.77 B,$14.22 B
sig-combibloc,,$8.35 B,$6.22 B,$5.68 B,$5.29 B,$5.12 B,$5.48 B,,,,,,,,,,,,,,,,
sbi-card,$5.54 B,$4.56 B,$3.67 B,$3.35 B,$2.91 B,$2.40 B,$1.66 B,,,,,,,,,,,,,,,,
chemed,,$1.44 B,$1.34 B,$1.43 B,$1.26 B,$0.97 B,$0.92 B,$0.88 B,$0.85 B,$0.85 B,$0.89 B,$0.85 B,$0.79 B,$0.83 B,$0.81 B,$0.76 B,$0.77 B,$0.79 B,$0.83 B,$0.82 B,$0.32 B,$0.33 B,$0.39 B
unilever-indonesia,,$1.18 B,$1.33 B,$1.48 B,$1.48 B,$1.34 B,$1.39 B,$1.23 B,$1.13 B,$1.14 B,$1.09 B,$1.24 B,$1.15 B,$0.97 B,$0.79 B,$0.58 B,$0.56 B,$0.51 B,$0.39 B,,,,
srf-ltd,$2.28 B,$2.08 B,$1.76 B,$1.44 B,$1.42 B,$1.28 B,$1.10 B,$0.98 B,$0.95 B,$0.92 B,$0.84 B,$0.78 B,$0.80 B,$0.67 B,$0.50 B,$0.48 B,$0.40 B,$0.34 B,$0.29 B,,,,
pinnacle-west-capital,,$22.72 B,$22.00 B,$20.02 B,$18.47 B,$17.66 B,$17.01 B,$16.00 B,$15.02 B,$14.31 B,$13.50 B,$13.37 B,$13.11 B,$12.36 B,$11.80 B,$11.62 B,$11.24 B,$11.45 B,$11.32 B,$9.89 B,$9.53 B,$8.42 B,$7.98 B
penumbra,,$1.37 B,$1.24 B,$0.82 B,$0.66 B,$0.51 B,$0.47 B,$0.30 B,$0.26 B,$0.12 B,$71.14 M,,,,,,,,,,,,
autoliv,,$7.71 B,$7.53 B,$8.15 B,$6.77 B,$6.72 B,$8.54 B,$8.23 B,$7.52 B,$7.44 B,$6.98 B,$6.57 B,$6.11 B,$5.66 B,$5.18 B,$5.20 B,$5.30 B,$5.11 B,$5.06 B,$5.35 B,$4.89 B,$4.29 B,$4.00 B
fisher-paykel-healthcare,$1.38 B,$1.46 B,$1.45 B,$0.86 B,,,,,,,,,,,,,,,,,,,
rakuten,,$156.19 B,$146.27 B,$121.45 B,$84.18 B,$66.57 B,$54.89 B,$39.42 B,$35.45 B,$30.81 B,$30.58 B,$24.52 B,$24.85 B,$23.92 B,$18.93 B,$11.99 B,$10.37 B,$10.90 B,$14.07 B,$3.00 B,,,
gecina,,$22.14 B,$23.14 B,$24.90 B,$22.91 B,$22.54 B,$24.13 B,$12.99 B,$14.47 B,$12.82 B,$15.19 B,$14.79 B,$15.58 B,$15.85 B,$15.61 B,$16.44 B,$18.82 B,$15.32 B,$10.56 B,$11.34 B,,,
hlbank-hong-leong-bank,$59.93 B,$57.83 B,$57.14 B,$51.67 B,$50.28 B,$50.35 B,$45.57 B,$47.63 B,$49.05 B,$53.03 B,$51.74 B,$49.93 B,$49.12 B,$26.05 B,$22.63 B,$23.72 B,$20.81 B,$16.49 B,$15.19 B,,,,
vail-resorts,$5.94 B,$6.31 B,$6.25 B,$5.24 B,$4.42 B,$4.06 B,$4.11 B,$2.48 B,$2.48 B,$2.17 B,$2.27 B,$1.92 B,$1.94 B,$1.92 B,$1.88 B,$1.92 B,$1.90 B,$1.68 B,$1.52 B,$1.53 B,$1.45 B,$1.44 B,$1.18 B
yonyou,,$3.41 B,$2.71 B,$2.59 B,$2.51 B,$2.21 B,$2.15 B,$1.75 B,$1.68 B,$1.42 B,$1.19 B,$0.98 B,$0.86 B,$0.72 B,$0.55 B,$0.45 B,$0.41 B,$0.20 B,$0.18 B,$0.16 B,$0.15 B,$0.14 B,$0.14 B
icici-lombard,$6.70 B,$6.70 B,$5.35 B,$4.91 B,$4.81 B,$4.56 B,$3.60 B,$2.57 B,$2.34 B,$2.46 B,$2.34 B,,,,,,,,,,,,
schroders,,$25.85 B,$32.85 B,$29.54 B,$27.88 B,$24.92 B,$30.39 B,$25.91 B,$26.82 B,$31.52 B,$27.41 B,$23.71 B,$21.53 B,$20.64 B,$16.64 B,$6.38 B,$8.24 B,$7.02 B,$5.74 B,$5.24 B,$4.69 B,$3.08 B,$3.31 B
yamaha-motor,,$16.68 B,$15.92 B,$15.91 B,$14.07 B,$12.99 B,$12.56 B,$11.29 B,$10.83 B,$10.96 B,$10.92 B,$11.19 B,$11.69 B,$12.00 B,$10.62 B,$12.83 B,$11.27 B,$9.49 B,$8.13 B,$7.48 B,,,
ralph-lauren,$6.78 B,$7.72 B,$7.88 B,$7.27 B,$5.94 B,$6.14 B,$5.65 B,$6.21 B,$6.10 B,$6.09 B,$5.41 B,$5.41 B,$4.98 B,$4.64 B,$4.35 B,$4.36 B,$3.75 B,$3.08 B,$2.72 B,$2.27 B,$2.03 B,$1.74 B,$1.62 B
reece,$4.58 B,$4.54 B,$4.59 B,$4.35 B,$3.14 B,$1.71 B,$1.29 B,$1.18 B,$1.12 B,$1.29 B,$0.98 B,$1.03 B,$1.02 B,$0.74 B,$0.67 B,$0.74 B,$0.57 B,$0.44 B,$0.33 B,$0.29 B,$0.25 B,$0.23 B,$0.19 B
td-holdings,$125.92 B,$145.98 B,$162.07 B,$152.91 B,$142.30 B,$143.56 B,$133.22 B,$130.59 B,$122.19 B,$134.16 B,$144.97 B,$155.19 B,$153.22 B,$137.71 B,$126.28 B,$133.86 B,$119.65 B,$118.76 B,$121.74 B,$61.67 B,$55.50 B,,
lattice-semiconductor,,$0.79 B,$0.72 B,$0.68 B,$0.61 B,$0.62 B,$0.63 B,$0.76 B,$0.78 B,$0.51 B,$0.44 B,$0.42 B,$0.46 B,$0.37 B,$0.29 B,$0.29 B,$0.37 B,$0.72 B,$0.71 B,$0.81 B,$0.85 B,$0.94 B,$1.17 B
brookfield-property-partners,,$112.51 B,$112.00 B,$107.95 B,$111.64 B,$122.52 B,$84.34 B,$78.12 B,$71.86 B,$65.57 B,$52.44 B,$47.68 B,,,,,,,,,,,
idbi-bank,$40.37 B,$39.87 B,$40.66 B,$39.88 B,$46.24 B,$53.93 B,$55.93 B,$56.39 B,$56.94 B,$54.97 B,$59.44 B,$57.14 B,$56.83 B,$52.70 B,$34.27 B,$33.22 B,$24.53 B,$20.27 B,$19.03 B,,,,
kasikornbank,,$123.28 B,$123.13 B,$122.29 B,$109.90 B,$97.00 B,$91.06 B,$79.57 B,$70.98 B,$72.71 B,$69.79 B,$69.48 B,$54.59 B,$51.94 B,$41.26 B,$38.19 B,$33.39 B,$26.50 B,$20.44 B,,,,
hkt,,$14.25 B,$14.05 B,$13.30 B,$12.81 B,$12.45 B,$12.20 B,$12.03 B,$11.60 B,$11.57 B,$8.48 B,$8.56 B,$8.37 B,$8.69 B,,,,,,,,,
cyberark,,$1.81 B,$1.69 B,$1.56 B,$1.40 B,$0.67 B,$0.50 B,$0.40 B,$0.33 B,$0.21 B,$89.72 M,$64.37 M,,,,,,,,,,,
finecobank,,$38.84 B,$38.35 B,$39.05 B,$31.39 B,$28.29 B,$26.81 B,$22.09 B,$20.03 B,$20.38 B,$24.41 B,$24.19 B,$22.39 B,$14.96 B,,,,,,,,,
samsung-electro-mechanics,,$8.72 B,$8.35 B,$8.49 B,$7.50 B,$7.74 B,$7.28 B,$6.35 B,$6.18 B,$7.04 B,$6.81 B,$6.63 B,$6.32 B,$6.06 B,$4.83 B,$3.08 B,$3.94 B,,,,,,
dolby,,$2.68 B,$3.10 B,$2.91 B,$2.82 B,$2.65 B,$2.53 B,$2.31 B,$2.13 B,$1.98 B,$1.73 B,$1.96 B,$1.88 B,$1.71 B,$1.58 B,$1.33 B,$0.99 B,$0.73 B,$0.58 B,$0.26 B,$0.20 B,,$0.12 B
monday-dot-com,,$1.03 B,$0.93 B,$0.15 B,$0.18 B,,,,,,,,,,,,,,,,,,
pmetal-press-metal-aluminium,,$3.47 B,$3.40 B,$2.95 B,$2.35 B,$2.00 B,$1.94 B,$1.71 B,$1.71 B,$1.56 B,$1.54 B,$1.56 B,$1.15 B,$0.91 B,$0.72 B,$0.62 B,$0.48 B,$0.21 B,,,,,
procore,,$1.74 B,$1.69 B,$0.82 B,$0.50 B,$0.27 B,,,,,,,,,,,,,,,,,
toppan,$16.80 B,$18.75 B,$21.42 B,$19.84 B,$19.76 B,$20.24 B,$17.87 B,$16.70 B,$16.62 B,$16.64 B,$17.32 B,$19.14 B,$20.37 B,$17.81 B,$16.99 B,$17.90 B,$15.60 B,$14.67 B,$13.84 B,$14.02 B,$11.16 B,$10.16 B,$10.89 B
unimicron,,$7.13 B,$6.14 B,$4.44 B,$3.66 B,$3.42 B,$3.51 B,$2.96 B,$3.24 B,$3.37 B,$3.31 B,$3.52 B,$3.31 B,$3.06 B,$2.73 B,$1.96 B,$1.83 B,$1.51 B,,,,,
rumo,,$8.69 B,$8.64 B,$8.84 B,$8.17 B,$7.00 B,$7.93 B,$7.07 B,$5.44 B,$0.97 B,,,,,,,,,,,,,
yara-international,,$17.98 B,$17.27 B,$16.60 B,$16.72 B,$16.65 B,$15.73 B,$13.94 B,$13.52 B,$15.01 B,$14.63 B,$14.55 B,$12.38 B,$11.13 B,$10.64 B,$11.59 B,$8.75 B,$5.34 B,$4.54 B,$4.51 B,,,
bath-body-works,$5.49 B,$6.02 B,$11.57 B,$10.12 B,$8.09 B,$8.14 B,$8.17 B,$8.49 B,$7.54 B,$7.19 B,$6.01 B,$6.10 B,$6.45 B,$7.17 B,$6.97 B,$7.43 B,$7.09 B,$6.34 B,$6.08 B,$7.87 B,$7.24 B,$4.71 B,$4.08 B
ono-pharmaceutical,$6.62 B,$6.05 B,$6.77 B,$6.23 B,$5.90 B,$5.73 B,$5.52 B,$4.80 B,$4.37 B,$4.72 B,$4.83 B,$5.26 B,$5.10 B,$4.63 B,$4.25 B,$4.78 B,$4.28 B,$4.28 B,$4.10 B,,,,
liberty-media,,$30.47 B,$31.67 B,$32.08 B,$31.42 B,$28.29 B,$28.53 B,$27.05 B,$29.79 B,$31.20 B,$34.54 B,$8.32 B,$7.71 B,,,,,,,,,,
gjensidige-forsikring,,$13.83 B,$14.74 B,$13.86 B,$12.74 B,$18.00 B,$18.16 B,$15.74 B,$14.71 B,$15.36 B,$17.94 B,$16.89 B,$14.81 B,$14.32 B,$12.95 B,$9.41 B,$10.69 B,$7.44 B,$6.11 B,$5.37 B,,,
wistron-corporation,,$14.12 B,$17.97 B,$15.27 B,$11.44 B,$11.09 B,$11.01 B,$8.71 B,$9.07 B,$9.76 B,$9.01 B,$9.38 B,$8.63 B,$7.49 B,$5.62 B,$4.24 B,$3.35 B,$2.26 B,,,,,
elia-group,,$22.05 B,$20.54 B,$18.65 B,$15.56 B,$15.73 B,$7.91 B,$6.57 B,$7.03 B,$6.92 B,$9.02 B,$8.18 B,$7.57 B,$7.85 B,$6.33 B,$5.91 B,$5.80 B,$5.15 B,$4.55 B,$5.14 B,$4.68 B,$3.83 B,
pearson,,$8.85 B,$9.91 B,$10.15 B,$10.03 B,$10.03 B,$10.66 B,$12.43 B,$17.24 B,$17.74 B,$18.03 B,$18.34 B,$17.44 B,$16.46 B,$15.23 B,$14.50 B,$14.48 B,$14.16 B,$13.06 B,$12.62 B,$11.33 B,$8.59 B,$10.09 B
hainan-airlines,,$20.02 B,$22.48 B,$25.23 B,$28.13 B,$29.77 B,$30.33 B,$21.33 B,$19.34 B,$19.69 B,$17.06 B,$14.87 B,$12.93 B,$10.82 B,$8.68 B,$7.09 B,$5.46 B,$4.57 B,$3.80 B,$3.06 B,$2.79 B,$2.34 B,$1.81 B
aluar-aluminio-argentino,$1.79 B,$1.75 B,$1.20 B,$1.15 B,$1.50 B,$0.77 B,$0.86 B,$0.91 B,$1.21 B,$1.15 B,$1.53 B,$1.81 B,$1.96 B,$1.83 B,$1.93 B,$2.20 B,$1.77 B,$1.21 B,$0.86 B,$0.85 B,$0.87 B,,
yandex,,$8.36 B,$6.91 B,$6.94 B,$4.69 B,$3.49 B,$2.25 B,$1.86 B,$1.52 B,$1.67 B,$2.18 B,$1.45 B,$1.06 B,$0.41 B,$0.28 B,,,,,,,,
bupa-arabia-for-cooperative-insurance-company,,$3.80 B,$3.30 B,$3.06 B,$2.71 B,$2.20 B,$2.00 B,$1.90 B,$1.63 B,$1.26 B,$0.74 B,$0.53 B,$0.46 B,$0.44 B,$0.37 B,$0.10 B,,,,,,,
croda-international,,$4.37 B,$4.44 B,$4.12 B,$2.47 B,$2.42 B,$2.22 B,$1.85 B,$1.88 B,$1.66 B,$1.67 B,$1.62 B,$1.54 B,$1.51 B,$1.59 B,$1.59 B,$1.97 B,$1.94 B,$0.56 B,$0.61 B,$0.57 B,$0.40 B,$0.44 B
banco-bpm,,$203.14 B,$227.05 B,$225.93 B,$187.12 B,$183.57 B,$193.52 B,$123.59 B,$131.76 B,$149.69 B,$174.06 B,$174.50 B,$173.82 B,$179.77 B,$194.43 B,$169.68 B,$187.46 B,$90.80 B,$70.61 B,$72.57 B,,,
meridian-energy,$6.08 B,$5.83 B,$6.88 B,$6.18 B,$6.49 B,$5.85 B,$6.33 B,$6.08 B,$5.23 B,$6.66 B,$5.98 B,$6.96 B,$6.98 B,$5.97 B,,,,,,,,,
jindal-steel-power,$8.45 B,$10.10 B,$10.59 B,$11.90 B,$12.90 B,$13.70 B,$13.98 B,$11.08 B,$12.08 B,$12.37 B,$10.51 B,$8.84 B,$8.06 B,$5.60 B,$3.80 B,$3.33 B,$2.31 B,$1.48 B,,,,,
universal-display-corporation,,$1.53 B,$1.46 B,$1.26 B,$1.12 B,$0.93 B,$0.77 B,$0.62 B,$0.55 B,$0.48 B,$0.46 B,$0.38 B,$0.37 B,$92.32 M,$80.13 M,$96.22 M,$0.10 B,$72.33 M,$73.81 M,$73.89 M,$46.2 M,$39.63 M,$48.56 M
sagax,,$6.90 B,$6.90 B,$5.69 B,$4.29 B,$3.75 B,$3.33 B,$2.54 B,$2.12 B,$1.85 B,$1.82 B,$1.55 B,$1.39 B,$1.24 B,$0.97 B,$0.82 B,$0.87 B,$0.51 B,,,,,
sino-land,$22.86 B,$22.81 B,$23.40 B,$24.09 B,$23.13 B,$20.27 B,$19.89 B,$19.21 B,$18.29 B,$17.66 B,$16.66 B,$14.58 B,$13.99 B,$12.28 B,$11.50 B,$11.06 B,$8.18 B,$8.65 B,$6.26 B,$4.99 B,$5.24 B,$5.31 B,$4.86 B
unum,,$61.43 B,$70.11 B,$70.62 B,$67.01 B,$61.87 B,$64.01 B,$61.94 B,$60.58 B,$62.45 B,$59.40 B,$62.23 B,$60.17 B,$57.30 B,$54.50 B,$49.41 B,$52.43 B,$52.82 B,$51.86 B,$50.83 B,$49.71 B,$45.25 B,$42.44 B
vipshop,,$9.49 B,$9.77 B,$9.03 B,$6.95 B,$6.33 B,$5.83 B,$3.61 B,$3.09 B,$2.73 B,$1.07 B,$0.39 B,$0.16 B,$17.18 M,$2.73 M,,,,,,,,
sarepta-therapeutics,,$3.12 B,$3.14 B,$2.98 B,$1.82 B,$1.64 B,$1.30 B,$0.42 B,$0.27 B,$0.29 B,$0.29 B,$0.20 B,$54.36 M,$45.97 M,$60.02 M,$25.53 M,$38.63 M,$40.86 M,$56.4 M,$28.51 M,$47.14 M,$28.6 M,$33.81 M
garantibank,,$69.91 B,$63.91 B,$73.35 B,$72.05 B,$75.67 B,$93.89 B,$87.22 B,$95.76 B,$106.36 B,$104.44 B,$100.50 B,$86.95 B,$88.11 B,$77.64 B,$66.32 B,$65.48 B,$40.69 B,$30.60 B,,,,
torrent-pharmaceuticals,$1.82 B,$1.72 B,$1.91 B,$1.86 B,$2.03 B,$2.18 B,$1.56 B,$1.35 B,$1.26 B,$0.84 B,$0.69 B,$0.60 B,$0.57 B,$0.43 B,$0.32 B,$0.31 B,$0.24 B,$0.21 B,$0.16 B,,,,
cg-power,$0.51 B,$0.55 B,$0.59 B,$0.88 B,$1.48 B,$1.40 B,$1.57 B,$1.66 B,$1.75 B,$1.84 B,$1.87 B,$1.72 B,$1.63 B,$1.36 B,$1.15 B,$1.22 B,$0.96 B,$0.63 B,$0.30 B,$0.31 B,,,
aptar,,$4.20 B,$4.14 B,$3.99 B,$3.56 B,$3.37 B,$3.13 B,$2.60 B,$2.42 B,$2.43 B,$2.49 B,$2.32 B,$2.15 B,$2.03 B,$1.95 B,$1.83 B,$1.91 B,$1.59 B,$1.35 B,$1.37 B,$1.26 B,$1.04 B,$0.91 B
central-pattana,,$7.91 B,$7.90 B,$7.41 B,$5.67 B,$4.97 B,$3.78 B,$2.92 B,$2.86 B,$2.70 B,$2.36 B,$2.35 B,$2.02 B,$1.80 B,$1.54 B,$1.28 B,$1.24 B,$0.97 B,$0.81 B,$0.70 B,$0.59 B,$0.59 B,
wartsila,,$7.07 B,$7.38 B,$7.66 B,$7.16 B,$6.93 B,$6.73 B,$5.67 B,$6.11 B,$6.42 B,$7.19 B,$6.66 B,$5.96 B,$6.24 B,$6.66 B,$6.63 B,$5.47 B,$4.21 B,$3.38 B,$3.25 B,$3.00 B,$2.89 B,
osaka-gas,$21.16 B,$21.06 B,$20.97 B,$19.81 B,$18.28 B,$17.92 B,$16.87 B,$16.28 B,$15.51 B,$16.21 B,$16.61 B,$17.80 B,$17.28 B,$15.86 B,$14.67 B,$14.70 B,$11.93 B,$11.87 B,$11.36 B,$11.50 B,$10.25 B,$9.32 B,$10.35 B
tube-investments-of-india,$1.24 B,$1.17 B,$1.23 B,$0.40 B,$0.48 B,$0.51 B,$0.49 B,$0.51 B,$0 M,,,,,,,,,,,,,,
hmm,,$20.59 B,$15.02 B,$8.62 B,$6.19 B,$3.69 B,$3.37 B,$3.64 B,$5.05 B,$6.63 B,$8.38 B,$8.65 B,$7.58 B,$8.37 B,$7.80 B,$7.15 B,$6.81 B,,,,,,
carl-zeiss-meditec,,$2.77 B,$2.77 B,$2.36 B,$2.21 B,$1.92 B,$1.91 B,$1.39 B,$1.28 B,$1.31 B,$1.32 B,$1.23 B,$1.17 B,$1.14 B,$1.10 B,$1.00 B,$0.99 B,$0.49 B,$0.44 B,,,,
curtiss-wright,,$4.44 B,$4.10 B,$4.02 B,$3.76 B,$3.25 B,$3.23 B,$3.03 B,$3.02 B,$3.39 B,$3.45 B,$3.11 B,$2.65 B,$2.24 B,$2.14 B,$2.04 B,$1.98 B,$1.59 B,$1.40 B,$1.27 B,$0.97 B,$0.81 B,$0.50 B
indofood-cbp,,$7.43 B,$8.26 B,$7.48 B,$2.78 B,$2.36 B,$2.33 B,$2.13 B,$1.91 B,$2.00 B,$1.74 B,$1.84 B,$1.68 B,$1.50 B,$1.08 B,,,,,,,,
toast,,$1.76 B,$1.73 B,$0.77 B,$0.30 B,,,,,,,,,,,,,,,,,,
intertek,,$4.43 B,$4.38 B,$3.56 B,$3.69 B,$3.34 B,$2.77 B,$2.65 B,$2.62 B,$3.14 B,$3.18 B,$2.96 B,$2.69 B,$1.78 B,$1.54 B,$1.40 B,$1.18 B,$0.85 B,$0.69 B,$0.56 B,$0.50 B,$0.33 B,$0.27 B
sk-telecom,,$24.82 B,$25.97 B,$44.09 B,$38.57 B,$37.95 B,$31.35 B,$25.96 B,$24.31 B,$25.51 B,$25.20 B,$24.65 B,$17.69 B,$16.82 B,$16.76 B,$14.98 B,$20.57 B,$16.88 B,$14.52 B,$13.76 B,$12.17 B,$10.78 B,$10.10 B
saputo,$10.66 B,$10.96 B,$10.39 B,$9.72 B,$7.40 B,$6.20 B,$5.69 B,$5.52 B,$5.36 B,$5.75 B,$5.10 B,$3.61 B,$3.77 B,$3.20 B,$2.77 B,$2.66 B,$2.15 B,$1.93 B,$1.76 B,$1.58 B,$1.44 B,$1.50 B,$1.48 B
regal-rexnord,,$10.26 B,$10.28 B,$4.58 B,$4.43 B,$4.60 B,$4.38 B,$4.35 B,$4.57 B,$3.40 B,$3.64 B,$3.56 B,$3.26 B,$2.44 B,$2.11 B,$2.02 B,$1.86 B,$1.43 B,$1.34 B,$1.35 B,$0.73 B,$0.73 B,$0.74 B
marico,$0.84 B,$0.76 B,$0.75 B,$0.66 B,$0.68 B,$0.62 B,$0.55 B,$0.51 B,$0.49 B,$0.49 B,$0.68 B,$0.51 B,$0.49 B,$0.34 B,$0.22 B,$0.24 B,$0.16 B,$0.15 B,$92.43 M,,,,
kline,$15.40 B,$12.90 B,$8.83 B,$8.29 B,$8.57 B,$9.79 B,$9.35 B,$9.92 B,$10.19 B,$12.19 B,$12.52 B,$12.87 B,$12.41 B,$11.16 B,$9.81 B,$9.70 B,$7.64 B,$6.42 B,$5.64 B,$5.36 B,$4.37 B,$4.00 B,$4.05 B
turkiye-is-bankasi,,$92.00 B,$84.60 B,$96.18 B,$94.09 B,$94.38 B,$114.03 B,$105.04 B,$110.86 B,$116.77 B,$113.48 B,$111.23 B,$97.84 B,$97.15 B,$86.04 B,$74.47 B,$77.46 B,$58.96 B,$51.67 B,$32.90 B,,,
technipfmc,,$9.44 B,$10.02 B,$19.69 B,$23.44 B,$25.00 B,$28.57 B,$18.67 B,$14.94 B,$16.31 B,$18.29 B,$15.31 B,$14.81 B,$13.59 B,$12.27 B,$11.32 B,$11.80 B,$10.64 B,$8.63 B,$17.30 B,$15.09 B,$11.13 B,$10.78 B
webster-financial,,$71.27 B,$34.91 B,$32.59 B,$30.38 B,$27.61 B,$26.48 B,$26.06 B,$24.67 B,$22.53 B,$20.85 B,$20.14 B,$18.71 B,$18.03 B,$17.73 B,$17.58 B,$17.20 B,$17.09 B,$17.83 B,$17.02 B,$14.56 B,$13.46 B,$11.85 B
federal-realty-investment-trust,,$8.23 B,$7.62 B,$7.60 B,$6.79 B,$6.28 B,$6.27 B,$5.42 B,$4.91 B,$4.54 B,$4.21 B,$3.89 B,$3.65 B,$3.15 B,$3.22 B,$3.09 B,$2.98 B,$2.68 B,$2.35 B,$2.26 B,$2.14 B,$1.99 B,$1.83 B
hochtief,,$19.59 B,$18.38 B,$20.88 B,$20.05 B,$16.52 B,$16.02 B,$14.79 B,$14.50 B,$18.50 B,$20.37 B,$22.43 B,$20.47 B,$19.93 B,$17.98 B,$16.91 B,$15.56 B,$11.04 B,$9.56 B,$9.88 B,$9.31 B,,
wesco-international,,$14.81 B,$12.61 B,$11.88 B,$5.01 B,$4.60 B,$4.73 B,$4.49 B,$4.58 B,$4.75 B,$4.61 B,$4.61 B,$3.07 B,$2.82 B,$2.49 B,$2.71 B,$2.85 B,$2.82 B,$1.65 B,$1.35 B,$1.16 B,$1.01 B,$1.15 B
guidewire-software,$2.02 B,$2.26 B,$2.32 B,$2.36 B,$2.16 B,$1.97 B,$1.07 B,$0.91 B,$0.79 B,$0.75 B,$0.31 B,$0.28 B,$0.12 B,$60.05 M,$54.74 M,,,,,,,,
omron,$7.49 B,$7.62 B,$7.43 B,$7.01 B,$6.75 B,$7.00 B,$6.24 B,$6.08 B,$5.92 B,$6.36 B,$6.08 B,$6.48 B,$6.76 B,$5.69 B,$5.43 B,$6.18 B,$5.35 B,$5.00 B,$5.46 B,,,,
chewy,$2.51 B,$2.08 B,$1.74 B,$0.93 B,$0.54 B,$0.50 B,,,,,,,,,,,,,,,,,
sino-biopharmaceutical,,$9.28 B,$9.50 B,$7.23 B,$8.34 B,$7.23 B,$3.21 B,$2.64 B,$2.12 B,$1.82 B,$1.28 B,$1.00 B,$0.81 B,$0.72 B,$0.48 B,$0.42 B,$0.33 B,$0.28 B,$0.27 B,$0.11 B,$94.92 M,$76.15 M,$55.53 M
us-steel,,$19.45 B,$17.81 B,$12.05 B,$11.64 B,$10.98 B,$9.86 B,$9.16 B,$9.32 B,$12.31 B,$12.82 B,$15.23 B,$16.06 B,$15.35 B,$15.42 B,$16.13 B,$15.63 B,$10.58 B,$9.82 B,$10.95 B,$7.83 B,$7.97 B,$8.33 B
old-republic-international,,$25.15 B,$24.98 B,$22.81 B,$21.07 B,$19.32 B,$19.40 B,$18.59 B,$17.11 B,$16.98 B,$16.53 B,$16.22 B,$16.05 B,$15.88 B,$14.19 B,$13.26 B,$13.29 B,$12.61 B,$11.54 B,$10.57 B,$9.71 B,$8.71 B,$7.92 B
