Company,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
bank-of-china,,$4.192 T,$4.193 T,$3.741 T,$3.259 T,$3.092 T,$2.992 T,$2.613 T,$2.594 T,$2.463 T,$2.292 T,$2.033 T,$1.882 T,$1.581 T,$1.281 T,$1.020 T,$821.97 B,$682.20 B,$587.83 B,$516.59 B,$481.43 B,,
boeing,,$137.10 B,$138.55 B,$152.13 B,$133.62 B,$117.35 B,$92.33 B,$89.99 B,$94.40 B,$99.19 B,$92.66 B,$88.89 B,$79.98 B,$68.56 B,$62.05 B,$53.77 B,$58.98 B,$51.79 B,$60.05 B,$53.96 B,$53.03 B,$52.34 B,$48.34 B
amgen,,$65.12 B,$61.16 B,$62.94 B,$59.70 B,$66.41 B,$79.95 B,$77.62 B,$71.57 B,$69.00 B,$66.12 B,$54.29 B,$48.87 B,$43.48 B,$39.62 B,$36.44 B,$34.63 B,$33.78 B,$29.29 B,$29.22 B,$26.17 B,$24.45 B,$6.44 B
servicenow,,$13.29 B,$10.79 B,$8.71 B,$6.02 B,$3.87 B,$3.39 B,$2.03 B,$1.80 B,$1.42 B,$1.16 B,$0.47 B,$0.10 B,$51.36 M,,,,,,,,,
texas-instruments,,$27.20 B,$24.67 B,$19.35 B,$18.01 B,$17.13 B,$17.64 B,$16.43 B,$16.23 B,$17.72 B,$18.93 B,$20.06 B,$20.47 B,$13.40 B,$12.11 B,$11.92 B,$12.66 B,$13.93 B,$15.06 B,$16.29 B,$15.51 B,$14.67 B,$15.77 B
prosus,$65.07 B,$71.33 B,$55.72 B,$35.76 B,$32.86 B,$32.73 B,$17.88 B,,,,,,,,,,,,,,,,
philip-morris,,$61.68 B,$41.29 B,$44.81 B,$42.87 B,$39.80 B,$42.96 B,$36.85 B,$33.95 B,$35.18 B,$38.16 B,$37.67 B,$35.48 B,$35.05 B,$34.55 B,$32.97 B,$32.04 B,$26.12 B,$23.13 B,,$17.63 B,,
union-pacific-corporation,,$65.44 B,$63.52 B,$62.39 B,$61.67 B,$59.14 B,$57.80 B,$55.71 B,$54.60 B,$52.71 B,$49.73 B,$47.15 B,$45.09 B,$43.08 B,$42.18 B,$39.72 B,$38.03 B,$36.51 B,$35.62 B,$34.58 B,$33.46 B,$32.76 B,$31.55 B
siemens,,$148.91 B,$161.96 B,$145.48 B,$164.41 B,$161.21 B,$157.98 B,$141.04 B,$135.46 B,$133.10 B,$137.56 B,$138.69 B,$141.62 B,$140.13 B,$139.11 B,$133.15 B,$130.33 B,$115.91 B,$103.68 B,$98.87 B,$92.85 B,$83.91 B,$97.02 B
dior,,$141.31 B,$138.56 B,$130.39 B,$105.11 B,$88.39 B,$87.35 B,$69.99 B,$67.37 B,$83.45 B,$72.75 B,$69.09 B,$66.36 B,$54.79 B,$51.65 B,$49.75 B,$50.65 B,$43.33 B,$37.76 B,$39.83 B,$32.48 B,$28.85 B,$31.46 B
ups,,$71.12 B,$69.40 B,$62.49 B,$57.85 B,$49.58 B,$45.40 B,$40.40 B,$38.31 B,$35.47 B,$36.21 B,$38.86 B,$34.70 B,$33.59 B,$31.88 B,$31.87 B,$39.04 B,$33.21 B,$35.22 B,$33.02 B,$28.90 B,$26.35 B,$24.63 B
morgan-stanley,,$1.180 T,$1.188 T,$1.115 T,$895.42 B,$853.53 B,$851.73 B,$814.94 B,$787.46 B,$801.51 B,$832.70 B,$780.96 B,$749.89 B,$807.69 B,$771.46 B,$658.81 B,$1.045 T,$1.120 T,$898.52 B,$775.41 B,$602.84 B,$529.49 B,$482.62 B
conocophillips,,$93.82 B,$90.66 B,$62.61 B,$70.51 B,$69.98 B,$73.36 B,$89.77 B,$97.48 B,$116.53 B,$118.05 B,$117.14 B,$153.23 B,$156.31 B,$152.58 B,$142.86 B,$177.75 B,$164.78 B,$106.99 B,$92.86 B,$82.45 B,$76.83 B,$35.21 B
caterpillar,,$81.94 B,$82.79 B,$78.32 B,$78.45 B,$78.50 B,$76.96 B,$74.70 B,$78.34 B,$84.68 B,$84.89 B,$89.35 B,$81.44 B,$64.02 B,$60.03 B,$67.78 B,$56.13 B,$50.87 B,$47.06 B,$43.09 B,$36.46 B,$32.85 B,$30.65 B
sp-global,,$61.78 B,$15.02 B,$12.53 B,$11.34 B,$9.45 B,$9.42 B,$8.66 B,$8.18 B,$6.77 B,$6.06 B,$7.05 B,$6.42 B,$7.04 B,$6.47 B,$6.08 B,$6.35 B,$6.04 B,$6.39 B,$5.86 B,$5.39 B,$5.03 B,$5.16 B
general-electric,,$188.85 B,$198.87 B,$253.45 B,$266.00 B,$309.10 B,$377.94 B,$365.20 B,$493.10 B,$648.30 B,$656.60 B,$685.30 B,$717.30 B,$751.20 B,$781.00 B,$797.80 B,$795.33 B,$697.23 B,$673.34 B,$750.33 B,$647.48 B,$575.24 B,$495.02 B
honeywell,,$62.27 B,$64.47 B,$64.58 B,$58.67 B,$57.77 B,$59.38 B,$54.14 B,$49.31 B,$45.45 B,$45.43 B,$41.85 B,$39.80 B,$37.96 B,$36.00 B,$35.49 B,$33.80 B,$30.94 B,$32.29 B,$31.06 B,$29.34 B,$27.55 B,$24.22 B
royal-bank-of-canada,,$1.408 T,$1.377 T,$1.215 T,$1.085 T,$1.017 T,$945.74 B,$880.65 B,$821.72 B,$840.22 B,$821.54 B,$825.50 B,$756.46 B,$713.29 B,$607.82 B,$600.61 B,$634.14 B,$478.54 B,$397.19 B,$351.05 B,$306.04 B,$277.16 B,$264.15 B
uber,,$32.10 B,$38.77 B,$33.25 B,$31.76 B,$23.98 B,$15.42 B,,,,,,,,,,,,,,,,
inditex,$32.53 B,$32.28 B,$32.02 B,$31.31 B,$24.90 B,$25.10 B,$21.01 B,$18.79 B,$17.38 B,$18.65 B,$17.49 B,$14.39 B,$13.33 B,$11.60 B,$9.96 B,$10.56 B,$7.47 B,$6.32 B,$5.49 B,,,,
anheuser-busch-inbev,,$212.94 B,$217.62 B,$226.41 B,$236.64 B,$232.10 B,$246.12 B,$258.38 B,$134.63 B,$142.55 B,$141.66 B,$122.62 B,$112.42 B,$114.34 B,$112.52 B,$113.16 B,$41.84 B,$34.63 B,$27.90 B,$25.20 B,$13.83 B,$11.69 B,
applied-materials,,$26.72 B,$25.82 B,$22.35 B,$19.02 B,$17.77 B,$19.41 B,$14.58 B,$15.30 B,$13.17 B,$12.04 B,$12.10 B,$13.86 B,$10.94 B,$9.57 B,$10.90 B,$10.65 B,$9.48 B,$11.26 B,$12.09 B,$10.31 B,$10.22 B,$9.82 B
american-express,,$228.00 B,$189.00 B,$191.00 B,$198.00 B,$189.00 B,$181.00 B,$159.00 B,$161.00 B,$159.00 B,$153.00 B,$153.00 B,$153.00 B,$147.00 B,$124.00 B,$126.07 B,$149.83 B,$127.85 B,$113.96 B,$192.63 B,$175.00 B,$157.25 B,$151.10 B
nextera-energy,,$158.93 B,$140.91 B,$127.68 B,$117.69 B,$103.70 B,$97.82 B,$89.99 B,$82.47 B,$74.92 B,$69.30 B,$64.43 B,$57.01 B,$52.99 B,$48.44 B,$44.82 B,$40.12 B,$35.99 B,$33.00 B,$28.33 B,$26.93 B,$19.79 B,$17.46 B
att,,$402.85 B,$551.62 B,$525.76 B,$551.95 B,$531.86 B,$444.09 B,$403.82 B,$401.81 B,$292.82 B,$277.78 B,$272.31 B,$270.34 B,$269.25 B,$268.75 B,$265.24 B,$275.64 B,$270.63 B,$145.63 B,$108.84 B,$100.16 B,$95.05 B,$96.32 B
deutsche-telekom,,$319.78 B,$318.94 B,$325.84 B,$191.19 B,$166.30 B,$169.67 B,$156.30 B,$157.36 B,$157.32 B,$163.16 B,$142.78 B,$158.81 B,$170.00 B,$46.77 B,$172.55 B,$176.46 B,$172.05 B,$151.00 B,$146.14 B,$145.88 B,$135.58 B,$177.48 B
airbus,,$124.17 B,$121.23 B,$135.41 B,$128.16 B,$131.78 B,$136.78 B,$116.98 B,$116.64 B,$116.87 B,$128.86 B,$121.82 B,$114.66 B,$110.64 B,$115.05 B,$106.46 B,$110.17 B,$95.35 B,$83.17 B,$79.03 B,$68.46 B,$49.79 B,
unilever,,$83.34 B,$85.04 B,$83.21 B,$72.59 B,$68.01 B,$72.37 B,$59.40 B,$57.18 B,$58.41 B,$62.85 B,$61.06 B,$61.57 B,$54.75 B,$53.03 B,$50.52 B,$54.46 B,$49.00 B,$46.67 B,$49.99 B,$33.82 B,$45.54 B,$57.01 B
lowes-companies,$43.70 B,$44.64 B,$46.73 B,$39.47 B,$34.50 B,$35.29 B,$34.40 B,$31.26 B,$31.82 B,$32.73 B,$32.66 B,$33.55 B,$33.69 B,$33.00 B,$32.68 B,$30.86 B,$27.76 B,$24.68 B,$21.20 B,$19.04 B,$16.10 B,$13.73 B,$11.37 B
commonwealth-bank,$829.34 B,$836.15 B,$820.45 B,$696.85 B,$685.82 B,$721.48 B,$750.36 B,$697.00 B,$670.18 B,$745.31 B,$688.21 B,$735.40 B,$714.16 B,$543.77 B,$500.13 B,$467.11 B,$365.39 B,$274.16 B,$215.86 B,$200.75 B,$173.92 B,$163.78 B,$151.16 B
raytheon-technologies,,$158.86 B,$161.40 B,$162.15 B,$139.71 B,$134.21 B,$96.92 B,$89.70 B,$87.48 B,$91.28 B,$90.59 B,$89.40 B,$61.45 B,$58.49 B,$55.76 B,$56.46 B,$54.57 B,$47.14 B,$45.92 B,$40.03 B,$34.64 B,$29.09 B,$26.96 B
sanofi,,$133.42 B,$136.17 B,$140.86 B,$126.29 B,$127.45 B,$119.84 B,$110.18 B,$111.87 B,$118.44 B,$132.66 B,$132.81 B,$129.81 B,$113.41 B,$114.68 B,$100.63 B,$105.16 B,$102.79 B,$102.32 B,$104.04 B,$12.25 B,$10.19 B,$10.73 B
rio-tinto,,$96.74 B,$102.89 B,$97.39 B,$87.80 B,$90.94 B,$95.72 B,$89.26 B,$91.56 B,$107.82 B,$111.02 B,$117.57 B,$119.54 B,$112.40 B,$97.23 B,$89.61 B,$101.09 B,$34.49 B,$29.80 B,$26.30 B,$24.08 B,$20.21 B,$19.61 B
charles-schwab,,$551.77 B,$667.27 B,$549.00 B,$294.00 B,$296.48 B,$243.27 B,$223.38 B,$183.71 B,$154.64 B,$143.64 B,$133.63 B,$108.55 B,$92.56 B,$75.43 B,$51.67 B,$42.28 B,$48.99 B,$47.35 B,$47.13 B,$45.86 B,$39.70 B,$40.46 B
goldman-sachs,,$1.442 T,$1.463 T,$1.163 T,$993.00 B,$933.00 B,$917.00 B,$860.16 B,$861.39 B,$856.24 B,$911.50 B,$938.55 B,$923.22 B,$911.33 B,$848.94 B,$884.54 B,$1.119 T,$838.20 B,$706.80 B,$531.37 B,$403.79 B,$355.57 B,$312.21 B
booking-holdings,,$25.36 B,$23.64 B,$21.87 B,$21.40 B,$22.68 B,$25.45 B,$19.83 B,$17.42 B,$14.94 B,$10.44 B,$6.56 B,$3.97 B,$2.90 B,$1.83 B,$1.34 B,$1.35 B,$1.10 B,$0.75 B,$0.54 B,$0.33 B,$0.21 B,$0.26 B
elevance-health,,$102.77 B,$97.30 B,$86.61 B,$77.45 B,$71.57 B,$70.54 B,$65.08 B,$61.71 B,$62.06 B,$59.57 B,$58.95 B,$52.01 B,$50.16 B,$52.12 B,$48.40 B,$52.06 B,$51.75 B,$51.40 B,$39.73 B,$13.43 B,$12.29 B,$6.27 B
lockheed-martin,,$52.88 B,$50.87 B,$50.71 B,$47.52 B,$44.87 B,$46.52 B,$47.80 B,$49.12 B,$37.07 B,$36.18 B,$38.65 B,$37.90 B,$35.06 B,$35.10 B,$33.43 B,$28.92 B,$28.23 B,$27.74 B,$25.55 B,$26.17 B,$25.75 B,$27.65 B
blackrock,,$117.62 B,$152.64 B,$176.98 B,$168.62 B,$159.57 B,$220.21 B,$220.17 B,$225.26 B,$239.80 B,$219.87 B,$200.45 B,$179.89 B,$178.45 B,$177.99 B,$19.92 B,$22.56 B,$20.46 B,$1.84 B,$1.14 B,$0.96 B,$0.86 B,$0.68 B
prologis,,$87.89 B,$58.48 B,$56.06 B,$40.03 B,$38.41 B,$29.48 B,$30.24 B,$31.39 B,$25.81 B,$24.57 B,$27.31 B,$27.72 B,$7.37 B,$6.84 B,$7.29 B,$7.26 B,$6.71 B,$6.80 B,$6.38 B,$5.42 B,$4.99 B,$4.76 B
stryker-corporation,,$36.88 B,$34.63 B,$34.33 B,$30.16 B,$27.22 B,$22.18 B,$20.43 B,$16.24 B,$17.71 B,$15.74 B,$13.46 B,$12.40 B,$10.89 B,$9.07 B,$7.60 B,$7.35 B,$5.87 B,$4.94 B,$4.08 B,$3.15 B,$2.81 B,$2.42 B
starbucks,$29.44 B,$27.97 B,$31.39 B,$29.37 B,$19.21 B,$24.15 B,$14.36 B,$14.32 B,$12.44 B,$10.75 B,$11.51 B,$8.21 B,$7.36 B,$6.38 B,$5.57 B,$5.67 B,$5.34 B,$4.42 B,$3.51 B,$3.32 B,$2.72 B,$2.29 B,$1.85 B
intuitive-surgical,,$12.97 B,$13.55 B,$11.16 B,$9.73 B,$7.84 B,$5.75 B,$6.48 B,$4.90 B,$3.95 B,$3.95 B,$4.05 B,$3.06 B,$2.39 B,$1.80 B,$1.47 B,$1.03 B,$0.67 B,$0.50 B,$0.35 B,$0.31 B,$91.58 M,$0.10 B
sony,$240.54 B,$249.80 B,$238.92 B,$213.25 B,$189.03 B,$179.33 B,$157.99 B,$148.38 B,$131.93 B,$149.03 B,$150.67 B,$160.44 B,$155.44 B,$137.57 B,$121.38 B,$125.71 B,$99.49 B,$90.06 B,$88.70 B,$87.44 B,$70.83 B,$61.51 B,$62.36 B
nippon-telegraph-and-telephone,$190.00 B,$195.55 B,$208.19 B,$213.02 B,$200.86 B,$203.88 B,$190.11 B,$187.20 B,$172.50 B,$197.15 B,$208.45 B,$233.97 B,$236.50 B,$202.51 B,$189.92 B,$184.92 B,$155.72 B,$161.34 B,$178.64 B,$185.17 B,$164.81 B,$160.60 B,$176.16 B
mitsubishi-ufj-financial,$2.903 T,$3.062 T,$3.258 T,$3.115 T,$2.803 T,$2.827 T,$2.713 T,$2.654 T,$2.340 T,$2.465 T,$2.445 T,$2.596 T,$2.439 T,$2.139 T,$1.955 T,$1.910 T,$1.581 T,$1.581 T,$1.012 T,$994.18 B,$816.88 B,$709.09 B,$605.94 B
toronto-dominion-bank,,$1.409 T,$1.396 T,$1.283 T,$1.075 T,$1.017 T,$997.32 B,$878.20 B,$844.79 B,$843.97 B,$822.69 B,$811.50 B,$690.71 B,$608.53 B,$517.09 B,$467.32 B,$445.88 B,$350.28 B,$308.94 B,$254.39 B,$207.70 B,$204.43 B,$211.63 B
medtronic,$90.94 B,$90.98 B,$93.08 B,$90.68 B,$89.69 B,$91.39 B,$99.81 B,$99.54 B,$106.68 B,$37.94 B,$34.79 B,$33.08 B,$30.42 B,$28.09 B,$23.66 B,$22.19 B,$19.51 B,$19.66 B,$16.61 B,$14.11 B,$12.32 B,$10.90 B,$7.03 B
schneider-electric,,$62.51 B,$61.77 B,$60.86 B,$50.41 B,$48.34 B,$47.83 B,$44.05 B,$46.55 B,$50.05 B,$51.08 B,$47.82 B,$46.50 B,$41.30 B,$36.74 B,$34.68 B,$33.97 B,$25.06 B,$19.63 B,$17.69 B,$17.52 B,$14.82 B,$16.41 B
deere-company,,$90.03 B,$84.11 B,$75.09 B,$73.01 B,$70.10 B,$65.78 B,$57.98 B,$57.94 B,$61.33 B,$59.52 B,$56.26 B,$48.20 B,$43.26 B,$41.13 B,$38.73 B,$38.57 B,$34.72 B,$33.63 B,$28.75 B,$26.25 B,$23.76 B,$22.66 B
allianz,,$1.094 T,$1.290 T,$1.303 T,$1.132 T,$1.026 T,$1.082 T,$930.38 B,$928.23 B,$980.00 B,$982.62 B,$918.82 B,$831.35 B,$831.25 B,$836.76 B,$1.335 T,$1.549 T,$1.467 T,,,,,
bristol-myers-squibb,,$96.82 B,$109.31 B,$118.48 B,$129.94 B,$10.65 B,$33.55 B,$33.70 B,$31.74 B,$33.74 B,$38.59 B,$35.89 B,$32.97 B,$31.07 B,$31.00 B,$29.55 B,$26.17 B,$25.57 B,$28.13 B,$30.43 B,$27.47 B,$24.87 B,$27.05 B
tjx-companies,$28.34 B,$28.46 B,$30.81 B,$24.14 B,$14.32 B,$14.05 B,$12.83 B,$11.49 B,$11.06 B,$10.20 B,$9.51 B,$8.28 B,$7.97 B,$7.46 B,$6.17 B,$6.59 B,$6.08 B,$5.49 B,$5.07 B,$4.39 B,$3.94 B,$3.59 B,$2.93 B
bp,,$288.12 B,$287.27 B,$267.65 B,$295.19 B,$282.17 B,$276.51 B,$263.31 B,$261.83 B,$284.30 B,$305.69 B,$300.98 B,$290.92 B,$272.26 B,$235.96 B,$228.23 B,$236.07 B,$217.60 B,$206.91 B,$194.63 B,$170.66 B,$98.84 B,$97.54 B
keyence,$19.89 B,$19.04 B,$18.22 B,$16.99 B,$15.15 B,$13.97 B,,,$8.30 B,$8.37 B,,$8.26 B,$7.58 B,$6.12 B,$5.25 B,$5.12 B,$3.90 B,$3.36 B,$3.15 B,,,,
catl,,$87.13 B,$48.28 B,$24.01 B,$14.50 B,$10.74 B,$7.63 B,$4.11 B,$1.33 B,$0.46 B,,,,,,,,,,,,,
air-liquide,,$53.03 B,$52.98 B,$51.63 B,$48.91 B,$48.02 B,$49.25 B,$46.44 B,$31.64 B,$32.50 B,$34.65 B,$33.07 B,$31.26 B,$29.97 B,$29.55 B,$28.80 B,$26.70 B,$21.54 B,$19.24 B,$19.56 B,$13.85 B,,
mondelez,,$71.16 B,$67.09 B,$67.81 B,$64.54 B,$62.72 B,$63.10 B,$61.53 B,$62.84 B,$66.77 B,$72.55 B,$75.47 B,$93.83 B,$95.28 B,$66.71 B,$63.07 B,$67.99 B,$55.57 B,$57.62 B,$59.92 B,$59.28 B,$57.10 B,$55.79 B
american-tower,,$67.19 B,$69.88 B,$47.23 B,$42.80 B,$33.01 B,$33.21 B,$30.87 B,$26.90 B,$21.33 B,$20.27 B,$14.08 B,$12.23 B,$10.36 B,$8.51 B,$8.21 B,$8.13 B,$8.61 B,$8.76 B,$5.08 B,$5.33 B,$5.66 B,$6.82 B
gilead-sciences,,$63.17 B,$67.95 B,$68.40 B,$61.62 B,$63.67 B,$70.28 B,$56.97 B,$51.83 B,$34.66 B,$22.49 B,$21.23 B,$17.30 B,$11.59 B,$9.69 B,$7.01 B,$5.83 B,$4.08 B,$3.76 B,$2.15 B,$1.55 B,$1.28 B,$0.79 B
marsh-and-mclennan-companies,,$33.45 B,$34.38 B,$33.03 B,$31.31 B,$21.57 B,$20.42 B,$18.19 B,$18.21 B,$17.84 B,$16.92 B,$16.30 B,$15.45 B,$15.31 B,$15.32 B,$15.20 B,$17.35 B,$18.13 B,$17.89 B,$18.33 B,$15.05 B,$13.85 B,$13.29 B
cvs-health,,$228.27 B,$232.99 B,$230.71 B,$222.44 B,$196.45 B,$95.13 B,$94.46 B,$93.65 B,$74.25 B,$71.52 B,$65.91 B,$64.54 B,$62.16 B,$61.64 B,$60.95 B,$54.72 B,$20.56 B,$15.28 B,$14.54 B,$10.54 B,$9.64 B,$8.62 B
petrobras,,$187.19 B,$174.34 B,$190.01 B,$229.74 B,$222.06 B,$251.36 B,$246.98 B,$230.52 B,$298.68 B,$321.42 B,$331.64 B,$599.15 B,$308.68 B,$200.27 B,$125.69 B,$129.71 B,$98.68 B,$78.62 B,$63.08 B,$53.61 B,$32.01 B,$36.86 B
automatic-data-processing,$50.97 B,$63.06 B,$48.77 B,$39.16 B,$41.88 B,$37.08 B,$37.18 B,$43.67 B,$33.11 B,$32.05 B,$32.26 B,$30.81 B,$34.23 B,$26.86 B,$25.35 B,$23.73 B,$26.64 B,$27.49 B,$27.61 B,$21.12 B,$19.83 B,$18.27 B,$17.88 B
progressive,,$75.46 B,$71.13 B,$64.09 B,$54.89 B,$46.57 B,$38.70 B,$33.42 B,$29.81 B,$25.78 B,$24.40 B,$22.69 B,$21.84 B,$21.15 B,$19.84 B,$18.25 B,$18.84 B,$19.48 B,$18.89 B,$17.18 B,$16.28 B,$13.56 B,$11.12 B
cm-bank,,$1.470 T,$1.451 T,$1.281 T,$1.061 T,$980.88 B,$968.01 B,$855.77 B,$844.74 B,$764.18 B,$663.67 B,$546.64 B,$444.70 B,$363.33 B,$302.75 B,$230.69 B,$179.67 B,$119.66 B,$90.97 B,$72.91 B,$60.95 B,$44.90 B,$32.17 B
citigroup,,$2.416 T,$2.291 T,$2.260 T,$1.951 T,$1.917 T,$1.843 T,$1.792 T,$1.731 T,$1.842 T,$1.880 T,$1.864 T,$1.873 T,$1.914 T,$1.856 T,$1.938 T,$2.187 T,$1.884 T,$1.494 T,$1.484 T,$1.264 T,$1.097 T,$1.051 T
palo-alto-networks,$14.50 B,$12.25 B,$10.24 B,$9.06 B,$6.59 B,$5.82 B,$3.43 B,$2.76 B,$1.96 B,$1.47 B,$0.58 B,$0.40 B,$91.17 M,$38.11 M,,,,,,,,,
aia,,$303.04 B,$339.87 B,$326.12 B,$284.13 B,$229.80 B,$215.69 B,$185.07 B,$167.62 B,$166.91 B,$146.58 B,$134.43 B,$114.46 B,$107.86 B,$90.65 B,,,,,,,,
lam-research,$18.78 B,$17.19 B,$15.89 B,$14.55 B,$12.00 B,$12.47 B,$12.12 B,$12.27 B,$9.36 B,$7.99 B,$7.25 B,$8.00 B,$4.05 B,$2.48 B,$1.95 B,$2.80 B,$2.10 B,$2.31 B,$1.44 B,$1.19 B,$1.19 B,$1.63 B,$1.87 B
shopify,,$10.75 B,$13.34 B,$7.76 B,$3.48 B,$2.25 B,$1.11 B,$0.49 B,$0.24 B,$95.19 M,$95.78 M,,,,,,,,,,,,
china-life-insurance,,$761.49 B,$767.57 B,$651.99 B,$533.48 B,$473.21 B,$445.39 B,$388.39 B,$377.75 B,$362.81 B,$326.00 B,$302.94 B,$252.01 B,$213.32 B,$179.52 B,$153.35 B,$128.00 B,$97.92 B,$69.31 B,$52.46 B,$39.76 B,$37.90 B,$27.56 B
analog-devices,,$50.30 B,$52.32 B,$21.46 B,$21.39 B,$20.44 B,$21.14 B,$7.97 B,$7.06 B,$6.85 B,$6.38 B,$5.62 B,$5.27 B,$4.32 B,$3.40 B,$3.09 B,$2.97 B,$3.98 B,$4.58 B,$4.72 B,$4.09 B,$4.98 B,$4.88 B
ubs,,$1.104 T,$1.117 T,$1.125 T,$972.18 B,$974.47 B,$965.32 B,$900.90 B,$965.43 B,$1.086 T,$1.282 T,$1.511 T,$1.607 T,$1.507 T,$1.252 T,$1.804 T,$1.769 T,$1.614 T,$1.191 T,$1.332 T,$903.93 B,$972.06 B,$859.67 B
regeneron-pharmaceuticals,,$29.21 B,$25.43 B,$17.16 B,$14.80 B,$11.73 B,$8.76 B,$6.97 B,$5.60 B,$3.87 B,$2.95 B,$2.08 B,$1.32 B,$1.08 B,$0.74 B,$0.67 B,$0.93 B,$0.58 B,$0.42 B,$0.47 B,$0.47 B,$0.39 B,$0.49 B
eaton,,$35.02 B,$34.02 B,$31.82 B,$32.80 B,$31.09 B,$32.60 B,$30.41 B,$31.03 B,$33.52 B,$35.49 B,$36.28 B,$17.87 B,$17.25 B,$16.28 B,$16.65 B,$13.43 B,$11.41 B,$10.21 B,$9.07 B,$8.22 B,$7.13 B,$7.64 B
ping-an-insurance,,$1.614 T,$1.591 T,$1.460 T,$1.177 T,$1.038 T,$998.05 B,$803.14 B,$735.22 B,$646.94 B,$555.25 B,$456.19 B,$363.63 B,$177.18 B,$136.99 B,$103.86 B,$89.26 B,$56.59 B,$35.70 B,$28.90 B,$22.09 B,,
chubb,,$199.12 B,$200.05 B,$190.77 B,$176.94 B,$167.77 B,$167.02 B,$159.78 B,$102.36 B,$98.24 B,$94.51 B,$92.54 B,$87.50 B,$83.35 B,$77.98 B,$72.05 B,$72.09 B,$67.13 B,$62.44 B,$56.34 B,$49.55 B,$43.45 B,$37.18 B
vertex-pharmaceuticals,,$18.15 B,$13.43 B,$11.75 B,$8.31 B,$6.24 B,$3.54 B,$2.89 B,$2.49 B,$2.33 B,$2.31 B,$2.75 B,$2.20 B,$1.72 B,$1.95 B,$0.98 B,$0.60 B,$0.92 B,$0.54 B,$0.54 B,$0.72 B,$0.81 B,$0.92 B
equinor,,$158.02 B,$147.12 B,$121.97 B,$118.06 B,$112.50 B,$111.10 B,$104.53 B,$109.97 B,$132.67 B,$145.61 B,$140.49 B,$128.77 B,$109.37 B,$97.12 B,$83.11 B,$88.96 B,$50.60 B,$42.22 B,$41.13 B,$33.32 B,$29.58 B,$22.22 B
essilor-luxottica,,$64.85 B,$67.30 B,$64.35 B,$58.90 B,$52.93 B,$14.76 B,$13.85 B,$13.08 B,$13.12 B,$10.46 B,$9.13 B,$7.98 B,$6.93 B,$5.97 B,$5.68 B,$5.13 B,$4.12 B,$3.57 B,$3.50 B,$3.14 B,$2.32 B,$2.31 B
airbnb,,$16.03 B,$13.70 B,$10.49 B,$8.31 B,$6.61 B,,,,,,,,,,,,,,,,,
kohlberg-kravis-roberts,,$277.07 B,$264.28 B,$79.80 B,$60.89 B,$50.74 B,$45.83 B,$39.00 B,$71.05 B,$65.87 B,$51.42 B,$44.42 B,$40.37 B,$38.39 B,$30.22 B,$22.44 B,,,,,,,
csl,$36.23 B,$28.34 B,$13.64 B,$10.62 B,$8.64 B,$7.97 B,$7.01 B,$5.64 B,$4.91 B,$5.91 B,$5.45 B,$6.09 B,$5.79 B,$4.08 B,$4.79 B,$4.30 B,$3.06 B,$2.30 B,$1.93 B,$1.77 B,$0.98 B,$0.85 B,$0.59 B
sinopec,,$282.53 B,$296.48 B,$265.83 B,$251.23 B,$231.53 B,$245.24 B,$215.81 B,$222.66 B,$234.39 B,$228.51 B,$203.16 B,$182.10 B,$150.49 B,$128.51 B,$110.40 B,$98.51 B,$76.16 B,$64.52 B,$55.65 B,$47.20 B,$44.50 B,$43.53 B
icici-bank,$238.54 B,$231.13 B,$214.28 B,$182.66 B,$178.42 B,$172.68 B,$152.19 B,$138.43 B,$132.15 B,$124.92 B,$124.32 B,$118.77 B,$119.65 B,$109.22 B,$95.04 B,$121.74 B,$91.33 B,$62.37 B,$42.77 B,$32.50 B,$14.11 B,$4.85 B,$2.62 B
zoetis,,$14.92 B,$13.90 B,$13.60 B,$11.54 B,$10.77 B,$8.58 B,$7.64 B,$7.91 B,$6.60 B,$6.55 B,$6.26 B,$5.71 B,$5.28 B,,,,,,,,,
micron-technology,$64.25 B,$66.28 B,$58.84 B,$53.67 B,$48.88 B,$43.37 B,$35.33 B,$27.54 B,$24.14 B,$22.49 B,$19.11 B,$14.32 B,$14.75 B,$14.69 B,$11.45 B,$13.43 B,$14.81 B,$12.22 B,$8.00 B,$7.76 B,$7.15 B,$7.55 B,$8.36 B
blackstone-group,,$42.52 B,$41.19 B,$26.26 B,$32.58 B,$28.92 B,$34.42 B,$26.40 B,$22.52 B,$31.51 B,$29.67 B,$28.93 B,$21.90 B,$18.84 B,$9.40 B,$9.25 B,$13.17 B,$33.89 B,$21.12 B,$21.25 B,$14.93 B,$10.34 B,
porsche,,$51.05 B,$58.19 B,$55.95 B,$47.45 B,$43.65 B,,,,,,,,,,,,,,,,,
al-rajhi-bank,,$202.85 B,$166.31 B,$125.09 B,$102.46 B,$97.29 B,$91.49 B,$90.55 B,$84.10 B,$82.01 B,$74.69 B,$71.36 B,$58.89 B,$49.28 B,$45.52 B,$43.95 B,$33.66 B,$28.05 B,,,,,
