Company,2023 (TTM),2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
stryker-corporation,$6.81,$6.23,$5.29,$4.27,$5.57,$9.49,$2.73,$4.41,$3.82,$1.59,$2.65,$3.41,$3.49,$3.21,$2.79,$2.81,$2.49,$1.91,$1.60,$1.10,$1.08,$0.84,$0.69
starbucks,$3.59,$2.90,$3.73,$0.56,$3.11,$2.28,$3.07,$1.97,$1.65,$1.67,$0.07851,$0.95,$0.85,$0.71,$0.37,$0.12,$0.46,$0.40,$0.23,$0.07000,$0.17,$0.12,$0.09045
intuitive-surgical,$4.32,$3.72,$7.19,$3.02,$3.99,$3.31,$1.97,$2.13,$1.76,$1.27,$1.89,$1.83,$1.40,$1.08,$0.68,$0.58,$0.42,$0.22,$0.30,$0.07778,-$0.04222,-$0.11,-$0.10
sony,$5.50,$5.78,$5.98,$7.54,$4.88,$5.75,$3.76,-$0.29,$0.83,-$1.52,$1.05,-$3.68,-$7.26,$0.94,-$1.49,$0.93,$2.39,$1.06,$1.04,$1.87,$0.27,$2.00,$0.33
nippon-telegraph-and-telephone,$0.10,$0.10,$0.17,$0.09101,$0.08487,$0.07314,$0.08110,$0.07284,$0.05287,$0.04591,$0.04839,$0.05568,$0.04014,$0.04600,$0.03387,$0.06241,$0.02417,$0.02710,$0.03018,$0.05161,$0.03551,-$0.03854,$0.01335
mitsubishi-ufj-financial,$0.93,$0.24,$0.86,$0.41,$0.42,$0.86,$0.58,-$0.08117,$0.18,$0.75,$0.51,$1.75,-$0.21,-$0.41,,,,,,,,,
toronto-dominion-bank,$5.73,$7.24,$6.20,$4.79,$4.73,$4.68,$4.25,$3.54,$3.33,$3.77,$3.39,$3.42,$3.34,$2.49,$1.54,$2.31,$2.60,$2.84,$1.32,$1.34,$0.57,-$0.09065,$0.76
medtronic,$2.72,$3.23,$3.49,$2.63,$3.48,$1.67,$3.69,$3.05,$1.94,$2.93,$3.78,$3.31,$3.17,$2.89,$1.90,$1.92,$2.51,$2.28,$1.55,$1.73,$1.51,$1.08,$0.68
schneider-electric,$6.52,$4.72,$4.91,$4.82,$4.62,$3.28,$2.70,$4.12,$4.74,$4.42,$4.33,$4.39,$2.38,$4.91,$4.95,$3.93,$2.66,$2.50,$1.21,$0.99,-$2.92,,
deere-company,$33.99,$23.47,$19.13,$8.78,$10.27,$7.33,$6.75,$4.83,$5.81,$8.69,$9.17,$7.72,$6.71,$4.39,$2.06,$4.76,$4.06,$3.63,$2.98,$2.84,$1.34,$0.67,-$0.14
allianz,$23.40,$17.91,$32.01,$19.07,$20.99,$20.46,$17.36,$16.93,$16.10,$18.02,$17.51,$15.05,$7.87,$14.80,$13.61,-$6.55,$24.62,$21.67,$13.42,$7.21,$4.70,-$4.86,$6.94
bristol-myers-squibb,$3.97,$2.98,$3.17,-$4.00,$2.21,$3.03,$0.62,$2.67,$0.97,$1.21,$1.56,$1.16,$2.19,$1.80,$5.35,$2.62,$1.09,$0.80,$1.52,$1.23,$1.61,$1.07,$1.05
tjx-companies,$3.45,$2.91,$2.22,$0.62,$2.57,$2.47,$1.88,$1.74,$1.66,$1.53,$1.50,$1.20,$0.89,$0.87,$0.65,$0.55,$0.38,$0.45,$0.28,$0.34,$0.29,$0.27,$0.22
bp,$8.63,-$0.52,$2.25,-$6.03,$1.19,$2.82,$1.03,$0.02820,-$2.12,-$1.79,$7.38,$3.52,$8.16,-$1.19,$5.31,$6.76,$6.53,$6.75,$6.07,$4.69,$3.37,$1.83,$1.75
keyence,$11.00,$10.91,$10.43,$7.11,$7.72,$8.53,$9.33,$4.66,$4.16,$5.79,$3.22,$3.07,$2.59,,,,,,,,,,
catl,$1.41,$1.04,$0.59,$0.20,$0.17,$0.13,$0.34,,,,,,,,,,,,,,,,
air-liquide,$5.65,$5.59,$5.77,$4.85,$4.67,$5.12,$4.04,$4.10,$4.43,$4.97,$4.62,$4.36,$4.12,$3.91,$3.82,$3.62,$2.92,$2.46,$2.35,$2.03,,,
mondelez,$3.36,$1.98,$3.07,$2.50,$2.68,$2.22,$1.94,$1.06,$4.51,$1.30,$2.25,$1.74,$2.01,$2.44,$2.05,$1.93,$1.64,$1.86,$1.56,$1.57,$2.01,$1.96,$1.16
american-tower,$1.53,$3.85,$5.70,$3.82,$4.27,$2.78,$2.70,$2.01,$1.43,$2.02,$1.39,$1.61,$1.00,$0.93,$0.62,$0.88,$0.14,$0.06000,-$0.63,-$1.10,-$1.29,$1.13,-$2.34
gilead-sciences,$4.39,$3.67,$4.95,$0.10000,$4.24,$4.20,$3.54,$10.08,$12.36,$7.96,$2.01,$1.70,$1.82,$1.69,$1.46,$1.07,$0.87,-$0.65,$0.44,$0.26,-$0.04875,$0.04625,$0.03562
marsh-and-mclennan-companies,$7.01,$6.10,$6.19,$3.98,$3.45,$3.26,$2.91,$3.41,$3.00,$2.68,$2.47,$2.16,$1.81,$1.56,$0.43,-$0.12,$4.66,$1.80,$0.75,$0.33,$2.89,$2.52,$1.77
taqa,,,,,,,,,,,,,,,,,,,,,,,
cvs-health,$6.66,$3.27,$6.00,$5.48,$5.09,-$0.55,$6.48,$4.94,$4.67,$3.99,$3.78,$3.07,$2.58,$2.52,$2.58,$2.23,$1.97,$1.65,$1.50,$1.14,$1.06,$0.90,$0.51
petrobras,$20.53,$28.93,$12.11,-$6.48,$6.18,$3.89,$0.56,-$1.71,-$1.14,-$0.75,$3.44,$3.31,$5.01,$6.34,$5.85,$5.86,$7.75,$4.76,$7.27,$6.40,$8.14,$3.04,$3.53
automatic-data-processing,$8.45,$7.56,$6.48,$5.78,$5.70,$4.19,$4.37,$3.75,$3.24,$3.01,$2.94,$2.90,$2.73,$2.42,$2.71,$2.41,$2.18,$2.87,$1.38,$1.27,$1.30,$1.83,$1.62
progressive,$4.62,$1.19,$5.68,$5.23,$6.76,$4.45,$2.74,$1.77,$2.16,$2.17,$1.95,$1.50,$1.61,$1.62,$1.58,-$0.11,$1.66,$2.15,$1.77,$1.94,$1.45,$0.76,$0.47
cm-bank,$0.80,$0.78,$0.71,$0.55,$0.52,$0.47,$0.41,$0.37,$0.37,$0.36,$0.38,$0.33,$0.25,$0.18,$0.13,$0.15,$0.09955,$0.05161,$0.03231,$0.02663,$0.01888,$0.01473,
citigroup,$6.88,$7.48,$10.59,$5.61,$8.64,$7.24,-$2.59,$5.16,$5.73,$2.61,$4.58,$2.46,$3.82,$4.31,$0.19,-$56.50,$6.80,$43.90,$48.50,$33.10,$34.90,$29.80,$27.80
palo-alto-networks,$1.44,-$0.49,-$1.75,-$1.03,-$0.36,-$0.38,-$0.82,-$0.88,-$0.70,-$1.10,-$0.16,-$0.07645,,,,,,,,,,,
aia,$0.62,$0.48,$0.50,$0.51,$0.35,$0.23,$0.29,$0.24,$0.25,$0.13,$0.22,$0.15,,,,,,,,,,,
lam-research,$29.51,$37.32,$32.35,$20.46,$14.07,$18.25,$10.35,$6.21,$5.36,$4.43,$2.09,$0.57,$3.35,$5.41,-$1.61,$1.28,$4.59,$3.96,$1.82,$1.77,$0.13,-$0.33,$0.52
shopify,-$0.90,-$2.73,$2.36,$0.26,-$0.11,-$0.06200,-$0.04200,-$0.04200,-$0.02679,-$0.02262,,,,,,,,,,,,,
china-life-insurance,$0.28,$0.17,$0.28,$0.27,$0.29,$0.05671,$0.17,$0.09505,$0.19,$0.18,$0.15,$0.06255,$0.10,$0.18,$0.17,$0.09980,$0.19,$0.09608,$0.04338,$0.01225,-$0.02540,-$0.02175,-$0.01087
analog-devices,$7.42,$5.31,$3.73,$3.31,$3.68,$4.05,$2.35,$2.79,$2.23,$2.01,$2.18,$2.19,$2.90,$2.39,$0.85,$2.68,$1.55,$1.53,$1.13,$1.52,$0.83,$0.30,$1.00
ubs,$10.77,$2.34,$2.14,$1.84,$0.32,$0.92,$1.81,$1.12,$0.98,-$0.74,,,,,,,,,,,,,
regeneron-pharmaceuticals,$37.36,$40.52,$76.45,$32.76,$19.37,$22.64,$11.28,$8.56,$6.16,$3.57,$4.33,$7.87,-$2.44,-$1.27,-$0.85,-$1.01,-$1.60,-$1.77,-$1.70,$0.76,-$2.14,-$2.83,-$1.81
eaton,$7.50,$6.17,$5.38,$3.50,$5.27,$4.93,$6.73,$4.23,$4.25,$3.79,$3.93,$3.55,$3.98,$2.76,$1.16,$3.30,$3.38,$3.16,$2.68,$2.12,$1.30,$1.00,$0.61
ping-an-insurance,$0.80,$0.72,$0.89,$1.18,$1.22,$0.91,$0.74,$0.53,$0.48,$0.40,$0.29,$0.20,$0.19,$0.17,$0.14,$0.01351,$0.14,,,,,,
chubb,$17.07,$12.47,$19.42,$7.83,$9.79,$8.53,$8.26,$8.87,$8.71,$8.49,$10.72,$7.95,$4.64,$9.16,$7.57,$3.52,$7.78,$7.03,$3.37,$3.95,$5.28,$0.29,-$0.71
vertex-pharmaceuticals,$13.09,$12.98,$9.10,$10.42,$4.57,$8.24,$1.07,-$0.47,-$2.31,-$3.14,-$2.04,-$0.49,$0.11,-$3.77,-$3.72,-$3.28,-$3.02,-$1.84,-$2.25,-$2.12,-$2.55,-$1.43,-$0.54
equinor,$5.55,$9.08,$2.64,-$1.69,$0.55,$2.27,$1.40,-$0.92,-$1.61,$1.24,$2.08,$3.75,$4.30,$2.00,$0.96,$2.24,$2.50,$3.85,$2.11,$1.88,$1.13,$1.09,$0.91
essilor-luxottica,$5.22,$3.74,$0.23,$2.78,$4.76,$5.67,$3.99,$3.90,$5.36,$3.89,$3.70,$3.16,$2.93,$2.71,$2.59,$2.60,$2.13,$1.67,$1.63,$1.25,$0.99,$0.78,
airbnb,$8.53,$2.96,-$0.63,-$12.59,,,,,,,,,,,,,,,,,,,
kohlberg-kravis-roberts,$1.43,-$1.02,$7.83,$3.40,$3.62,$2.17,$2.12,$0.65,$1.10,$1.40,$2.50,$2.37,$0.05000,$1.62,,,,,,,,,
csl,$4.81,$3.92,$3.18,$2.98,$2.83,$2.26,$2.01,$2.24,$2.54,$2.23,$1.98,$1.99,$1.33,$1.25,$1.17,$0.72,$0.12,$0.46,$0.19,$0.06483,$0.09583,$0.05809,
sinopec,$0.07244,$0.07931,$0.09322,$0.04186,$0.06800,$0.07401,$0.06502,$0.05545,$0.04135,$0.06428,$0.09419,$0.09081,$0.10,$0.09656,$0.08221,$0.04064,$0.06749,$0.05913,$0.04350,$0.03464,$0.02040,$0.01514,$0.01503
icici-bank,$1.39,$1.15,$0.87,$0.59,$0.42,$0.19,$1.50,$1.91,$1.26,$0.57,$0.53,$0.49,$0.42,$1.06,$0.27,$0.33,$0.23,$0.03995,-$0.03753,$0.009787,,,
zoetis,$4.92,$4.51,$4.30,$3.44,$3.14,$2.95,$1.76,$1.65,$0.68,$1.16,$1.01,$0.92,$0.51,,,,,,,,,,
micron-technology,-$5.34,$5.56,$6.57,$2.70,$3.16,$12.80,$6.79,-$0.29,$1.97,$3.47,$1.75,-$1.06,-$0.19,$1.99,-$1.20,-$2.67,-$0.91,$0.64,$0.17,$0.50,-$1.59,-$1.59,-$2.09
blackstone-group,$2.39,$2.37,$8.16,$1.44,$3.02,$2.28,$2.21,$1.60,$1.13,$2.60,$2.00,$0.42,-$0.32,-$1.06,-$2.51,-$4.33,$6.23,$15.12,$7.24,,,,
porsche,$4.15,,,,,,,,,,,,,,,,,,,,,,
al-rajhi-bank,$1.08,$1.13,$0.99,$0.71,$0.68,$0.26,$0.61,$0.54,$0.47,$0.46,$0.50,$0.53,,,,,,,,,,,
synopsys,$6.78,$6.44,$4.96,$4.39,$3.37,$2.91,$0.90,$1.76,$1.46,$1.67,$1.62,$1.23,$1.51,$1.61,$1.17,$1.34,$0.91,$0.17,-$0.12,$0.50,$0.95,-$1.39,$0.47
china-shenhua-energy,$0.51,$0.52,$0.39,$0.29,$0.31,$0.33,$0.34,$0.17,$0.13,$0.30,$0.37,$0.69,$0.63,$0.28,$0.22,$0.19,$0.15,,,,,,
boston-scientific,$0.82,$0.45,$0.69,-$0.12,$3.38,$1.21,$0.08000,$0.26,-$0.18,$0.20,-$0.08373,-$2.79,$0.29,-$0.70,-$0.49,-$1.35,-$0.33,-$2.38,$0.75,$1.27,$0.57,$0.46,-$0.06500
mercadolibre,$19.69,$9.58,$1.69,-$0.07000,-$3.63,-$0.82,$0.32,$3.08,$2.39,$1.63,$2.66,$2.30,$1.74,$1.27,$0.74,$0.43,$0.22,$0.02892,$0.05000,,,,
byd,$0.99,$0.83,$0.16,$0.22,$0.07358,$0.14,$0.21,$0.28,$0.18,$0.02906,$0.03726,$0.004568,$0.09458,$0.79,,,,,,,,,
cnooc,$0.15,$0.09033,$0.09228,$0.07680,$0.04719,$0.006773,$0.01206,$0.008920,,,,,,,,,,,,,,,
diageo,N/A,$4.83,$4.41,$4.62,$4.47,$3.15,$0.46,$1.77,,,,,,,,,,,,,,,
fiserv,$4.82,$3.95,$2.02,$1.42,$1.85,$2.94,$2.97,$2.12,$1.54,$1.53,$1.25,$1.13,,,,,,,,,,,
iberdrola,-$11.02,-$11.09,$642.14,$0.61,$0.57,$0.83,$0.55,$0.006015,$0.38,$0.47,$0.52,$0.56,$0.63,$0.68,$0.78,,,,,,,,
southern-company,$2.78,$3.29,$2.26,$2.95,$4.55,$2.19,$0.84,$2.57,$2.60,$2.20,$1.87,$2.69,$2.57,$2.37,$2.06,$2.26,$2.28,$2.12,$2.14,$2.07,$2.03,$1.86,$1.82
compagnie-financiere-richemont,$0.60,$4.09,$2.70,$1.82,$5.54,$2.66,$2.29,$4.47,$2.56,$5.10,$4.69,$3.76,$2.79,$1.46,$2.54,$4.39,$3.16,$2.39,$2.87,$0.72,$1.42,$1.18,
wuliangye-yibin,$1.06,$1.03,$0.93,$0.75,$0.65,$0.53,$0.38,$0.27,$0.26,$0.25,$0.34,$0.42,$0.25,$0.17,$0.13,$0.06872,$0.06099,$0.04325,$0.02537,$0.02639,$0.02239,$0.01952,$0.02583
china-yangtze-power,$0.14,$0.14,$0.18,$0.17,$0.14,$0.15,$0.15,$0.14,$0.15,$0.12,$0.08917,$0.09970,$0.07290,$0.07448,$0.04588,$0.04122,$0.05277,$0.03726,$0.03393,$0.03120,,,
lg-energy-solution,$4.49,$2.58,$3.54,,,,,,,,,,,,,,,,,,,,
canadian-national-railway,$5.48,$5.65,$5.46,$3.73,$4.44,$4.49,$5.73,$3.58,$3.37,$3.47,$2.98,$3.08,$2.73,$2.19,$1.77,$1.83,$2.10,$1.75,$1.19,$0.87,$0.67,$0.50,$0.66
bnp-paribas,$8.71,$7.91,$8.26,$5.92,$6.76,$6.56,$7.02,$6.68,$5.52,-$0.47,$4.65,$6.50,$6.61,$8.43,,,,,,,,,
cme-group,$8.39,$7.41,$7.32,$5.88,$5.92,$5.74,$11.99,$4.54,$3.71,$3.37,$2.94,$2.71,$5.45,$2.87,$2.49,$2.46,$3.00,$2.35,$1.79,$1.31,$0.75,$0.63,
equinix,$9.32,$7.69,$5.57,$4.24,$6.03,$4.57,$3.02,$1.77,$3.29,-$4.56,$1.80,$3.02,$1.77,$0.85,$1.81,$2.91,-$0.17,-$0.22,-$1.78,-$4.09,-$8.80,-$6.22,-$75.98
abb,$2.14,$1.31,$2.29,$2.43,$0.67,$1.02,$1.04,$0.92,$1.14,$1.21,$1.18,,,,,,,,,,,,
zurich-insurance-group,N/A,$21.51,$12.38,$26.69,$27.32,$26.50,$25.69,$23.64,$27.73,,,,,,,,,,,,,,
cigna,$17.86,$21.60,$15.90,$23.17,$13.58,$10.69,$8.92,$7.31,$8.18,$7.97,$5.30,$5.70,$4.65,$4.69,$4.75,$1.05,$3.95,$3.49,$4.25,$3.52,$1.51,-$1.07,$2.08
sherwin-williams,$9.44,$7.83,$7.10,$7.49,$5.60,$3.97,$6.35,$4.04,$3.80,$2.99,$2.47,$2.21,$1.40,$1.43,$1.28,$1.37,$1.62,$1.43,$1.13,$0.93,$0.76,$0.28,$0.56
fast-retailing,$6.45,$6.66,$5.67,$2.80,$4.76,$4.41,$3.74,$1.97,$2.38,$2.95,$3.58,$3.19,$2.58,$1.85,$2.26,,,,,,,,
glaxo-smith-kline,$3.50,$8.48,$2.99,$3.64,$2.99,$2.41,$1.00,$0.61,$6.48,$2.33,$4.50,$3.67,$4.14,$1.25,$4.32,$4.04,$4.76,$4.42,$3.69,$3.12,$3.10,$2.06,$1.57
illinois-tool-works,$10.34,$9.81,$8.55,$6.66,$7.79,$7.65,$4.89,$5.73,$5.17,$7.33,$3.76,$6.13,$4.20,$3.11,$1.88,$2.94,$3.39,$2.72,$1.93,$1.10,$1.67,$1.16,$0.97
enbridge,$1.40,$1.01,$2.27,$1.16,$2.00,$1.10,$1.28,$1.53,-$0.03447,$1.29,$0.55,$0.79,$1.34,$1.25,$1.85,$1.73,$0.94,$0.79,$0.56,$0.43,$0.36,$0.32,$0.27
infosys,$0.72,$0.71,$0.68,$0.59,$0.54,$0.50,$0.54,$0.46,$0.44,$0.44,$0.38,$0.38,$0.36,$0.32,$0.28,$0.28,$0.24,$0.17,$0.12,$0.08625,$0.06563,$0.05375,$0.03844
safran,$0.11,$1.02,$6.37,$3.41,$13.31,$4.82,-$1.12,-$0.36,$4.60,$4.09,$1.53,$0.69,$2.31,-$0.71,$0.13,$0.02644,-$0.84,$1.02,,,,,
relx,$1.03,$0.87,$1.01,$0.91,$1.10,$0.70,$0.69,$0.67,$0.81,$0.58,$0.39,$0.34,$0.28,$0.32,$0.94,$0.48,$0.31,$0.34,$0.02097,-$0.04921,-$0.06984,,
altria-group,$4.91,$3.19,$1.34,$2.40,-$0.69,$3.69,$5.31,$7.28,$2.68,$2.57,$2.26,$2.06,$1.64,$1.87,$1.55,$2.36,$4.65,$5.77,$5.04,$4.59,$4.54,$5.26,$3.92
atlas-copco,$0.53,$0.47,$0.42,$0.34,$0.36,$2.45,$0.41,$0.29,$0.29,$0.36,$0.38,$0.43,$0.41,$0.29,$0.17,,,,,,,,
axa,N/A,$3.88,$3.24,$2.94,$3.00,$0.64,$0.55,$0.35,,,,,,,,,,,,,,,
duke-energy,$1.42,$3.17,$4.94,$1.72,$5.06,$3.74,$4.36,$3.11,$4.04,$2.66,$3.77,$3.06,$3.82,$3.00,$2.49,$3.27,$3.54,$4.77,$11.61,$4.74,-$4.44,$3.66,$7.35
kla,$22.42,$24.46,$19.58,$8.82,$7.19,$9.18,$4.19,$5.53,$3.36,$2.56,$3.32,$4.16,$4.53,$3.02,-$0.39,-$1.40,$2.48,$2.28,$1.83,$1.88,$0.49,$0.85,$2.16
mercedes-benz-group,$15.27,$14.26,$24.77,$4.25,$2.44,$7.99,$11.05,$8.80,$8.71,$8.51,$8.52,$7.86,$7.31,$5.60,-$3.66,$1.65,$4.67,$4.62,$4.88,$3.02,$0.55,$5.50,-$0.57
northrop-grumman,$30.55,$31.61,$43.62,$19.08,$13.28,$18.02,$16.43,$11.42,$10.53,$9.90,$8.51,$7.96,$7.65,$6.90,$5.29,-$3.77,$5.24,$4.48,$3.92,$3.01,$2.11,$1.86,$2.41
enel,$0.25,$0.17,$0.36,$0.29,$0.24,$0.55,$0.42,$0.29,$0.25,$0.08869,$0.45,$0.03366,$0.61,$0.61,$0.95,,,,,,,,
workday,-$0.48,-$1.24,$0.11,-$1.46,-$2.03,-$1.87,-$1.64,-$1.94,-$1.43,-$1.35,-$0.87,-$1.03,,,,,,,,,,,
vinci,$8.09,$5.16,$2.74,$6.59,$6.15,$5.94,$4.76,$4.03,$5.44,$4.93,$4.72,$4.56,$4.46,$4.68,$4.74,$4.57,$3.83,$2.95,$3.04,$2.01,$1.50,$1.51,
tokyo-electron,$6.90,$7.65,$7.55,$4.34,$3.65,$4.74,$3.23,$1.63,$1.49,$0.92,-$0.49,$0.20,$1.09,$1.30,-$0.36,,,,,,,,
bmw,$18.41,$29.45,$21.95,$6.83,$8.35,$12.55,$14.99,$11.56,$10.74,$11.59,$10.73,$10.09,$10.37,$6.48,$0.48,,,,,,,,
hindustan-unilever,$0.53,$0.52,$0.50,$0.43,$0.45,,,,,,,,,,,,,,,,,,
cadence-design-systems,$3.55,$3.13,$2.55,$2.15,$3.61,$1.26,$0.75,$0.71,$0.87,$0.56,$0.59,$1.62,$0.27,$0.50,-$0.58,-$7.30,$1.09,$0.51,$0.19,$0.27,-$0.08000,$0.24,$0.58
bharti-airtel,$0.16,$0.16,$0.07353,-$0.50,-$0.74,$0.01280,$0.04848,$0.16,$0.20,$0.18,$0.09022,$0.12,,,,,,,,,,,
eog-resources,$13.55,$13.31,$8.03,-$1.04,$4.73,$5.93,$4.48,-$1.99,-$8.29,$5.37,$4.06,$1.08,$2.05,$0.32,$1.10,$4.93,$2.22,$2.66,$2.62,$1.31,$0.92,$0.17,$0.84
glencore,$1.33,$0.38,-$0.14,-$0.03000,$0.24,$0.41,$0.10,-$0.37,$0.18,-$0.67,$0.14,$0.72,$0.35,$0.14,$0.05300,,,,,,,,
schlumberger,$2.92,$2.43,$1.34,-$7.58,-$7.32,$1.54,-$1.09,-$1.18,$1.62,$4.19,$5.09,$4.12,$3.85,$3.41,$2.62,$4.54,$4.35,$3.13,$1.87,$1.04,$0.33,-$2.00,$0.91
bank-central-asia,$0.02502,$0.02197,$0.01763,$0.01483,$0.01644,$0.01455,$0.01410,$0.01265,$0.01064,$0.01117,$0.01077,$0.01017,$0.02826,,,,,,,,,,
waste-management,$5.69,$5.43,$4.32,$3.54,$3.94,$4.48,$4.46,$2.67,$1.68,$2.82,$0.21,$1.76,$2.05,$1.97,$2.01,$2.22,$2.22,$2.14,$2.11,$1.62,$1.07,$1.34,$0.81
stellantis,$1.81,$2.36,$2.74,$2.62,$1.32,$0.24,$0.57,$1.02,$0.07922,$1.55,$0.49,-$0.93,$1.95,$3.11,$1.36,$1.50,-$2.15,-$5.80,-$7.23,-$1.24,,,
meituan-dianping,-$0.24,-$0.60,$0.11,,,,,,,,,,,,,,,,,,,,
arista-networks,$6.16,$4.41,$2.74,$2.09,$2.82,$2.12,$1.46,$0.67,$0.45,$0.32,$0.08904,,,,,,,,,,,,
general-dynamics,$12.07,$12.31,$11.63,$11.04,$12.09,$11.33,$9.73,$9.19,$9.24,$7.57,$6.71,-$0.99,$6.93,$6.89,$6.20,$6.22,$5.12,$4.61,$3.65,$3.08,$2.54,$2.28,$2.34
sk-hynix,-$9.35,$2.42,$11.95,$6.04,$2.54,$20.20,$13.52,$3.58,$5.25,$5.48,$3.76,-$0.20,$0.01150,$3.88,-$0.39,-$8.89,$0.78,,,,,,
moodys,$8.24,$7.46,$11.87,$9.47,$7.52,$6.84,$5.23,$1.35,$4.71,$4.69,$3.65,$3.10,$2.52,$2.16,$1.70,$1.89,$2.62,$2.65,$1.88,$1.42,$1.22,$0.94,$0.68
canadian-pacific-railway,$3.34,$2.86,$3.36,$2.71,$2.67,$2.08,$2.59,$1.63,$1.30,$1.54,$0.97,$0.57,$0.67,$0.75,$0.60,$0.73,$1.19,$0.89,$0.58,$0.41,$0.38,$0.43,
hca-healthcare,$20.75,$19.63,$21.70,$11.09,$10.29,$10.93,$6.15,$7.62,$5.18,$4.35,$3.50,$3.65,$5.18,$2.83,$3.09,$1.97,$2.56,$2.74,$3.25,$2.62,$2.66,$1.63,$1.68
netease,$5.62,$4.59,$3.94,$2.64,$4.70,$1.42,$2.40,$2.64,$1.62,$1.18,$1.12,$0.89,$0.77,$0.52,$0.42,$0.37,$0.27,$0.24,$0.04454,$0.02131,$0.01568,$0.0008473,-$0.01110
fedex,$16.50,$12.86,$18.36,$9.32,$0.29,$18.69,$11.02,$6.92,$3.96,$8.43,$5.22,$6.26,$5.52,$4.21,-$0.83,$3.32,$6.50,$6.49,$5.20,$4.34,$2.17,$2.54,$1.94
shin-etsu-chemical,$2.42,$2.65,$1.86,$1.27,$1.38,$1.43,$0.89,$0.73,$0.56,$0.53,$0.54,$0.63,$0.52,$1.12,$0.60,,,,,,,,
becton-dickinson,$5.55,$5.33,$5.83,$5.25,$2.75,$3.34,$1.37,$6.15,$3.34,$5.95,$4.83,$7.66,$5.60,$5.68,$5.16,$4.79,$4.16,$2.74,$2.97,$2.13,$2.20,$1.91,$1.67
itc,$0.20,$0.18,$0.17,$0.14,$0.16,,,,,,,,,,,,,,,,,,
santander,$0.66,$0.57,$0.51,-$0.60,$0.39,$0.50,$0.44,$0.42,$0.54,$0.59,$0.52,$0.40,$0.80,$1.20,$1.30,$1.70,$1.65,$1.39,$1.16,$0.93,$0.51,$0.52,$0.58
canadian-natural-resources,$5.07,$7.35,$5.14,-$0.20,$3.45,$1.66,$1.58,-$0.16,-$0.47,$3.23,$2.00,$1.72,$2.40,$1.48,$1.32,$4.15,$2.35,$2.10,$1.01,$0.48,$0.38,$0.18,$0.15
merck-kgaa,$7.46,$8.03,$8.18,$5.31,$3.39,$8.97,$6.95,$4.17,$2.85,$3.49,$3.68,$1.72,$1.91,$1.92,$1.19,,,,,,,,
sumitomo-mitsui-financial-group,$0.85,$0.91,$0.92,$0.73,$0.93,$0.94,$1.03,$0.80,$0.84,$1.09,$1.00,$0.87,$0.66,$1.41,-$0.09120,,,,,,,,
walmex,$0.16,$0.14,$0.12,$0.08839,$0.11,$0.11,$0.10,$0.09947,$0.09108,$0.13,$0.09977,$0.10,$0.09561,$0.08975,$0.07429,$0.14,,,,,,,
ferrari,$7.00,$5.39,$5.24,$3.88,$4.17,$4.87,$3.26,$2.33,$1.62,$1.80,,,,,,,,,,,,,
state-bank-of-india,$0.91,$0.66,$0.48,$0.35,$0.22,-$0.12,-$0.004145,$0.08610,$0.32,$0.36,$0.35,$0.54,$0.37,,,,,,,,,,
volkswagen,$29.95,$31.83,$34.49,$20.36,$29.74,$27.75,$25.49,$11.60,-$3.50,$28.58,$24.71,$59.75,$45.77,$19.73,$3.33,$17.85,,,,,,,
adnoc-gas,,,,,,,,,,,,,,,,,,,,,,,
kddi,$2.21,$2.22,$2.60,$2.71,$2.54,$2.21,$2.07,$2.11,$1.47,$0.65,$1.39,$1.19,$1.23,$0.90,$0.73,,,,,,,,
csx-corporation,$1.88,$1.95,$1.68,$1.21,$2.11,$1.29,$2.03,$0.60,$0.67,$0.64,$0.61,$0.60,$0.57,$0.46,$0.33,$0.38,$0.35,$0.33,$0.29,$0.08722,$0.06333,$0.11,$0.07688
arm-holdings,$0.49,$0.50,$0.44,$0.19,$0.27,$0.19,,,,,,,,,,,,,,,,,
british-american-tobacco,N/A,$2.24,$2.11,$1.71,$1.51,$2.52,$0.41,$0.63,$0.55,,,,,,,,,,,,,,
rosneft,$1.26,$0.21,$1.04,$0.81,$0.36,$0.26,$0.55,$0.86,$1.72,$1.28,,,,,,,,,,,,,
siemens-healthineers,$1.49,$1.87,$1.84,$1.75,$1.71,$1.52,$1.53,,,,,,,,,,,,,,,,
nongfu-spring,$0.10,$0.07359,$0.06332,$0.04687,$0.04644,,,,,,,,,,,,,,,,,,
aon,$13.25,$12.20,$5.64,$8.49,$6.40,$4.61,$4.67,$5.29,$4.95,$4.75,$3.58,$3.03,$2.91,$2.42,$2.65,$5.00,$2.89,$2.27,$2.26,$1.70,$1.97,$1.41,$0.54
intercontinental-exchange,$4.32,$2.58,$7.22,$3.79,$3.45,$3.46,$4.29,$2.39,$2.29,$1.72,$0.65,$1.52,$1.39,$1.08,$0.87,$0.85,$0.70,$0.51,,,,,
mitsubishi-corporation,$4.84,$6.40,$3.89,$2.09,$3.06,$3.36,$2.72,-$0.02297,$1.68,$1.95,$2.27,$2.73,,,,,,,,,,,
thomson-reuters,$4.97,$2.98,$11.88,$2.33,$3.25,$7.27,$2.23,$4.80,$1.83,$2.71,$0.18,$2.77,-$1.91,$1.25,$1.15,$1.92,$7.14,$1.99,$1.61,$1.75,$1.53,$1.03,$1.37
