Company,2023 (TTM),2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
canara-bank,$0.93,$0.68,$0.43,-$0.36,$0.13,,,,,,,,,,,,,,,,,,
aisin-seiki,$1.47,$1.90,$5.53,$0.68,$2.50,$4.10,$4.13,$3.91,$2.74,$2.47,$3.42,$3.74,$1.33,$3.72,-$2.06,,,,,,,,
etihad-etisalat,$0.72,$0.57,$0.37,$0.27,$0.01331,-$0.04270,-$0.25,-$0.07618,-$0.38,-$0.09502,$2.18,$2.09,,,,,,,,,,,
xpo-logistics,$0.33,$5.81,$3.03,$0.72,$4.03,$3.18,$2.67,$0.56,-$2.61,-$1.98,-$2.50,-$1.49,-$5.39,$0.63,$0.24,$0.40,$0.36,$0.56,-$0.88,-$0.56,$0.20,$0.28,
hf-sinclair,$11.56,$13.70,$3.40,-$3.71,$4.62,$6.24,$4.54,-$1.49,$3.85,$1.40,$3.64,$8.43,$5.90,$0.98,$0.19,$1.20,$3.04,$2.34,$1.37,$0.67,$0.33,$0.14,$0.60
insurance-australia-group,$0.09695,-$0.13,$0.13,$0.32,$0.30,$0.31,$0.20,$0.25,$0.54,$0.35,$0.11,$0.13,$0.03784,$0.07698,-$0.14,$0.29,$0.36,$0.31,$0.25,$0.05787,-$0.01191,$0.05767,
qiagen,$1.45,$1.85,$2.25,$1.56,-$0.18,$0.84,$0.17,$0.35,$0.57,$0.52,$0.31,$0.56,$0.43,$0.65,$0.69,$0.47,$0.33,$0.49,$0.43,$0.35,$0.31,$0.17,$0.25
phosagro,$10.92,$23.54,$13.60,$2.01,$5.93,$2.70,$3.45,$7.16,$4.73,-$1.27,$1.91,$5.44,,,,,,,,,,,
daiwa-securities,$0.37,$0.33,$0.75,$0.43,$0.37,$0.49,$0.51,$0.57,$0.65,$0.78,$1.10,$0.25,,,,,,,,,,,
samsung-life-insurance,$9.22,$6.96,$7.16,$6.03,$4.71,$8.42,$5.70,$10.04,$5.67,$6.75,$5.37,$5.08,$6.53,$1.83,$2.72,,,,,,,,
korea-electric-power,-$12.11,-$14.74,-$3.52,$1.35,-$1.57,-$0.91,$0.88,$4.99,$8.80,$2.02,$0.11,-$2.35,-$2.35,-$0.04295,$0.002239,-$1.92,$2.01,$1.84,$1.98,$2.12,$1.87,$0.99,
accton-technology,$0.53,$0.48,$0.30,$0.31,$0.29,$0.18,$0.16,$0.11,$0.06808,$0.04022,$0.03606,$0.05621,$0.05588,$0.06216,,,,,,,,,
siam-commercial-bank,$0.34,$0.32,$0.32,$0.26,$0.39,$0.37,$0.38,$0.40,$0.40,$0.48,$0.48,$0.38,$0.37,$0.23,$0.19,,,,,,,,
sumitomo-denki-kogyo,$0.90,$0.99,$1.22,$0.30,$1.04,$1.50,$1.23,$1.14,$0.92,$1.32,$0.79,$0.73,$0.73,$1.25,-$0.08165,,,,,,,,
capitaland-mall-trust,$0.06384,$0.14,$0.14,$0.14,$0.09665,$0.12,$0.14,$0.13,$0.13,$0.09479,$0.06516,-$0.007590,,,,,,,,,,,
kakaobank,$0.51,$0.43,$0.41,$0.27,,,,,,,,,,,,,,,,,,,
wynn-resorts,$0.06000,-$3.71,-$6.67,-$19.37,$1.15,$5.32,$7.30,$2.38,$1.93,$7.25,$7.24,$4.86,$4.93,$1.31,$0.14,$1.91,$1.87,$6.23,-$0.92,-$2.34,-$0.61,,
asus,$0.13,$0.67,$2.15,$1.25,$0.53,$0.19,$0.69,$0.81,$0.72,$0.88,$0.98,$1.02,$0.74,$0.21,,,,,,,,,
demant,$1.33,$1.63,$0.77,$0.90,$1.12,$1.10,$0.78,$0.78,$0.78,$0.84,$0.72,$0.72,$0.60,$0.52,$0.44,$0.58,$0.51,$0.39,$0.39,$0.30,$0.23,,
computershare,$0.38,$0.25,$0.29,$0.53,$0.40,$0.37,$0.21,$0.21,$0.42,$0.26,$0.32,$0.50,$0.44,$0.37,$0.48,$0.33,$0.23,$0.08830,$0.08600,$0.006405,$0.04368,$0.02376,
yaskawa,$1.43,$1.30,$1.23,$0.58,$0.64,$1.18,$0.65,$0.80,$0.86,$0.57,$0.26,$0.46,$0.32,,,,,,,,,,
melrose-industries,-$0.27,$0.72,-$0.50,-$0.05245,-$0.51,-$0.05406,-$0.11,$8.93,$1.29,$4.02,$0.40,$3.05,$1.74,$1.03,-$0.89,$8.04,$2.29,-$0.33,-$4.92,-$0.14,,,
arab-national-bank,$0.70,$0.54,$0.39,$0.37,$0.54,$0.73,$0.54,$0.51,$0.53,$0.51,$0.45,$0.42,,,,,,,,,,,
caesars-entertainment,$3.28,-$4.21,-$4.82,-$11.50,$1.04,$1.24,$0.90,$0.53,$2.45,-$0.39,,,,,,,,,,,,,
permian-resources,$1.65,$1.80,$0.49,-$2.48,$0.06000,$0.76,$0.31,-$2.62,,,,,,,,,,,,,,,
icici-prulife,$0.07636,$0.06663,$0.05949,$0.10,$0.11,$0.12,,,,,,,,,,,,,,,,,
mankind-pharma,$0.30,$0.47,$0.43,$0.34,,,,,,,,,,,,,,,,,,,
dropbox,$1.49,$1.55,$0.88,-$0.63,-$0.13,-$2.17,-$0.30,,,,,,,,,,,,,,,,
henry-schein,$3.45,$3.94,$4.50,$2.83,$4.73,$3.52,$2.57,$3.14,$2.89,$2.76,$2.52,$2.22,$2.04,$1.81,$1.76,$1.34,$1.21,$0.92,$0.81,$0.44,$0.72,$0.62,$0.51
south32,$0.57,-$0.04100,-$0.01300,$0.07700,$0.26,$0.23,-$0.30,-$0.27,$0.01400,-$0.28,$0.26,,,,,,,,,,,,
ascendas-reit,$0.12,$0.12,$0.10,$0.09497,$0.12,$0.15,$0.14,$0.19,$0.23,$0.13,,,,,,,,,,,,,
banco-santander-chile,$1.33,$1.91,$2.29,$1.48,$1.67,$1.94,$1.85,$1.52,$1.43,$2.04,$1.85,$1.69,$1.75,$2.13,$1.73,$1.41,$1.46,$1.21,$1.04,$0.87,$0.69,$0.39,$0.60
mizrahi-tefahot,$5.44,$5.09,$3.86,$1.97,$2.22,$1.43,$1.65,$1.44,$1.26,$1.32,$1.33,$1.25,,,,,,,,,,,
deutsche-wohnen,$1.87,$2.85,$5.25,$4.80,$5.96,$5.74,$5.07,$3.99,$3.28,$1.50,$1.36,$0.65,$0.35,-$0.43,,,,,,,,,
chailease-holding,$0.51,$0.56,$0.49,$0.37,$0.32,$0.28,$0.22,$0.16,$0.15,$0.16,$0.14,$0.10,$0.06660,,,,,,,,,,
itt,$5.26,$4.41,$3.68,$0.83,$3.70,$3.81,$1.29,$2.08,$3.92,$2.02,$5.40,$1.35,-$1.41,$8.75,$7.04,$8.80,$8.24,$6.30,$3.90,$4.68,$4.37,$4.16,$3.14
incannex-healthcare,-$21.50,-$21.79,-$0.12,-$0.11,-$0.22,-$2.91,-$0.20,-$1.00,-$8.46,-$9.16,-$3.79,-$9.38,$6.62,-$15.33,-$6.37,-$10.50,,,,,,,
skechers,$3.45,$2.40,$4.76,$0.64,$2.26,$1.93,$1.15,$1.57,$1.52,$0.91,$0.36,$0.06333,-$0.46,$0.96,$0.39,$0.40,$0.56,$0.58,$0.38,$0.20,-$0.10,$0.42,$0.43
far-eastone,$0.10,$0.09767,$0.10,$0.08788,$0.08695,$0.09544,$0.11,$0.11,$0.11,$0.12,$0.12,$0.11,$0.09224,$0.08784,,,,,,,,,
thai-beverage,$0.03594,$0.03166,$0.02794,$0.03497,$0.03007,$0.03027,$0.02641,$0.02457,$0.03669,$0.01552,$0.01350,$0.01237,,,,,,,,,,,
mitsubishi-chemical,$0.46,$0.38,$1.02,-$0.46,$1.09,$1.00,$1.19,$0.95,$0.11,$0.42,$0.32,$0.07607,$0.29,$0.72,-$0.32,,,,,,,,
elbit-systems,$6.00,$6.21,$6.21,$5.37,$5.20,$4.84,$5.59,$5.54,$4.73,$4.01,$4.36,$3.98,$2.11,$4.30,$5.08,$4.85,$1.81,$1.75,$0.81,$1.29,$1.19,$1.16,$1.07
clean-harbors,$6.70,$7.60,$3.73,$2.44,$1.75,$1.17,$1.77,-$0.69,$0.76,-$0.47,$1.57,$2.38,$2.40,$2.48,$0.74,$1.27,$1.10,$1.19,$0.81,-$0.32,-$0.77,-$1.21,$0.20
ipsen,$8.43,$8.86,$8.13,-$0.68,$5.38,$3.96,$2.88,$2.53,$2.27,$2.54,-$0.45,$0.01296,$1.50,$2.66,$2.45,$2.63,$2.26,$1.68,$1.34,,,,
fortune-brands-innovations,$3.41,$5.27,$5.62,$3.99,$3.09,$2.70,$3.07,$2.69,$1.97,$0.98,$1.40,$0.74,-$0.24,$0.41,,,,,,,,,
china-resources-power-holdings,N/A,,,,,,,,,,,,,,,,,,,,,,
microstrategy,$8.63,-$129.91,-$54.15,-$0.78,$3.36,$1.98,$1.53,$7.95,$9.33,$0.46,$7.38,$1.86,$1.68,$3.85,$6.28,$3.52,$4.74,$5.48,$4.38,$10.47,-$0.16,$24.73,-$69.12
universal-health-services,$9.62,$9.24,$11.99,$11.08,$9.15,$8.33,$7.86,$7.22,$6.88,$5.52,$5.22,$4.57,$4.09,$2.37,$2.64,$1.96,$1.60,$2.36,$2.15,$1.47,$1.72,$1.46,$0.83
annaly-capital-management,-$4.69,$5.02,$6.44,-$2.76,-$6.36,$0.64,$5.32,$4.84,$1.68,-$3.80,$15.44,$6.96,$2.36,$8.52,$14.20,$2.56,$5.28,$1.52,-$0.72,$8.12,$7.84,$10.76,$8.64
juniper-networks,$1.14,$1.46,$0.77,$0.77,$1.01,$1.64,$0.80,$1.58,$1.65,-$0.88,$0.87,$0.36,$0.80,$1.18,$0.22,$0.96,$0.68,-$1.77,$0.63,$0.27,$0.09000,-$0.33,-$0.03000
shriram-transport-finance,$2.13,$1.35,$1.38,$1.43,$1.59,$1.68,$0.84,$0.77,$0.71,$0.97,$1.16,$1.11,$1.18,$0.89,$0.58,$0.49,$0.25,$0.20,$0.20,$0.18,,,
duolingo,-$0.78,-$1.50,-$1.87,-$0.49,,,,,,,,,,,,,,,,,,,
nvent-electric,$2.84,$2.40,$1.62,-$0.28,$1.30,$1.58,$2.03,,,,,,,,,,,,,,,,
d-ieteren-group,$6.74,$5.29,$3.15,$1.36,$21.87,$2.46,$0.96,$2.60,-$0.24,$2.86,$4.56,$7.34,$5.28,$4.14,$0.82,$3.38,$2.35,$1.63,$1.06,,,,
sasa-polyester,$0.06090,$0.16,$0.02043,$0.009576,$0.03581,$0.02389,$0.01209,$0.008179,$0.004837,$0.006204,$0.0006082,-$0.003153,$0.004820,,,,,,,,,,
bkw-ag,$11.29,$6.31,$7.78,$7.66,$3.62,$5.05,$6.29,$5.78,$6.03,-$5.08,$2.96,-$1.54,$4.86,$5.55,$2.54,,,,,,,,
gitlab,-$1.27,-$1.23,-$2.02,,,,,,,,,,,,,,,,,,,,
arc-resources,$2.87,$2.63,$1.16,-$1.08,-$0.04999,$0.46,$0.85,$0.42,-$0.76,$1.07,$0.74,$0.46,$1.01,$0.78,$0.86,$2.33,$2.30,$2.01,$1.61,$1.05,$1.41,$0.44,$1.02
knight-swift,$2.34,$4.75,$4.46,$2.42,$1.81,$2.37,$2.97,$1.52,$1.99,$1.76,$1.21,$1.11,$1.04,$0.99,$0.85,$0.92,$1.01,$1.17,$1.00,$0.79,$0.53,$0.28,$0.31
repligen,$2.09,$3.36,$2.34,$1.14,$0.45,$0.38,$0.73,$0.35,$0.29,$0.25,$0.49,$0.46,-$0.11,$0.010000,-$0.16,$0.16,$1.31,-$0.06000,$0.03000,-$0.20,-$0.27,-$0.15,-$0.19
mowi,$0.80,$1.61,$1.09,$0.28,$1.04,$1.35,$1.09,$1.30,$0.36,$0.36,$1.09,$0.20,$0.58,$1.46,$0.64,,,,,,,,
hana-financial-group,$9.70,$9.07,$10.19,$7.56,$6.77,$6.71,$6.10,$3.90,$2.67,$3.05,$3.13,$5.98,$4.63,$4.13,$1.40,$2.28,$6.68,,,,,,
on-holding,$0.15,$0.21,-$0.59,,,,,,,,,,,,,,,,,,,,
wharf-holdings,$0.25,$0.16,$0.14,$0.28,$0.92,$0.91,$0.68,$1.53,$1.25,$2.01,$1.32,$1.62,$0.87,$0.29,$0.64,$0.55,$0.68,$0.62,$0.15,$0.11,$0.12,,
american-airlines,$2.47,$0.18,-$3.12,-$18.60,$3.81,$3.11,$4.33,$4.80,$11.61,$4.01,-$7.99,-$14.99,-$15.83,-$3.78,-$13.36,-$22.06,$5.46,$2.89,-$13.87,-$12.66,-$20.95,-$60.51,-$30.58
imcd,$5.89,$4.12,$2.74,$2.31,$2.19,$1.76,$1.46,$1.31,$0.96,-$0.37,-$1.18,-$1.96,,,,,,,,,,,
china-zheshang-bank,$0.08120,$0.08631,$0.08126,$0.09162,$0.08870,$0.09376,$0.08497,$0.08332,$0.06312,$0.06212,$0.04953,,,,,,,,,,,,
puma,$2.19,$2.46,$2.42,$0.65,$1.95,$1.48,$1.03,$0.47,$0.27,$0.57,-$0.005828,$0.61,$2.12,$1.79,$0.76,,,,,,,,
sg-holdings,$1.34,$1.60,$1.27,$1.08,$0.63,$0.62,,,,,,,,,,,,,,,,,
bio-rad-laboratories,-$5.72,-$121.14,$142.64,$127.93,$58.93,$12.18,$3.68,$0.96,$3.87,$3.08,$2.72,$5.99,$6.38,$6.70,$5.28,$3.30,$3.48,$3.92,$3.13,$2.65,$3.00,$2.70,$1.79
everbright-securities-company,$0.09729,$0.09012,$0.11,$0.06925,$0.01850,$0.005748,$0.09756,$0.11,$0.34,$0.09789,$0.009227,$0.04589,$0.06965,$0.09409,$0.13,,,,,,,,
red-electrica,$1.28,$1.32,$1.43,$1.41,$1.49,$1.50,$1.49,$1.24,$1.22,$1.61,$1.35,$1.21,$1.11,$0.96,$0.88,$0.74,$0.66,$0.49,$0.35,$0.34,$0.0002694,$0.20,
cleveland-cliffs,$0.68,$2.57,$5.72,-$0.36,$1.08,$3.79,$1.24,$0.92,-$5.14,-$47.29,$2.41,-$6.31,$11.50,$7.54,$1.59,$4.95,$3.18,$3.28,$3.11,$3.73,-$0.40,-$2.48,-$0.40
ally,$3.66,$4.99,$8.25,$2.89,$4.36,$2.97,$2.05,$2.16,-$2.65,$1.84,-$0.62,$1.55,-$2.22,-$3.16,,,,,,,,,
president-chain-store-pscs,$0.32,$0.30,$0.30,$0.34,$0.33,$0.33,$1.00,$0.29,$0.25,$0.29,$0.26,$0.19,$0.21,$0.18,,,,,,,,,
mondi,$3.21,$1.77,$1.48,$1.88,$1.95,$1.66,$1.39,$1.36,$1.18,$1.10,$0.66,$0.75,$0.59,-$0.09313,-$0.58,$0.66,$0.20,-$0.05081,$0.59,,,,
birkenstock,,,,,,,,,,,,,,,,,,,,,,,
synnex,$6.97,$6.79,$6.55,$10.27,$9.79,$7.06,$7.54,$5.91,$5.27,$4.65,$4.13,$4.14,$4.19,$3.68,$2.75,$2.66,$2.03,$1.73,$1.84,$1.75,$1.36,,
euronext,$4.12,$4.58,$4.94,$4.91,$3.29,$5.08,$3.68,$2.84,$2.49,$1.98,,,,,,,,,,,,,
grifols,$0.70,$1.05,$1.02,$1.02,$1.12,$0.88,$0.85,$0.89,$0.68,$0.49,$0.13,,,,,,,,,,,,
indutrade,$0.73,$0.72,$0.66,$0.51,$0.43,$0.43,$0.34,$0.30,$0.30,$0.28,$0.25,$0.24,$0.23,$0.16,$0.13,,,,,,,,
origin-energy,-$0.56,-$0.98,$0.03230,$0.48,$0.09174,-$0.98,-$0.28,-$0.40,$0.40,$0.28,$0.81,$0.18,$0.50,$5.42,$0.48,$0.40,$0.26,$0.21,$0.17,$0.13,$0.11,$0.09217,
hero-motocorp,$1.97,$1.64,$1.75,$1.79,$2.73,$1.80,$2.01,,,,,,,,,,,,,,,,
keppel,-$0.07147,$0.29,$0.39,$0.07241,$0.32,$0.60,$0.81,$0.81,$1.00,$0.86,$0.89,$0.64,,,,,,,,,,,
taiwan-mobile,$0.13,$0.13,$0.14,$0.14,$0.15,$0.17,$0.17,$0.18,$0.18,$0.19,$0.20,$0.21,$0.16,$0.15,,,,,,,,,
sainsburys,$0.40,-$0.18,$0.07176,$0.09897,$0.19,$0.22,$0.34,-$0.13,$0.63,$0.50,$0.51,$0.55,$0.49,$0.24,$0.38,$0.38,$0.06603,$0.07558,$0.44,$0.34,$0.27,$0.21,
united-spirits,$0.23,$0.21,$0.16,$0.04599,$0.15,$0.25,,,,,,,,,,,,,,,,,
jsw-energy,$0.13,$0.16,$0.07932,$0.06516,$0.07126,$0.01449,$0.05511,$0.08277,$0.14,$0.12,$0.09558,,,,,,,,,,,,
delivery-hero,-$5.06,-$8.65,$1.37,-$0.24,-$2.63,-$1.15,-$1.56,-$0.61,-$0.28,,,,,,,,,,,,,,
kyowa-kirin,$0.75,$0.75,$0.87,$0.82,$1.15,$0.91,$0.70,$0.50,$0.45,$0.27,$0.56,$0.53,$0.56,$0.45,,,,,,,,,
ooredoo,,,,,,,,,,,,,,,,,,,,,,,
stantec,$1.97,$1.68,$1.44,$1.11,$1.32,$0.32,$0.69,$0.92,$1.28,$1.59,$1.52,$1.32,$0.15,$1.01,$0.52,$0.29,$0.72,$0.69,$0.50,$0.32,$0.25,$0.25,$0.18
robert-half,$4.44,$6.08,$5.42,$2.71,$3.93,$3.61,$2.34,$2.68,$2.73,$2.28,$1.85,$1.51,$1.04,$0.44,$0.24,$1.60,$1.85,$1.71,$1.42,$0.82,$0.04079,$0.01000,$0.69
barry-callebaut,$76.36,$63.81,$68.30,$67.03,$53.08,$40.25,$45.00,$50.06,$45.81,$28.65,$62.52,$47.43,$41.57,$36.00,$19.91,$28.87,$9.61,$17.69,$14.49,$4.81,,,
genting-singapore,$0.04204,$0.04646,$0.03650,$0.01571,$0.004488,$0.03337,$0.03836,$0.03865,$0.06612,$0.002064,-$0.01853,,,,,,,,,,,,
toro-company,$3.61,$4.23,$3.81,$3.07,$2.57,$2.56,$2.46,$2.10,$1.81,$1.54,$1.34,$1.08,$0.94,$0.71,$0.44,$0.79,$0.88,$0.76,$0.64,$0.53,$0.41,$0.17,$0.25
spirax-sarco-engineering,$3.70,$4.30,$3.21,$2.97,$3.85,$2.90,$2.04,$1.93,$2.14,$2.28,$2.01,$2.00,$1.87,$1.21,$1.23,$1.38,$1.22,$0.93,$0.89,$0.74,$0.47,$0.47,
assurant,$9.85,$5.04,$23.14,$7.04,$5.86,$4.16,$9.48,$9.04,$2.09,$6.50,$6.37,$5.65,$5.61,$2.52,$3.64,$3.78,$5.46,$5.66,$3.53,$2.54,$1.70,,
match-group,$1.81,$1.28,$1.04,$0.37,$2.37,$3.48,$1.76,-$0.24,$0.67,$2.30,$1.59,$0.85,$0.94,$0.44,-$3.27,-$0.52,-$0.25,$0.57,$4.45,$0.64,$0.35,$19.37,$3.61
tetra-tech,$5.69,$5.85,$4.61,$3.31,$2.99,$2.39,$2.42,$1.51,$0.61,$1.67,-$0.010000,$1.70,$1.44,$1.31,$1.49,$1.08,$0.85,$0.67,-$1.75,$0.32,-$1.17,$0.49,$0.85
tim-sa,$0.79,$0.65,$1.14,$0.89,$1.44,$1.35,$0.78,$0.47,$1.25,$1.34,$1.41,$1.51,$2.07,$3.13,$0.51,$0.27,-$3.71,-$2.05,$0.55,$0.92,$0.21,$0.18,
churchill-downs,$4.79,$5.76,$3.22,-$1.04,$1.71,$4.21,$1.48,$1.08,$0.62,$0.43,$0.52,$0.56,$0.63,$0.17,$0.20,$0.35,$0.19,$0.36,$0.98,$0.11,$0.30,$0.25,$0.27
ooredoo-qatar,$0.26,$0.21,$0.002930,$0.09341,$0.15,$0.14,$0.16,$0.19,$0.18,$0.18,$0.22,$0.27,,,,,,,,,,,
evonik-industries,-$0.72,$1.22,$1.87,$1.15,$4.99,$2.37,$1.77,$2.00,$2.36,$1.61,$5.89,$3.25,$3.00,$2.25,,,,,,,,,
st-engineering,$0.14,$0.13,$0.14,$0.12,$0.12,$0.11,$0.12,$0.13,$0.15,$0.15,$0.13,$0.13,$0.11,$0.11,$0.12,$0.09889,$0.08207,$0.07515,$0.06645,$0.08515,$0.08849,,
medpace,$8.85,$7.60,$5.06,$4.07,$2.79,$2.05,$1.00,$0.35,-$0.22,,,,,,,,,,,,,,
pershing-square,,,,,,,,,,,,,,,,,,,,,,,
jardine-singapore,$2.23,$1.06,$2.38,$1.78,$1.85,$2.24,$2.50,$2.70,$2.82,$3.39,$1.40,,,,,,,,,,,,
leonardo,$1.54,$1.66,$1.17,$0.50,$1.60,$1.03,$0.55,$0.97,$0.93,-$0.08150,$0.08185,-$1.91,-$5.23,$1.12,$1.61,,,,,,,,
bjs-wholesale-club,$3.80,$3.64,$3.06,$2.69,$1.54,$0.99,,,,,,,,,,,,,,,,,
paylocity,$2.60,$1.73,$1.64,$1.25,$1.08,$1.01,$0.24,-$0.07000,-$0.15,-$0.40,-$0.06113,,,,,,,,,,,,
cpfl-energia,$0.93,$0.86,$0.76,$0.59,$0.62,$0.49,$0.36,$0.27,$0.23,$0.38,$0.42,$0.63,$0.85,$0.90,$1.03,$0.67,$0.86,$0.59,$0.38,$0.07879,$0.0001243,-$0.21,
agco,$15.44,$11.92,$11.92,$5.70,$1.62,$3.64,$2.34,$1.98,$3.06,$4.39,$6.15,$5.38,$6.11,$2.38,$1.47,$4.21,$2.69,-$0.71,$0.35,$1.83,$1.00,-$1.15,$0.30
svenska-kullagerfabriken,$1.37,$0.98,$1.84,$1.05,$1.30,$1.82,$1.43,$1.03,$1.02,$1.45,$0.29,$1.54,$2.03,$1.59,$0.49,,,,,,,,
jfe-holdings,$1.69,$2.73,$4.19,-$4.73,$0.54,$1.76,$2.68,$0.42,$1.01,$2.08,$1.64,$0.46,-$1.06,$2.38,$0.50,,,,,,,,
japan-airlines,$1.59,-$0.65,-$4.14,-$6.49,$3.15,$3.29,$4.27,$3.58,$3.96,$4.11,$4.30,-$0.02135,,,,,,,,,,,
sig-combibloc,$0.58,$0.26,$0.37,-$0.40,-$0.54,,,,,,,,,,,,,,,,,,
sbi-card,$0.30,$0.30,$0.17,$0.13,$0.22,,,,,,,,,,,,,,,,,,
chemed,$16.30,$16.72,$17.16,$20.03,$13.76,$12.80,$6.11,$6.65,$6.54,$5.79,$4.26,$4.74,$4.19,$3.62,$3.29,$2.88,$2.61,$1.94,$1.40,$1.08,-$0.23,-$0.20,-$0.63
unilever-indonesia,$0.008119,$0.009519,$0.01043,$0.01265,$0.01376,$0.08244,$0.01062,$0.06336,$0.05602,$0.06472,$0.06637,$0.06732,$0.06184,$0.04936,$0.03936,,,,,,,,
srf-ltd,$0.71,$0.94,$0.57,$0.46,$0.51,$0.29,$0.25,$0.26,$0.20,,,,,,,,,,,,,,
pinnacle-west-capital,$4.21,$4.27,$5.48,$4.89,$4.79,$4.56,$4.37,$3.97,$3.95,$3.59,$3.69,$3.47,$3.11,$3.20,$0.68,$2.40,$3.06,$3.29,$1.81,$2.66,$2.65,$1.76,$3.68
penumbra,$0.75,-$0.05790,$0.15,-$0.44,$1.40,$0.19,$0.13,$0.49,$0.09199,,,,,,,,,,,,,,
autoliv,$4.85,$4.87,$4.98,$2.15,$5.29,$2.20,$4.87,$6.42,$5.18,$5.09,$5.08,$5.15,$6.99,$6.76,$0.010000,$2.28,$3.70,$4.90,$3.27,$3.49,$2.80,$1.84,$0.49
fisher-paykel-healthcare,$0.27,$0.46,$0.64,$0.30,$0.25,,,,,,,,,,,,,,,,,,
rakuten,-$1.52,-$1.78,-$0.79,-$0.80,-$0.24,$0.95,$0.71,$0.26,$0.27,$0.48,$0.33,$0.20,-$0.06473,$0.31,$0.43,,,,,,,,
gecina,$13.06,$2.60,$23.05,$15.59,$34.07,$12.93,$27.61,$5.45,$6.94,$4.79,$8.53,$21.28,-$17.94,-$20.01,$30.55,$38.21,$12.59,"$1,454",,,,,
hlbank-hong-leong-bank,$0.42,$0.41,$0.36,$0.29,$0.32,$0.33,$0.40,$0.26,$0.27,$0.35,$0.33,$0.36,,,,,,,,,,,
vail-resorts,$7.27,$8.59,$3.56,$1.27,$7.52,$7.43,$6.10,$4.08,$3.31,$1.05,$0.70,$0.31,$0.61,$0.77,$1.16,$2.38,$1.87,$1.16,$0.59,-$0.34,-$0.24,$0.27,$0.31
yonyou,-$0.01472,$0.007730,$0.03288,$0.04706,$0.05345,$0.02949,$0.01953,$0.008202,$0.01554,$0.02937,$0.03004,$0.01968,$0.02749,$0.01629,$0.02894,$0.01922,$0.01668,$0.008183,$0.002797,$0.001943,$0.002095,$0.002560,
icici-lombard,$0.43,$0.41,$0.37,$0.42,$0.36,$0.33,$0.28,,,,,,,,,,,,,,,,
schroders,$0.37,$0.52,$0.40,$0.40,$0.40,$0.49,$0.37,$0.43,$0.40,$0.37,$0.29,$0.31,$0.29,$0.09436,$0.06852,$0.35,$0.26,$0.19,$0.17,$0.05018,$0.01908,-$0.01484,
yamaha-motor,$4.19,$3.81,$4.00,$1.45,$1.99,$2.43,$2.59,$1.67,$1.42,$1.82,$1.26,$0.27,$0.94,$0.58,-$8.12,,,,,,,,
ralph-lauren,$7.97,$7.57,$6.81,-$4.03,$8.74,$5.43,-$0.97,$1.75,$5.59,$8.24,$8.30,$7.84,$7.08,$6.31,$4.13,$4.67,$3.79,$3.73,$2.59,$2.42,$1.70,$1.53,$1.75
reece,$0.42,$0.33,$0.27,$0.25,$0.33,$0.32,$0.28,$0.25,$0.23,$0.22,$0.23,$0.25,$0.19,$0.15,$0.21,$0.18,$0.13,$0.09750,$0.07954,$0.06030,$0.05517,$0.03636,
td-holdings,-$0.66,-$2.72,$0.35,$2.46,$0.95,$1.18,$0.96,$1.12,$1.02,$1.30,$1.28,$0.97,$0.09001,$0.53,-$0.28,,,,,,,,
lattice-semiconductor,$1.55,$1.30,$0.71,$0.35,$0.32,-$0.21,-$0.58,-$0.46,-$1.35,$0.41,$0.19,-$0.26,$0.66,$0.49,-$0.06000,-$0.33,-$2.09,$0.03000,-$0.43,-$0.47,-$0.82,-$1.58,-$1.01
brookfield-property-partners,,,,,,,,,,,,,,,,,,,,,,,
idbi-bank,$0.05382,$0.03757,$0.03063,$0.02530,-$0.31,,,,,,,,,,,,,,,,,,
kasikornbank,$0.41,$0.42,$0.48,$0.40,$0.53,$0.50,$0.43,$0.48,$0.48,$0.59,$0.56,$0.48,$0.33,$0.27,$0.18,$0.19,$0.20,,,,,,
hkt,$0.08297,$0.08142,$0.09031,$0.08848,$0.08138,$0.08023,$0.08333,$0.06736,$0.05441,$0.04748,$0.03134,$0.03347,$0.02638,,,,,,,,,,
cyberark,-$2.81,-$3.21,-$2.12,-$0.15,$1.68,$1.29,$0.46,$0.83,$0.80,$0.60,-$0.02086,,,,,,,,,,,,
finecobank,$0.81,$0.41,$0.39,$0.35,$0.32,$0.18,,,,,,,,,,,,,,,,,
samsung-electro-mechanics,$5.95,$10.00,$10.20,$6.94,$5.87,$7.87,$1.92,$0.19,$0.14,$5.90,$3.85,$5.19,$3.98,$6.17,,,,,,,,,
dolby,$2.29,$1.88,$2.52,$3.16,$2.04,$2.92,$0.66,$2.07,$1.67,$1.98,$1.80,$2.28,$2.67,$2.66,$2.07,$2.05,$1.46,$0.97,$0.59,$0.45,$0.42,,
monday-dot-com,-$1.00,-$3.03,-$4.05,-$3.81,,,,,,,,,,,,,,,,,,,
pmetal-press-metal-aluminium,$0.03120,$0.03913,$0.02980,$0.01362,$0.01430,$0.01967,$0.01868,$0.35,$0.004681,$0.01100,$0.0009564,$0.01176,,,,,,,,,,,
procore,-$1.64,-$2.10,-$2.92,-$0.82,-$0.71,,,,,,,,,,,,,,,,,,
toppan,$1.21,$1.82,$2.80,$2.40,$2.96,$0.75,$1.31,$1.08,$0.64,$0.52,$0.64,$1.26,$0.29,$0.73,-$0.15,,,,,,,,
