Company,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
geely,,$1.90 B,$0.70 B,$0.60 B,$0.60 B,$0.49 B,$0.19 B,$0.32 B,$0.29 B,$0.40 B,$0.15 B,$0.44 B,$0.24 B,$0.62 B,$0.62 B,$0.15 B,$44.85 M,$0.11 B,,$N/A,$0.45 M,$0.3 M,
lifco,,$0.79 B,$0.76 B,$0.60 B,$0.56 B,$0.39 B,$0.46 B,$0.36 B,$0.28 B,$0.33 B,$0.29 B,$0.31 B,$0.32 B,,,,,,,,,,
knorr-bremse,,,,,$2.83 B,$2.48 B,$1.57 B,$1.35 B,$0.82 B,,,,,,,,,,,,,,
robinhood,,$1.83 B,$3.65 B,$1.92 B,$0.67 B,,,,,,,,,,,,,,,,,,
eiffage,,$17.06 B,$17.35 B,$20.11 B,$17.83 B,$16.47 B,$18.17 B,$16.95 B,$17.31 B,$20.77 B,$21.45 B,$20.80 B,$20.88 B,$19.02 B,$18.85 B,$18.56 B,$18.42 B,$16.41 B,$0.93 B,$0.88 B,$0.89 B,$0.95 B,$0.72 B
tfi-international,,$1.72 B,$2.03 B,$1.22 B,$1.29 B,$0.86 B,$0.95 B,$0.87 B,$0.84 B,$1.21 B,$0.69 B,$0.84 B,$0.84 B,$0.65 B,$0.64 B,$0.55 B,$0.70 B,$0.30 B,$0.21 B,$0.12 B,$72.75 M,$60.07 M,$61.34 M
emcor,,$0.53 B,$0.54 B,$0.53 B,$0.57 B,$0.29 B,$0.31 B,$0.42 B,$0.31 B,$0.33 B,$0.35 B,$0.15 B,$0.15 B,$0.36 B,$0.19 B,$0.20 B,$0.22 B,$1.89 M,$1.95 M,$82.13 M,$0.14 B,$0.13 B,$1.79 M
camden-property-trust,,$3.68 B,$3.17 B,$3.16 B,$2.52 B,$2.32 B,$2.20 B,$2.48 B,$2.72 B,$2.74 B,$2.53 B,$2.51 B,$2.43 B,$2.56 B,$1.03 B,$2.83 B,$2.82 B,$2.33 B,$2.63 B,$1.57 B,$1.50 B,$1.42 B,$1.20 B
ch-robinson,,$2.36 B,$2.22 B,$1.42 B,$1.55 B,$1.34 B,$1.46 B,$1.24 B,$0.95 B,$1.10 B,$0.87 B,$0.25 B,,,$22.54 M,,,,,,,,
smurfit-kappa-group,,$4.04 B,$4.25 B,$4.02 B,$4.12 B,$4.04 B,$4.01 B,$3.56 B,$3.63 B,$3.84 B,$4.24 B,$4.30 B,$4.67 B,$4.80 B,$5.29 B,$5.45 B,$5.57 B,$6.94 B,,,,,
international-consolidated-airlines,,$21.40 B,$22.20 B,$19.28 B,$15.96 B,$8.59 B,$8.80 B,$8.96 B,$9.43 B,$8.04 B,$7.07 B,$6.34 B,$6.32 B,$6.18 B,,,,,,,,,
asr-nederland,,$4.77 B,$7.84 B,$11.12 B,$7.34 B,$3.68 B,$3.34 B,$3.62 B,$2.57 B,$4.12 B,$1.07 B,,,,,,,,,,,,
isuzu,$3.85 B,$4.34 B,$2.86 B,$3.11 B,$2.67 B,$2.63 B,$2.21 B,$2.30 B,$1.89 B,$1.34 B,$1.52 B,$2.45 B,$3.29 B,$3.36 B,$3.29 B,$2.57 B,$2.49 B,$2.96 B,$4.19 B,$4.19 B,$4.25 B,$5.15 B,$8.18 B
accor,,$3.55 B,$3.99 B,$4.69 B,$4.11 B,$4.60 B,$3.60 B,$3.06 B,$3.12 B,$3.48 B,$3.08 B,$3.13 B,$2.22 B,$2.64 B,$4.08 B,$3.32 B,$2.06 B,$2.40 B,$4.54 B,$4.65 B,$1.84 B,$3.57 B,$0.35 B
acciona-energias-renovables,,$3.03 B,$3.39 B,$5.54 B,$5.02 B,$4.74 B,,,,,,,,,,,,,,,,,
getlink,,$5.68 B,$6.00 B,$6.09 B,$5.54 B,$5.55 B,$5.14 B,$3.91 B,$4.44 B,$4.96 B,$5.42 B,$5.27 B,$5.02 B,$4.99 B,$5.24 B,$5.00 B,$6.22 B,$8.33 B,$7.38 B,,,,
vivendi,,$4.42 B,$5.63 B,$9.02 B,$8.80 B,$4.82 B,$5.24 B,$4.05 B,$2.31 B,$2.70 B,$16.87 B,$23.43 B,$20.36 B,$15.96 B,$19.00 B,$16.25 B,$10.76 B,$9.66 B,$7.98 B,$8.53 B,$18.15 B,$21.13 B,$44.98 B
banque-cantonale-vaudoise,,$8.59 B,$8.00 B,$7.84 B,$7.32 B,$7.37 B,$7.61 B,$7.15 B,$6.99 B,$6.57 B,$6.98 B,$6.54 B,,$5.65 B,$5.91 B,$6.26 B,$6.13 B,$5.49 B,$5.31 B,$6.65 B,,,
mitsui-osk-lines,$8.64 B,$8.18 B,$9.29 B,$10.12 B,$9.94 B,$10.49 B,$10.02 B,$9.28 B,$9.84 B,$10.61 B,$11.08 B,$10.47 B,$8.57 B,$7.51 B,$6.69 B,$5.85 B,$4.83 B,$4.85 B,$4.79 B,$4.71 B,$5.19 B,$5.00 B,$5.86 B
toll-brothers,,$3.32 B,$3.56 B,$3.95 B,$3.92 B,$3.69 B,$3.22 B,$3.77 B,$3.79 B,$3.39 B,$2.50 B,$2.25 B,$1.65 B,$1.71 B,$2.13 B,$2.13 B,$2.26 B,$2.34 B,$1.83 B,$1.72 B,$1.49 B,$1.12 B,$1.05 B
emera,,$14.07 B,$12.86 B,$12.03 B,$12.03 B,$12.18 B,$12.01 B,$11.69 B,$3.43 B,$3.45 B,$3.87 B,$3.72 B,$3.44 B,$3.24 B,$2.59 B,$2.01 B,$1.83 B,$1.54 B,$1.60 B,$1.55 B,$1.45 B,$1.42 B,$1.57 B
essential-utilities,,$6.79 B,$5.97 B,$5.67 B,$3.07 B,$2.55 B,$2.12 B,$1.89 B,$1.79 B,$1.63 B,$1.59 B,$1.66 B,$1.58 B,$1.65 B,$1.47 B,$1.25 B,$1.23 B,$0.98 B,$1.04 B,$0.91 B,$0.83 B,$0.73 B,$0.64 B
siam-cement,,$10.57 B,$9.09 B,$8.73 B,$7.58 B,$6.31 B,$6.56 B,$5.42 B,$5.63 B,$5.96 B,$5.69 B,$5.87 B,$5.14 B,$5.13 B,$4.56 B,$4.28 B,$3.48 B,$2.98 B,$2.49 B,$2.68 B,$2.95 B,$3.63 B,
chesapeake-energy,,$3.09 B,$2.27 B,$1.95 B,$9.45 B,$7.34 B,$9.92 B,$9.93 B,$10.35 B,$11.15 B,$12.88 B,$12.15 B,$10.62 B,$12.64 B,$12.29 B,$14.18 B,$10.95 B,$7.37 B,$5.48 B,$3.07 B,$2.05 B,$1.65 B,$1.33 B
west-japan-railway,$11.82 B,$13.43 B,$13.39 B,$9.26 B,$8.83 B,$8.87 B,$8.46 B,$7.81 B,$7.07 B,$7.74 B,$8.03 B,$9.72 B,$9.50 B,$7.40 B,$5.94 B,$7.37 B,$6.36 B,$7.35 B,$8.52 B,$9.41 B,$9.12 B,$8.48 B,$10.04 B
nitto-denko,$2.04 M,$1.97 M,$4.94 M,$0.83 M,$4.03 M,$38.08 M,$36.65 M,$56.91 M,$76.53 M,$0.58 B,$0.65 B,$0.71 B,$0.80 B,$0.80 B,$0.75 B,$0.15 B,$0.30 B,$0.20 B,$0.14 B,,,,
marketaxess,,$82.67 M,$88.42 M,$93.61 M,$97.99 M,,,,,,,,,,,,,,,,,,
raiadrogasil,,$1.14 B,$0.92 B,$0.97 B,$1.07 B,$0.21 B,$0.18 B,$0.12 B,$74.9 M,$0.10 B,$0.11 B,$93.96 M,,$0.14 B,,,,$11.12 M,,$1.78 M,,,
telia-company,,$5.16 B,$4.48 B,$5.81 B,$6.36 B,$4.64 B,$5.23 B,$5.19 B,$7.28 B,$8.43 B,$10.47 B,$10.96 B,$11.61 B,$9.69 B,$10.14 B,$8.40 B,$6.74 B,$4.05 B,$3.35 B,$3.71 B,$4.24 B,$5.14 B,
credicorp,,$6.82 B,$6.22 B,$6.33 B,$7.37 B,$7.04 B,$7.59 B,$7.05 B,$7.41 B,$10.43 B,$8.83 B,$8.71 B,$3.96 B,$3.04 B,$1.29 B,$0.81 B,$3.06 B,$0.88 B,$1.74 B,$0.88 B,$0.71 B,$0.79 B,$0.39 B
novatek-microelectronics,,$6.78 M,$8.94 M,$9.51 M,$8.95 M,$71.37 M,$79.29 M,$98.37 M,$0.11 B,$0.20 B,$0.21 B,$0.25 B,$0.26 B,$0.27 B,$0.19 B,$96.61 M,$0.12 B,$0.10 B,,,,,
advanced-drainage-systems,$1.32 B,$0.94 B,$0.84 B,$1.16 B,$0.31 B,$0.37 B,$0.42 B,$0.42 B,$0.39 B,$0.45 B,$0.34 B,,,,,,,,,,,,
sk-innovation,,$21.54 B,$14.67 B,$13.57 B,$10.63 B,$7.18 B,$5.23 B,$5.45 B,$6.95 B,$10.02 B,$8.42 B,$7.61 B,$7.63 B,$9.39 B,$8.07 B,$9.15 B,$7.08 B,,,,,,
allegion,,$2.09 B,$1.44 B,$1.42 B,$1.42 B,$1.44 B,$1.47 B,$1.46 B,$1.54 B,$1.26 B,$1.34 B,$5 M,,,,,,,,,,,
ford-otosan,,$2.03 B,$1.43 B,$1.09 B,$1.04 B,$0.84 B,$0.94 B,$0.80 B,$0.87 B,$1.01 B,$1.08 B,$0.70 B,,,,,$0.35 B,$0.32 B,$0.23 B,,,,
wpp,,$8.70 B,$9.21 B,$21.46 B,$8.86 B,$8.45 B,$9.29 B,$8.11 B,$8.28 B,$7.45 B,$7.36 B,$7.70 B,$7.54 B,$5.94 B,$6.96 B,$8.26 B,$6.60 B,$4.86 B,$3.29 B,$3.69 B,$3.21 B,$2.04 B,$2.17 B
polycab-india,$23.32 M,$15.58 M,$38.46 M,$25.22 M,$39.23 M,$0.12 B,$0.13 B,$0.11 B,,,,,,,,,,,,,,,
wharf-reic,,$5.96 B,$6.32 B,$7.00 B,$5.84 B,$5.37 B,$5.82 B,$4.55 B,$4.84 B,$5.17 B,,,,,,,,,,,,,
huntington-ingalls-industries,,$3.15 B,$3.49 B,$1.84 B,$1.45 B,$1.28 B,$1.27 B,$1.27 B,$1.27 B,$1.70 B,$1.77 B,$1.83 B,$1.85 B,,,,,,,,,,
suntory,,$0.93 B,$1.43 B,$1.97 B,$1.90 B,$2.45 B,$2.72 B,$2.82 B,$3.62 B,$3.03 B,$2.91 B,$4.03 B,,,,,,,,,,,
sonic-healthcare,$2.05 B,$2.07 B,$2.43 B,$3.17 B,$2.13 B,$2.06 B,$2.20 B,$1.92 B,$1.70 B,$1.85 B,$1.78 B,$1.78 B,$1.82 B,$1.51 B,$1.41 B,$1.24 B,$1.01 B,$0.60 B,$0.43 B,$0.42 B,$0.36 B,$0.33 B,$0.30 B
empresas-copec,,$10.02 B,$8.74 B,$9.73 B,$9.11 B,$7.38 B,$6.55 B,$6.52 B,$5.89 B,$7.02 B,$7.07 B,$6.82 B,,,,,$3.06 B,$2.57 B,,,,,
volvo-car,,$3.38 B,$3.57 B,$4.92 B,$3.89 B,$2.63 B,,,,,,,,,,,,,,,,,
tokyo-gas,$9.33 B,$9.20 B,$8.51 B,$7.78 B,$6.61 B,$6.22 B,$5.83 B,$5.91 B,$5.58 B,$6.45 B,$6.29 B,$6.99 B,$6.22 B,$5.34 B,$5.10 B,$5.51 B,$4.31 B,$4.75 B,$5.82 B,$6.55 B,$6.19 B,$5.73 B,$6.87 B
wiwynn,,$0.34 B,$1.13 B,$0.38 B,$0.30 B,$0.27 B,$0.17 B,$0.14 B,$5.9 M,$0.28 M,$6.48 M,,,,,,,,,,,,
asahi-kasei,$7.31 B,$6.36 B,$6.01 B,$6.55 B,$3.82 B,$2.83 B,$3.60 B,$4.00 B,$2.24 B,$2.95 B,$4.04 B,$2.22 B,$3.05 B,$2.82 B,$3.18 B,$3.67 B,$3.42 B,$3.12 B,$3.57 B,$3.81 B,$3.70 B,$3.27 B,$3.35 B
largan-precision,,$4.94 M,$6.18 M,$14.85 M,$14.09 M,$18.12 M,$13.42 M,$1.16 M,$4.92 M,$6.2 M,$2.84 M,$3.22 M,$15.09 M,$3.94 M,$0.69 M,$3.48 M,$0.89 M,$8.18 M,,,,,
nemetschek,,$0.15 B,$0.22 B,$0.24 B,$0.28 B,$0.14 B,$95.97 M,$0.10 B,$88.16 M,$72.97 M,$5.63 M,$N/A,$6.09 M,$30.89 M,$51.25 M,$72.31 M,,,$0.82 M,$1.9 M,$2.47 M,$2.2 M,
swire-pacific,,$9.39 B,$8.57 B,$9.45 B,$9.42 B,$9.16 B,$10.05 B,$8.79 B,$8.55 B,$8.56 B,$7.67 B,$6.23 B,$4.80 B,$5.54 B,$4.14 B,$4.26 B,$3.17 B,$1.46 B,$0.37 B,$0.33 B,$0.53 B,$1.29 B,$2.18 B
davita,,$11.82 B,$11.97 B,$11.19 B,$11.17 B,$10.10 B,$9.33 B,$9.11 B,$9.13 B,$8.50 B,$8.41 B,$8.55 B,$4.50 B,$4.33 B,$3.66 B,$3.69 B,$3.70 B,$3.75 B,$4.15 B,$1.37 B,$1.16 B,$1.31 B,$0.82 B
bank-of-ireland-group,,$13.33 B,$26.65 B,$12.57 B,$14.07 B,$14.67 B,$16.40 B,$14.34 B,$17.17 B,$22.54 B,$23.41 B,$26.16 B,$1.84 B,$41.85 B,$10.52 B,$108.17 B,$90.02 B,$52.46 B,$26.62 B,$15.88 B,$10.36 B,$6.85 B,$2.70 B
hella,,$1.22 B,$1.34 B,$1.23 B,$1.22 B,$1.23 B,$1.53 B,$0.95 B,$0.94 B,$1.92 B,$1.43 B,$0.95 B,$1.10 B,,,,,,,,,,
east-west-bancorp,,$0.26 B,$0.50 B,$0.92 B,$1.03 B,$0.53 B,$0.49 B,$0.56 B,$1.22 B,$0.54 B,$0.54 B,$0.47 B,$0.66 B,$1.22 B,$1.87 B,$0.23 B,$2.06 B,$1.33 B,$0.77 B,$0.92 B,$0.34 B,$56.92 M,$20.75 M
indian-overseas-bank,$2.53 B,$0.49 B,$0.58 B,$0.76 B,$0.96 B,$1.51 B,$2.48 B,$4.18 B,$3.00 B,$3.48 B,$4.14 B,$4.64 B,$4.33 B,$2.00 B,$1.28 B,$1.59 B,$0.67 B,$0.16 B,$0.13 B,,,,
lg-corp,,$0.68 B,$0.69 B,$1.17 B,$1.00 B,$1.36 B,$1.30 B,$1.55 B,$1.63 B,$1.71 B,$1.66 B,$1.53 B,$1.22 B,$0.79 B,$13.80 B,$15.61 B,$17.38 B,,,,,,
sci,,$4.34 B,$3.96 B,$3.83 B,$3.58 B,$3.60 B,$3.47 B,$3.28 B,$3.16 B,$3.05 B,$3.30 B,$1.94 B,$1.88 B,$1.85 B,$1.89 B,$1.84 B,$1.88 B,$1.95 B,$1.19 B,$1.25 B,$1.71 B,$2.00 B,$2.53 B
american-financial-group,,$1.49 B,$1.96 B,$1.96 B,$1.47 B,$1.30 B,$1.30 B,$1.28 B,$1.02 B,$1.06 B,$0.91 B,$0.95 B,$0.93 B,$0.95 B,$0.82 B,$1.02 B,$0.93 B,$0.92 B,$0.94 B,$0.37 B,$0.83 B,$0.94 B,$0.87 B
unibail-rodamco-westfield,,$28.27 B,$30.72 B,$32.24 B,$30.17 B,$29.03 B,$18.33 B,$15.12 B,$15.52 B,$17.40 B,$17.47 B,$14.89 B,$14.44 B,$9.73 B,$10.20 B,$10.71 B,$8.66 B,$3.84 B,$3.45 B,$3.03 B,,,
docusign,$0.88 B,$0.88 B,$0.91 B,$0.64 B,$0.43 B,,,,,,,,,,,,,,,,,,
bank-pekao,,$4.25 B,$3.21 B,$4.19 B,$3.86 B,$3.00 B,$2.01 B,$1.14 B,$1.58 B,$2.02 B,$2.03 B,$2.41 B,$1.66 B,$1.30 B,$1.69 B,$1.46 B,$2.50 B,$20.09 M,,,,,
etsy,,$2.39 B,$2.38 B,$1.11 B,$0.84 B,$0.34 B,$69.96 M,$69.48 M,$64.98 M,$55.22 M,$0.81 M,,,,,,,,,,,,
advantech,,$32.52 M,$20.72 M,$17.56 M,$24.49 M,$4.68 M,$4.11 M,$14.91 M,$27.52 M,$0.1 M,$4.71 M,$11.67 M,$32.05 M,$2.08 M,$2.15 M,$20.19 M,$22.83 M,$11.02 M,,,,,
hua-nan-financial-holdings,,$3.60 B,$3.30 B,$2.83 B,$2.73 B,$2.50 B,$2.75 B,$2.09 B,$1.94 B,$1.82 B,$1.59 B,$1.75 B,$1.52 B,$1.64 B,$1.20 B,$1.11 B,$2.72 B,$3.45 B,,,,,
bruker,,$1.21 B,$1.33 B,$0.89 B,$0.86 B,$0.34 B,$0.41 B,$0.41 B,$0.26 B,$0.35 B,$0.35 B,$0.33 B,$0.30 B,$0.30 B,$0.13 B,$0.22 B,$38.11 M,$44.72 M,$29.42 M,$39.96 M,$44.96 M,$23.39 M,$15.2 M
apollo-hospitals,$0.52 B,$0.53 B,$0.56 B,$0.74 B,$0.52 B,$0.52 B,$0.48 B,$0.40 B,$0.31 B,$0.22 B,$0.22 B,$0.14 B,$0.21 B,$0.20 B,$0.13 B,$0.13 B,$82.89 M,$63.5 M,$71.05 M,,,,
siemens-energy,,$3.16 B,$3.16 B,$2.80 B,$0.99 B,$2.17 B,$1.56 B,,,,,,,,,,,,,,,,
globant,,$0.13 B,$0.14 B,$0.11 B,$0.11 B,,$6.01 M,$0.21 M,$0.54 M,$1.28 M,$11.79 M,$11.78 M,,,,,,,,,,,
sunny-optical,,$0.93 B,$0.97 B,$0.93 B,$0.77 B,$0.80 B,$0.20 B,$0.13 B,$0.10 B,$84.23 M,$80.79 M,$16.46 M,$12.67 M,$17.08 M,$8.18 M,$5.21 M,,,,,,,
cubesmart,,$3.06 B,$3.21 B,$2.43 B,$1.93 B,$1.74 B,$1.63 B,$1.59 B,$1.26 B,$1.17 B,$1.13 B,$1.02 B,$0.75 B,$0.61 B,$0.76 B,$0.17 B,$1.02 B,$0.87 B,$0.66 B,$0.38 B,$0.27 B,,
sabesp,,$3.58 B,$3.18 B,$3.32 B,$3.29 B,$3.39 B,$3.65 B,$3.67 B,$3.31 B,$4.06 B,$4.00 B,$4.43 B,$4.61 B,$4.97 B,$3.76 B,$2.95 B,$3.21 B,$2.96 B,$3.09 B,$1.43 B,$2.50 B,$1.60 B,$1.30 B
scentre-group,,$10.83 B,$11.21 B,$12.62 B,$10.24 B,$10.80 B,$10.14 B,$9.11 B,$8.95 B,$10.93 B,$2.80 B,$2.88 B,$2.74 B,$1.00 B,,,,,,,,,
northern-star,$0.87 B,$0.35 B,$0.66 B,$0.55 B,$33.99 M,$12.66 M,$8.62 M,$10.5 M,$12.65 M,$5.6 M,$10.25 M,$9.65 M,$4.37 M,,$0.11 M,$0.09 M,,,,,,,
united-utilities,$10.44 B,$10.48 B,$11.61 B,$10.34 B,$10.17 B,$11.10 B,$9.21 B,$10.03 B,$9.84 B,$10.10 B,$9.38 B,$9.37 B,$8.54 B,$8.31 B,$8.14 B,$9.26 B,$12.59 B,$9.90 B,$9.79 B,$8.23 B,,,
canara-bank,$7.07 B,$6.30 B,$6.76 B,$5.51 B,$5.86 B,$4.35 B,$6.21 B,$4.25 B,$4.28 B,$4.76 B,$3.94 B,$3.06 B,$3.20 B,$1.55 B,$1.38 B,$2.22 B,$1.84 B,$0.90 B,,,,,
aisin-seiki,$6.83 B,$7.73 B,$8.84 B,$9.30 B,$5.49 B,$4.86 B,$4.10 B,$3.43 B,$3.56 B,$3.83 B,$3.58 B,$4.29 B,$4.79 B,$4.70 B,$3.99 B,$2.96 B,$2.43 B,$2.20 B,$1.99 B,,,,
etihad-etisalat,,$3.41 B,$3.72 B,$3.75 B,$3.97 B,$3.47 B,$3.96 B,$4.05 B,$3.80 B,$4.52 B,$2.86 B,$2.20 B,$1.88 B,$2.12 B,$1.82 B,$2.60 B,$2.40 B,,,,,,
xpo-logistics,,$3.24 B,$4.49 B,$8.98 B,$7.51 B,$4.26 B,$4.52 B,$4.86 B,$5.40 B,$0.59 B,$0.18 B,$0.10 B,$2.12 M,$6.51 M,$7.95 M,$4.95 M,$0.08 M,$1.4 M,$2.83 M,$2.22 M,$2.17 M,$1.7 M,$0.63 M
hf-sinclair,,$3.61 B,$3.49 B,$3.52 B,$2.92 B,$2.41 B,$2.49 B,$2.23 B,$1.04 B,$1.05 B,$0.99 B,$1.33 B,$1.21 B,$0.81 B,$0.70 B,$0.34 B,,,,$33.57 M,$17.14 M,$34.28 M,$42.85 M
insurance-australia-group,$1.74 B,$1.75 B,$1.93 B,$1.49 B,$1.46 B,$1.45 B,$1.24 B,$1.46 B,$1.35 B,$1.64 B,$1.47 B,$1.69 B,$1.47 B,$1.21 B,$0.84 B,$1.34 B,$1.64 B,$0.97 B,$0.57 B,$0.52 B,$0.57 B,$0.20 B,$1.32 B
qiagen,,$1.90 B,$1.94 B,$2.02 B,$1.70 B,$2.17 B,$1.75 B,$1.06 B,$1.05 B,$1.17 B,$0.84 B,$0.84 B,$0.58 B,$0.87 B,$0.95 B,$0.97 B,$0.98 B,$0.50 B,$0.20 B,$0.21 B,$0.12 B,$0.11 B,$89.72 M
phosagro,,$2.62 B,$2.35 B,$2.21 B,$2.25 B,$2.08 B,$2.12 B,$1.83 B,$1.83 B,$2.18 B,$1.61 B,$1.19 B,$1.00 B,$0.29 B,$0.13 B,$0.19 B,,,,,,,
daiwa-securities,$97.44 B,$122.78 B,$119.64 B,$106.39 B,$92.60 B,$92.90 B,$86.01 B,$82.78 B,$94.52 B,$94.49 B,$110.87 B,$123.84 B,$61.78 B,$68.54 B,$27.95 B,$70.93 B,$43.36 B,$44.20 B,$55.46 B,$40.53 B,,,
samsung-life-insurance,,$16.00 B,$15.21 B,$14.23 B,$12.70 B,$13.98 B,$12.98 B,$10.60 B,$0.79 B,$0.35 B,,,,,$7.32 M,$2.61 M,$5.31 M,,,,,,
korea-electric-power,,$3.30 B,$3.70 B,$4.25 B,$8.45 B,$4.22 B,$0.39 B,$0.44 B,$0.56 B,$0.70 B,$0.83 B,$0.66 B,$4.61 B,$38.93 B,$19.11 B,$33.96 B,$23.34 B,$20.92 B,$18.93 B,$18.99 B,$19.95 B,$17.79 B,
accton-technology,,$0.16 B,$77.58 M,$67.72 M,$50.58 M,,,,$N/A,$3.09 M,$8.98 M,$9.04 M,$21.08 M,$24.39 M,$19.5 M,,$7.39 M,$25.41 M,,,,,
sumitomo-denki-kogyo,$7.08 B,$6.92 B,$6.08 B,$5.42 B,$4.83 B,$4.59 B,$4.54 B,$4.04 B,$4.56 B,$5.16 B,$5.12 B,$4.37 B,$4.09 B,$3.79 B,$4.08 B,$4.16 B,$3.87 B,$3.84 B,$3.87 B,$4.08 B,$3.60 B,$3.39 B,
capitaland-mall-trust,,$7.18 B,$6.05 B,$6.60 B,$2.64 B,$2.65 B,$2.38 B,$2.27 B,$2.34 B,$2.39 B,$2.80 B,$2.98 B,$2.64 B,$2.21 B,$1.57 B,$2.20 B,$1.42 B,$1.10 B,$0.65 B,$0.40 B,$0.19 B,$0.14 B,
kakaobank,,$86.95 M,$29.47 M,$7.82 M,$11.98 M,,,,,,,,,,,,,,,,,,
wynn-resorts,,$13.73 B,$12.04 B,$13.18 B,$10.56 B,$9.42 B,$9.62 B,$10.12 B,$9.21 B,$7.34 B,$6.58 B,$5.78 B,$3.21 B,$3.26 B,$3.56 B,$4.29 B,$3.54 B,$2.39 B,$2.13 B,$1.60 B,$0.63 B,$0.38 B,
asus,,$1.64 B,$0.39 B,$0.24 B,$0.22 B,$0.23 B,$0.22 B,$0.13 B,$0.12 B,$0.17 B,$0.21 B,$0.16 B,$0.15 B,$0.27 B,$0.83 B,$0.37 B,$0.43 B,$0.53 B,,,,,
demant,,$2.17 B,$1.72 B,$1.48 B,$1.49 B,$1.10 B,$0.89 B,$0.77 B,$0.75 B,$0.57 B,$0.59 B,$0.48 B,$0.40 B,$0.44 B,$0.38 B,$0.42 B,$0.41 B,$0.29 B,$0.21 B,$0.20 B,,,
computershare,$2.63 B,$2.73 B,$1.59 B,$1.70 B,$1.58 B,$1.23 B,$1.34 B,$1.39 B,$1.35 B,$1.56 B,$1.56 B,$1.79 B,$1.08 B,$0.83 B,$0.78 B,$0.87 B,$0.37 B,$0.35 B,$0.34 B,$0.14 B,$61.21 M,$40.18 M,$77.87 M
yaskawa,$0.73 B,$0.58 B,$0.71 B,$0.75 B,$0.41 B,,$0.32 B,$0.42 B,$0.42 B,$0.53 B,$0.57 B,$0.70 B,$0.49 B,$0.45 B,$0.33 B,$0.33 B,$0.31 B,$0.53 B,$0.72 B,,,,
melrose-industries,,$2.25 B,$2.35 B,$4.96 B,$5.42 B,$4.83 B,$0.79 B,$0.72 B,$N/A,$0.89 B,$0.56 B,$1.86 B,$0.75 B,$0.74 B,$0.75 B,$1.04 B,$42.11 M,$0.38 B,$0.36 B,,,,
arab-national-bank,,$0.98 B,$0.99 B,$1.00 B,$0.74 B,$0.53 B,$0.53 B,$0.53 B,$0.53 B,$0.44 B,$0.45 B,$0.45 B,,,,,,,,,,,
caesars-entertainment,,$25.42 B,$26.26 B,$26.93 B,$3.73 B,$4.22 B,$2.19 B,$0.80 B,$0.86 B,$0.77 B,$0.17 B,,,,,,,,,,,,
permian-resources,,$2.21 B,$0.84 B,$1.07 B,$1.06 B,$0.69 B,$0.39 B,,,,,,,,,,,,,,,,
icici-prulife,$0.14 B,$0.15 B,$0.16 B,,,,,,,,,,,,,,,,,,,,
mankind-pharma,,$0.11 B,$32.76 M,$17.35 M,,,,,,,,,,,,,,,,,,,
dropbox,,$2.29 B,$2.36 B,$1.11 B,$1.00 B,$0.16 B,$0.17 B,$0.25 B,,,,,,,,,,,,,,,
henry-schein,,$1.49 B,$1.21 B,$1.00 B,$0.99 B,$1.96 B,$1.66 B,$1.21 B,$0.80 B,$0.73 B,$0.48 B,$0.53 B,$0.44 B,$0.44 B,$0.26 B,$0.42 B,$0.45 B,$0.49 B,$0.52 B,$0.53 B,$0.25 B,$0.25 B,$0.26 B
south32,$1.74 B,$1.82 B,$1.20 B,$1.01 B,$0.90 B,$0.92 B,$1.03 B,$0.91 B,$1.04 B,$5.02 B,$4.71 B,$4.58 B,,,,,,,,,,,
ascendas-reit,,$5.07 B,$4.94 B,$4.00 B,$3.02 B,$2.68 B,$2.43 B,$2.45 B,$1.71 B,$1.45 B,$1.59 B,$1.91 B,$1.50 B,$1.08 B,$1.04 B,$1.13 B,$0.77 B,$0.60 B,$0.33 B,$0.15 B,$93.06 M,,
banco-santander-chile,,$12.48 B,$20.44 B,$20.66 B,$18.57 B,$14.28 B,$14.35 B,$13.86 B,$10.28 B,$11.63 B,$13.09 B,$12.54 B,$8.90 B,$8.96 B,$5.84 B,$6.47 B,$7.20 B,$5.10 B,$5.54 B,$4.99 B,$5.83 B,$4.57 B,$2.61 B
mizrahi-tefahot,,$9.66 B,$12.45 B,$10.60 B,$9.67 B,$8.13 B,$8.69 B,$7.11 B,$6.08 B,$5.28 B,$4.73 B,$3.76 B,$3.20 B,$2.77 B,$2.18 B,$1.81 B,$1.60 B,$1.20 B,$0.93 B,,,,
deutsche-wohnen,,$9.71 B,$4.75 B,$6.51 B,$4.63 B,$3.31 B,$2.99 B,$1.87 B,$1.60 B,$0.91 B,$0.34 B,$3.66 B,,$2.37 B,$38.06 M,$35.55 M,,,$0.53 B,,,,
chailease-holding,,$20.51 B,$18.22 B,$8.86 B,$11.82 B,$9.41 B,$7.82 B,$6.44 B,$6.09 B,$5.61 B,$4.68 B,$4.12 B,$2.36 B,$1.74 B,$1.44 B,,,,,,,,
itt,,$0.45 B,$0.19 B,$0.10 B,$86.5 M,$0.11 B,$0.16 B,$0.21 B,$0.24 B,$1.5 M,$39.8 M,,$6 M,$1.36 B,$1.50 B,$2.14 B,$3.56 B,$1.09 B,$1.26 B,$1.27 B,$0.60 B,$0.79 B,$0.97 B
