Company,2023 (TTM),2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
morgan-stanley,$50.53 B,$50.21 B,$56.41 B,$45.26 B,$38.92 B,$37.71 B,$35.85 B,$32.71 B,$33.26 B,$32.40 B,$30.71 B,$25.77 B,$31.22 B,$29.65 B,$21.77 B,$20.08 B,$28.75 B,$33.42 B,$27.28 B,$24.69 B,$22.13 B,$20.44 B,$22.94 B
conocophillips,$59.97 B,$78.49 B,$45.82 B,$18.78 B,$32.56 B,$36.41 B,$29.10 B,$23.69 B,$29.56 B,$52.52 B,$54.41 B,$103.32 B,$247.14 B,$192.79 B,$147.49 B,$244.51 B,$192.94 B,$167.57 B,$193.95 B,$144.91 B,$97.92 B,$58.57 B,$24.18 B
caterpillar,$66.58 B,$59.42 B,$50.97 B,$41.74 B,$53.80 B,$54.72 B,$45.46 B,$38.53 B,$47.01 B,$55.18 B,$55.65 B,$65.87 B,$60.13 B,$42.58 B,$32.39 B,$51.32 B,$44.95 B,$41.51 B,$36.33 B,$30.25 B,$22.76 B,$20.15 B,$20.45 B
sp-global,$12.28 B,$11.18 B,$8.29 B,$7.44 B,$6.69 B,$6.25 B,$6.06 B,$5.66 B,$5.31 B,$5.13 B,$4.87 B,$6.05 B,$6.29 B,$6.16 B,$5.95 B,$6.35 B,$6.77 B,$6.25 B,$6.00 B,$5.25 B,$4.82 B,$4.78 B,$4.64 B
general-electric,$65.32 B,$71.56 B,$74.13 B,$79.61 B,$105.71 B,$121.61 B,$120.46 B,$119.68 B,$125.45 B,$147.81 B,$143.22 B,$146.53 B,$147.41 B,$151.31 B,$156.73 B,$182.61 B,$173.62 B,$163.39 B,$149.70 B,$152.36 B,$134.05 B,$131.69 B,$125.91 B
honeywell,$36.40 B,$35.46 B,$34.39 B,$32.63 B,$36.70 B,$41.80 B,$40.53 B,$39.30 B,$38.58 B,$40.30 B,$39.05 B,$37.66 B,$36.76 B,$33.37 B,$30.90 B,$36.55 B,$34.58 B,$31.36 B,$27.65 B,$25.60 B,$23.10 B,$22.27 B,$23.65 B
royal-bank-of-canada,$41.69 B,$37.50 B,$39.67 B,$35.03 B,$34.60 B,$33.15 B,$30.46 B,$28.49 B,$27.71 B,$30.71 B,$30.09 B,$29.86 B,$28.55 B,$27.50 B,$25.52 B,$20.53 B,$21.02 B,$18.34 B,$15.81 B,$13.81 B,$12.92 B,$11.59 B,$10.84 B
uber,$35.95 B,$31.87 B,$17.45 B,$12.07 B,$14.14 B,$11.27 B,,,,,,,,,,,,,,,,,
inditex,$37.06 B,$32.90 B,$30.49 B,$25.59 B,$30.98 B,$30.73 B,$27.97 B,$25.01 B,$22.36 B,$23.32 B,$22.17 B,$19.92 B,$18.96 B,$16.61 B,$14.88 B,,,,,,,,
anheuser-busch-inbev,$59.57 B,$57.78 B,$54.30 B,$46.88 B,$52.69 B,$54.61 B,$52.92 B,$45.51 B,$43.60 B,$47.06 B,$43.19 B,$39.75 B,$39.04 B,$36.29 B,,,,,,,,,
applied-materials,$26.51 B,$25.78 B,$23.06 B,$17.20 B,$14.60 B,$17.25 B,$14.53 B,$10.82 B,$9.65 B,$9.07 B,$7.50 B,$8.71 B,$10.51 B,$9.54 B,$5.01 B,$8.12 B,$9.73 B,$9.16 B,$6.99 B,$8.01 B,$4.47 B,$5.06 B,$7.34 B
american-express,$58.85 B,$52.86 B,$42.52 B,$36.08 B,$43.55 B,$40.33 B,$33.47 B,$32.11 B,$32.81 B,$34.29 B,$32.97 B,$31.58 B,$29.96 B,$27.63 B,$24.31 B,$28.34 B,$28.10 B,$25.90 B,$27.12 B,$28.24 B,$24.96 B,$22.72 B,$21.08 B
nextera-energy,$27.40 B,$20.95 B,$17.06 B,$17.99 B,$19.20 B,$16.74 B,$17.19 B,$16.15 B,$17.48 B,$17.02 B,$15.13 B,$14.25 B,$15.34 B,$15.31 B,$15.64 B,$16.40 B,$15.26 B,$15.71 B,$11.84 B,$10.52 B,$9.63 B,$8.50 B,$8.47 B
att,$121.74 B,$129.13 B,$168.86 B,$171.76 B,$181.19 B,$170.75 B,$160.54 B,$163.78 B,$146.80 B,$132.44 B,$128.75 B,$127.43 B,$126.72 B,$124.39 B,$123.01 B,$124.02 B,$118.92 B,$63.17 B,$43.86 B,$41.02 B,$40.84 B,$43.13 B,$45.90 B
deutsche-telekom,$119.90 B,$120.21 B,$126.21 B,$117.05 B,$89.87 B,$88.52 B,$86.09 B,$80.69 B,$76.57 B,$81.64 B,$79.96 B,$75.69 B,$79.62 B,$87.58 B,$90.90 B,$91.99 B,$87.42 B,$78.10 B,$72.74 B,$73.03 B,$66.02 B,$58.27 B,$49.62 B
airbus,$67.95 B,$61.96 B,$60.58 B,$58.54 B,$78.87 B,$74.37 B,$77.27 B,$73.03 B,$71.28 B,$78.71 B,$79.04 B,$73.56 B,$67.32 B,$60.19 B,$60.41 B,,,,,,,,
unilever,$58.20 B,$56.06 B,$60.31 B,$56.11 B,$50.40 B,$46.83 B,$50.95 B,$50.55 B,$49.53 B,$56.61 B,,,,,,,,,,,,,
lowes-companies,$90.21 B,$95.95 B,$95.22 B,$85.31 B,$71.76 B,$71.15 B,$68.90 B,$62.46 B,$58.37 B,$55.34 B,$52.80 B,$51.10 B,$49.06 B,$48.50 B,$47.03 B,$48.62 B,$48.30 B,$47.32 B,$40.98 B,$34.84 B,$30.02 B,$25.62 B,$21.40 B
commonwealth-bank,$18.13 B,$16.46 B,$17.67 B,$16.15 B,$16.69 B,$18.95 B,$19.78 B,$18.08 B,$17.87 B,$23.74 B,$21.16 B,$21.56 B,$22.07 B,$17.37 B,$12.65 B,$12.85 B,$13.93 B,$10.87 B,$9.50 B,$6.90 B,$7.01 B,$6.72 B,-$4.89 B
raytheon-technologies,$67.08 B,$67.07 B,$64.38 B,$63.43 B,$77.04 B,$66.50 B,$59.83 B,$57.24 B,$58.96 B,$65.10 B,$62.62 B,$57.71 B,$58.19 B,$54.32 B,$52.92 B,$58.68 B,$54.75 B,$47.82 B,$42.72 B,$37.44 B,$31.03 B,$28.21 B,$27.89 B
sanofi,$49.13 B,$47.62 B,$45.54 B,$42.06 B,$41.88 B,$41.60 B,$38.32 B,$40.78 B,$44.42 B,$44.26 B,$46.77 B,$48.29 B,$42.16 B,$43.27 B,$43.09 B,$41.27 B,$37.52 B,$34.58 B,$19.31 B,$9.56 B,,,
rio-tinto,$55.55 B,$63.49 B,$44.61 B,$43.16 B,$40.52 B,$40.03 B,$33.78 B,$34.82 B,$47.66 B,$51.17 B,$50.96 B,$60.53 B,$56.57 B,$43.41 B,$54.26 B,$29.70 B,$22.46 B,$19.03 B,$12.95 B,$9.22 B,$8.44 B,$8.15 B,
charles-schwab,$19.87 B,$20.76 B,$18.52 B,$11.69 B,$10.72 B,$10.13 B,$8.61 B,$7.47 B,$6.36 B,$6.05 B,$5.43 B,$4.92 B,$4.74 B,$4.11 B,$4.29 B,$5.15 B,$4.99 B,$4.30 B,$4.46 B,$4.36 B,$4.08 B,$4.13 B,$4.35 B
goldman-sachs,$45.52 B,$47.36 B,$59.33 B,$40.64 B,$33.29 B,$32.80 B,$29.53 B,$28.05 B,$31.24 B,$32.02 B,$31.86 B,$33.11 B,$28.25 B,$38.58 B,$45.08 B,$21.97 B,$43.22 B,$35.68 B,$25.23 B,$20.95 B,$16.02 B,$13.98 B,$15.81 B
booking-holdings,$20.63 B,$17.09 B,$10.95 B,$6.79 B,$15.06 B,$14.52 B,$12.68 B,$10.74 B,$9.22 B,$8.44 B,$6.79 B,$5.26 B,$4.35 B,$3.08 B,$2.33 B,$1.88 B,$1.40 B,$1.12 B,$0.96 B,$0.91 B,$0.86 B,$1.00 B,$1.17 B
elevance-health,$168.62 B,$156.59 B,$138.63 B,$121.86 B,$104.21 B,$92.10 B,$90.03 B,$84.86 B,$79.15 B,$73.87 B,$71.02 B,$61.71 B,$60.71 B,$58.80 B,$65.02 B,$61.25 B,$61.13 B,$56.95 B,$45.13 B,$20.81 B,$16.77 B,$13.28 B,
lockheed-martin,$67.68 B,$65.98 B,$67.04 B,$65.39 B,$59.81 B,$53.76 B,$51.04 B,$49.91 B,$46.13 B,$45.60 B,$45.35 B,$47.18 B,$46.51 B,$46.24 B,$45.18 B,$42.73 B,$41.86 B,$39.62 B,$37.21 B,$35.52 B,$31.82 B,$26.57 B,$23.99 B
blackrock,$17.35 B,$17.87 B,$19.37 B,$16.20 B,$14.53 B,$14.19 B,$12.78 B,$11.15 B,$11.40 B,$11.08 B,$10.18 B,$9.33 B,$9.08 B,$8.61 B,$3.67 B,$5.06 B,$4.84 B,$2.09 B,$1.19 B,$0.72 B,$0.58 B,$0.57 B,$0.53 B
prologis,$7.88 B,$5.97 B,$4.75 B,$4.43 B,$3.33 B,$2.80 B,$2.61 B,$2.53 B,$2.19 B,$1.76 B,$1.75 B,$2.02 B,$1.46 B,$0.63 B,$0.63 B,$0.71 B,$0.67 B,$0.73 B,$0.67 B,$0.66 B,$0.62 B,$0.61 B,$0.60 B
stryker-corporation,$19.88 B,$18.44 B,$17.10 B,$14.35 B,$14.88 B,$13.60 B,$12.44 B,$11.32 B,$9.94 B,$9.67 B,$9.02 B,$8.65 B,$8.30 B,$7.32 B,$6.72 B,$6.71 B,$6.06 B,$5.40 B,$4.87 B,$4.26 B,$3.62 B,$3.01 B,$2.60 B
starbucks,$35.97 B,$32.91 B,$30.36 B,$23.17 B,$26.97 B,$25.27 B,$22.72 B,$21.67 B,$19.73 B,$17.01 B,$15.33 B,$13.66 B,$12.18 B,$10.93 B,$9.88 B,$10.23 B,$9.82 B,$8.20 B,$6.71 B,$5.60 B,$4.35 B,$3.48 B,$2.78 B
intuitive-surgical,$6.85 B,$6.22 B,$5.71 B,$4.35 B,$4.47 B,$3.72 B,$3.12 B,$2.70 B,$2.38 B,$2.13 B,$2.26 B,$2.17 B,$1.75 B,$1.41 B,$1.05 B,$0.87 B,$0.60 B,$0.37 B,$0.22 B,$0.13 B,$91.67 M,$72.02 M,$51.67 M
sony,$88.46 B,$80.61 B,$88.05 B,$80.63 B,$79.22 B,$76.94 B,$75.64 B,$69.14 B,$68.10 B,$74.89 B,$76.75 B,$81.53 B,$81.71 B,$84.89 B,$74.57 B,$82.83 B,$76.98 B,$68.49 B,$65.55 B,$68.17 B,$65.71 B,$62.54 B,$61.56 B
nippon-telegraph-and-telephone,$95.11 B,$96.35 B,$108.37 B,$111.04 B,$109.55 B,$107.76 B,$104.67 B,$105.56 B,$94.51 B,$102.71 B,$109.18 B,$130.49 B,$132.88 B,$117.72 B,$108.05 B,$105.59 B,$91.41 B,$92.23 B,$93.84 B,$103.72 B,$100.24 B,$84.72 B,$97.52 B
mitsubishi-ufj-financial,$41.45 B,$45.03 B,$41.64 B,$43.13 B,$39.89 B,$32.93 B,$35.30 B,$29.64 B,,,,,,,,,,,,,,,
toronto-dominion-bank,$39.19 B,$35.17 B,$33.86 B,$32.61 B,$30.79 B,$30.02 B,$27.45 B,$25.69 B,$24.45 B,$26.60 B,$26.26 B,$23.21 B,$22.17 B,$18.70 B,$15.76 B,$14.04 B,$13.63 B,$10.36 B,$9.74 B,$8.23 B,$7.43 B,$7.54 B,$7.99 B
medtronic,$31.95 B,$30.80 B,$31.79 B,$27.86 B,$30.89 B,$30.37 B,$29.63 B,$29.01 B,$25.95 B,$17.36 B,$16.76 B,$16.31 B,$16.43 B,$15.72 B,$15.09 B,$14.54 B,$12.57 B,$11.80 B,$10.76 B,$9.60 B,$8.28 B,$6.98 B,$5.90 B
schneider-electric,$36.60 B,$32.73 B,$30.94 B,$30.42 B,$29.42 B,$29.70 B,$25.99 B,$29.12 B,$30.33 B,$32.52 B,$31.67 B,$29.01 B,$26.04 B,$22.62 B,$25.59 B,$25.27 B,$18.14 B,$13.80 B,$14.06 B,$11.05 B,$9.82 B,$10.65 B,
deere-company,$60.24 B,$51.28 B,$43.03 B,$34.72 B,$38.37 B,$36.45 B,$28.61 B,$25.89 B,$28.15 B,$35.24 B,$37.11 B,$35.48 B,$31.38 B,$25.39 B,$22.71 B,$28.29 B,$24.08 B,$21.61 B,$21.93 B,$19.98 B,$15.53 B,$13.94 B,$13.23 B
allianz,$177.81 B,$124.90 B,$203.26 B,$130.42 B,$105.90 B,$104.27 B,$108.03 B,$105.03 B,$118.87 B,$131.96 B,$132.34 B,$137.21 B,$107.66 B,$89.80 B,,,,,,,,,
bristol-myers-squibb,$44.93 B,$46.15 B,$46.38 B,$42.51 B,$26.14 B,$22.56 B,$20.77 B,$19.42 B,$16.56 B,$15.87 B,$16.38 B,$17.62 B,$21.24 B,$19.48 B,$18.80 B,$20.88 B,$19.34 B,$17.91 B,$19.20 B,$19.38 B,$20.89 B,$17.46 B,$19.42 B
tjx-companies,$52.32 B,$49.27 B,$45.63 B,$33.40 B,$40.63 B,$38.80 B,$34.37 B,$32.67 B,$30.28 B,$28.58 B,$27.33 B,$24.86 B,$22.81 B,$21.55 B,$19.72 B,$19.23 B,$18.17 B,$17.10 B,$15.67 B,$14.68 B,$12.72 B,$11.68 B,$10.25 B
bp,$227.24 B,$241.39 B,$157.73 B,$180.36 B,$278.39 B,$298.75 B,$240.20 B,$183.00 B,$252.05 B,$353.56 B,$379.13 B,$370.86 B,$377.08 B,$297.10 B,$245.33 B,$368.04 B,$290.16 B,$276.10 B,$289.97 B,$207.29 B,$178.72 B,$174.21 B,
keyence,$6.78 B,$6.67 B,$6.30 B,$4.87 B,$5.11 B,$5.31 B,$3.06 B,$2.90 B,$2.60 B,$2.47 B,$2.06 B,,,,,,,,,,,,
catl,$58.64 B,$48.08 B,$20.24 B,$7.40 B,$6.60 B,$4.39 B,$3.01 B,,,,,,,,,,,,,,,,
air-liquide,$32.05 B,$26.42 B,$25.19 B,$24.55 B,$24.03 B,$24.42 B,$19.09 B,$17.90 B,$18.67 B,$21.02 B,$20.27 B,$18.73 B,$17.94 B,$17.15 B,$18.31 B,$17.23 B,$14.47 B,$12.33 B,$12.71 B,$10.56 B,,,
mondelez,$35.39 B,$31.49 B,$28.72 B,$26.58 B,$25.86 B,$25.93 B,$25.89 B,$25.92 B,$29.63 B,$34.24 B,$35.29 B,$35.01 B,$54.36 B,$49.20 B,$40.38 B,$42.77 B,$37.24 B,$34.35 B,$34.11 B,$32.16 B,$31.01 B,$29.72 B,$33.87 B
american-tower,$11.06 B,$10.71 B,$9.35 B,$8.04 B,$7.58 B,$7.44 B,$6.66 B,$5.78 B,$4.77 B,$4.10 B,$3.36 B,$2.87 B,$2.44 B,$1.98 B,$1.72 B,$1.59 B,$1.45 B,$1.31 B,$0.94 B,$0.70 B,$0.73 B,$0.80 B,$1.13 B
gilead-sciences,$27.39 B,$27.28 B,$27.30 B,$24.68 B,$22.44 B,$22.12 B,$26.10 B,$30.39 B,$32.63 B,$24.88 B,$11.20 B,$9.70 B,$8.38 B,$7.94 B,$7.01 B,$5.33 B,$4.23 B,$3.02 B,$2.02 B,$1.32 B,$0.86 B,$0.46 B,$0.23 B
marsh-and-mclennan-companies,$22.20 B,$20.72 B,$19.82 B,$17.22 B,$16.65 B,$14.95 B,$14.02 B,$13.21 B,$12.89 B,$12.95 B,$12.26 B,$11.92 B,$11.52 B,$10.71 B,$10.51 B,$11.59 B,$11.35 B,$11.92 B,$11.65 B,$12.15 B,$11.58 B,$10.44 B,$9.94 B
taqa,,,,,,,,,,,,,,,,,,,,,,,
cvs-health,$347.80 B,$322.46 B,$292.11 B,$268.70 B,$256.77 B,$194.09 B,$184.76 B,$177.52 B,$153.29 B,$139.36 B,$126.80 B,$123.13 B,$107.50 B,$96.41 B,$98.72 B,$87.47 B,$76.32 B,$43.81 B,$37.00 B,$30.59 B,$26.58 B,$24.18 B,$22.24 B
petrobras,$105.47 B,$124.47 B,$83.96 B,$53.68 B,$95.58 B,$88.82 B,$81.40 B,$97.31 B,$143.65 B,$141.46 B,$144.21 B,$145.94 B,$120.05 B,$91.86 B,$118.25 B,$87.73 B,$72.34 B,$56.32 B,$37.45 B,$30.79 B,$22.61 B,$24.54 B,
automatic-data-processing,$17.43 B,$16.67 B,$15.27 B,$14.10 B,$13.92 B,$13.33 B,$12.36 B,$11.66 B,$10.87 B,$11.25 B,$11.35 B,$10.48 B,$9.97 B,$9.26 B,$8.78 B,$9.01 B,$8.27 B,$9.44 B,$8.85 B,$8.05 B,$7.36 B,$7.04 B,$7.03 B
progressive,$58.66 B,$49.58 B,$47.67 B,$27.14 B,$38.99 B,$31.95 B,$26.81 B,$23.41 B,$20.83 B,$19.37 B,$18.15 B,$17.07 B,$15.50 B,$14.95 B,$14.56 B,$12.84 B,$14.68 B,$14.78 B,$14.30 B,$13.78 B,$11.89 B,$9.29 B,$7.48 B
cm-bank,$47.73 B,$50.54 B,$50.23 B,$41.62 B,$38.64 B,$37.04 B,$32.71 B,$31.32 B,$31.93 B,$26.77 B,$21.64 B,$18.01 B,$14.97 B,$10.62 B,$7.52 B,$8.04 B,$5.45 B,$3.14 B,$3.48 B,$2.72 B,$2.12 B,$0.96 B,
citigroup,$77.98 B,$75.30 B,$70.97 B,$74.56 B,$74.28 B,$72.85 B,$71.57 B,$69.87 B,$76.35 B,$76.88 B,$76.63 B,$70.17 B,$78.35 B,$84.00 B,$90.12 B,$54.14 B,$81.69 B,$89.61 B,$83.97 B,$86.19 B,$77.44 B,$77.78 B,$80.05 B
palo-alto-networks,$7.20 B,$5.81 B,$4.55 B,$3.58 B,$3.01 B,$2.42 B,$1.86 B,$1.47 B,$1.03 B,$0.66 B,$0.43 B,$0.28 B,,,,,,,,,,,
aia,$19.11 B,$47.52 B,$50.35 B,$47.24 B,$38.33 B,$28.19 B,$23.27 B,$25.43 B,$21.92 B,$20.38 B,$14.38 B,$18.39 B,$19.01 B,,,,,,,,,,
lam-research,$15.83 B,$19.04 B,$16.52 B,$11.92 B,$9.54 B,$10.87 B,$9.55 B,$6.37 B,$5.90 B,$4.86 B,$3.96 B,$3.16 B,$2.82 B,$3.00 B,$1.19 B,$1.90 B,$2.62 B,$2.20 B,$1.38 B,$1.36 B,$0.74 B,$0.72 B,$1.19 B
shopify,$6.65 B,$5.59 B,$4.61 B,$2.92 B,$1.57 B,$1.07 B,$0.67 B,$0.38 B,$0.20 B,$0.10 B,,,,,,,,,,,,,
china-life-insurance,$152.39 B,$120.80 B,$130.53 B,$117.76 B,$107.08 B,$96.80 B,$95.67 B,$82.22 B,$81.05 B,$68.49 B,$56.35 B,$56.81 B,$57.13 B,$36.82 B,$8.06 B,$25.44 B,$23.90 B,$12.15 B,$9.29 B,$9.53 B,,,
analog-devices,$12.30 B,$12.01 B,$7.31 B,$5.60 B,$5.99 B,$6.20 B,$5.10 B,$3.42 B,$3.43 B,$2.86 B,$2.63 B,$2.70 B,$2.99 B,$2.76 B,$2.01 B,$2.58 B,$2.54 B,$2.57 B,$2.38 B,$2.63 B,$2.04 B,$1.70 B,$2.27 B
ubs,$36.90 B,$34.12 B,$35.25 B,$31.99 B,$30.78 B,$30.67 B,$29.38 B,$32.56 B,$32.49 B,$32.42 B,$29.82 B,$37.20 B,$30.84 B,$24.01 B,$17.97 B,$20.89 B,$31.52 B,$31.34 B,$29.31 B,$20.59 B,$27.94 B,$24.99 B,
regeneron-pharmaceuticals,$13.09 B,$12.17 B,$16.07 B,$8.49 B,$7.86 B,$6.71 B,$5.87 B,$4.86 B,$4.10 B,$2.81 B,$2.10 B,$1.37 B,$0.44 B,$0.45 B,$0.37 B,$0.23 B,$0.12 B,$63.44 M,$66.19 M,$0.17 B,$59.33 M,$21.98 M,$24.74 M
eaton,$22.61 B,$20.75 B,$19.62 B,$17.85 B,$21.39 B,$21.60 B,$20.40 B,$19.74 B,$20.85 B,$22.55 B,$22.04 B,$16.31 B,$16.04 B,$13.71 B,$11.87 B,$15.37 B,$13.07 B,$12.41 B,$11.11 B,$9.81 B,$8.06 B,$7.20 B,$7.29 B
ping-an-insurance,$79.81 B,$146.50 B,$163.34 B,$159.16 B,$153.19 B,$133.46 B,$133.69 B,$107.70 B,$99.03 B,$75.34 B,$59.48 B,$47.80 B,$38.90 B,$28.28 B,$21.73 B,$20.35 B,$22.01 B,,,,,,
chubb,$48.41 B,$43.14 B,$40.96 B,$35.99 B,$34.27 B,$32.71 B,$32.27 B,$31.46 B,$19.00 B,$19.16 B,$18.02 B,$16.29 B,$22.97 B,$16.01 B,$15.07 B,$13.62 B,$14.15 B,$13.32 B,$13.09 B,$12.33 B,$10.68 B,$7.12 B,$6.64 B
vertex-pharmaceuticals,$9.65 B,$8.93 B,$7.57 B,$6.20 B,$4.16 B,$3.04 B,$2.48 B,$1.70 B,$1.03 B,$0.58 B,$1.21 B,$1.52 B,$1.41 B,$0.14 B,$0.10 B,$0.17 B,$0.19 B,$0.21 B,$0.16 B,$0.10 B,$69.14 M,$0.16 B,$0.13 B
equinor,$111.84 B,$149.00 B,$88.74 B,$45.75 B,$62.91 B,$78.55 B,$60.97 B,$45.68 B,$56.38 B,$94.18 B,$103.40 B,$125.41 B,$115.41 B,$87.16 B,$75.64 B,$102.28 B,$92.39 B,$68.86 B,$58.33 B,$50.15 B,$36.93 B,$33.93 B,$25.62 B
essilor-luxottica,$26.23 B,$22.44 B,$17.74 B,$19.48 B,$12.35 B,$8.99 B,$7.48 B,$7.34 B,$6.89 B,$6.99 B,$6.59 B,$5.42 B,$5.17 B,$4.68 B,$4.29 B,$4.24 B,$3.55 B,$2.86 B,$3.06 B,$2.66 B,$2.31 B,$2.24 B,
airbnb,$9.60 B,$8.39 B,$5.99 B,$3.37 B,,,,,,,,,,,,,,,,,,,
kohlberg-kravis-roberts,$12.55 B,$5.72 B,$16.23 B,$4.23 B,$4.22 B,$2.39 B,$3.28 B,$1.90 B,$1.04 B,$1.11 B,$0.76 B,$8.02 B,$2.17 B,$9.61 B,$8.08 B,,,,,,,,
csl,$13.17 B,$10.49 B,$7.71 B,$6.25 B,$5.97 B,$5.61 B,$5.08 B,$4.41 B,$4.18 B,$5.02 B,$4.51 B,$4.64 B,$4.78 B,$3.18 B,$3.00 B,$3.26 B,$2.31 B,$1.57 B,$1.37 B,$0.76 B,$0.57 B,$0.49 B,$0.55 B
sinopec,$473.53 B,$490.51 B,$424.11 B,$306.76 B,$428.75 B,$432.87 B,$352.07 B,$288.67 B,$320.37 B,$456.94 B,$470.29 B,$442.91 B,$390.44 B,$284.66 B,$197.11 B,$211.34 B,$160.37 B,$132.08 B,$98.05 B,$71.58 B,$50.55 B,$39.28 B,$38.47 B
icici-bank,$18.11 B,$16.09 B,$16.37 B,$15.32 B,$14.62 B,,,,,,,,,,,,,,,,,,
zoetis,$8.37 B,$8.08 B,$7.77 B,$6.67 B,$6.26 B,$5.82 B,$5.30 B,$4.88 B,$4.76 B,$4.78 B,$4.56 B,$4.33 B,$4.23 B,,,,,,,,,,
micron-technology,$15.54 B,$27.15 B,$29.61 B,$22.06 B,$20.63 B,$31.50 B,$23.15 B,$13.01 B,$14.96 B,$16.88 B,$11.28 B,$8.03 B,$8.62 B,$8.99 B,$5.14 B,$5.70 B,$5.69 B,$5.44 B,$4.98 B,$4.55 B,$3.51 B,$2.85 B,$2.78 B
blackstone-group,$7.41 B,$7.13 B,$16.65 B,$5.23 B,$6.17 B,$5.79 B,$5.91 B,$4.38 B,$4.32 B,$6.52 B,$5.66 B,$3.76 B,$3.36 B,$2.45 B,$1.86 B,-$1.25 B,$6.27 B,$8.67 B,$5.63 B,,,,
porsche,$44.15 B,$39.62 B,,,,,,,,,,,,,,,,,,,,,
al-rajhi-bank,$7.39 B,$7.61 B,$6.84 B,$5.51 B,$5.25 B,$4.60 B,$4.23 B,$4.05 B,$3.69 B,$3.63 B,$3.66 B,$3.54 B,,,,,,,,,,,
synopsys,$5.84 B,$5.08 B,$4.20 B,$3.68 B,$3.33 B,$3.12 B,$2.72 B,$2.42 B,$2.24 B,$2.05 B,$1.96 B,$1.75 B,$1.53 B,$1.38 B,$1.36 B,$1.33 B,$1.21 B,$1.09 B,$0.99 B,$1.09 B,$1.17 B,$0.90 B,$0.68 B
china-shenhua-energy,$49.25 B,$50.96 B,$51.90 B,$34.07 B,$34.93 B,$39.64 B,$37.11 B,$27.34 B,$28.07 B,$40.14 B,$46.38 B,$39.78 B,$32.45 B,$22.65 B,$17.77 B,$15.59 B,$10.85 B,,,,,,
boston-scientific,$13.75 B,$12.68 B,$11.88 B,$9.91 B,$10.73 B,$9.82 B,$9.04 B,$8.38 B,$7.47 B,$7.38 B,$7.14 B,$7.25 B,$7.62 B,$7.80 B,$8.18 B,$8.05 B,$8.35 B,$7.82 B,$6.28 B,$5.62 B,$3.47 B,$2.91 B,$2.67 B
mercadolibre,$13.21 B,$10.53 B,$7.06 B,$3.97 B,$2.29 B,$1.43 B,$1.39 B,$0.84 B,$0.65 B,$0.55 B,$0.47 B,$0.37 B,$0.29 B,$0.21 B,$0.17 B,$0.13 B,$85.12 M,$52.05 M,$28.24 M,,,,
byd,$82.09 B,$62.14 B,$33.48 B,$22.97 B,$18.45 B,$19.42 B,$15.84 B,$15.45 B,$12.62 B,$9.40 B,$8.63 B,$7.66 B,$7.61 B,$7.20 B,,,,,,,,,
cnooc,$56.82 B,$11.23 B,$11.19 B,$8.61 B,$6.68 B,$7.02 B,$3.18 B,$2.51 B,,,,,,,,,,,,,,,
diageo,$16.23 B,$15.54 B,$13.62 B,$11.45 B,$9.35 B,$12.74 B,$15.26 B,,,,,,,,,,,,,,,,
fiserv,$18.80 B,$17.73 B,$16.22 B,$14.85 B,$10.18 B,$5.82 B,$5.69 B,$5.50 B,$5.25 B,$5.06 B,$4.81 B,$4.48 B,$4.33 B,$4.13 B,$4.13 B,$4.74 B,$3.95 B,$4.54 B,$4.05 B,$3.72 B,$3.03 B,$2.56 B,$1.89 B
iberdrola,$57.33 B,$56.81 B,$45.45 B,$38.39 B,$40.76 B,$41.28 B,$35.91 B,$32.27 B,$34.71 B,$39.23 B,$43.54 B,$44.57 B,$43.56 B,$40.06 B,$34.42 B,,,,,,,,
southern-company,$26.25 B,$29.27 B,$23.11 B,$20.37 B,$21.41 B,$23.49 B,$23.03 B,$19.86 B,$17.52 B,$18.49 B,$17.08 B,$16.53 B,$17.65 B,$17.45 B,$15.74 B,$17.12 B,$15.35 B,$14.35 B,$13.55 B,$11.92 B,$11.26 B,$10.54 B,$10.15 B
compagnie-financiere-richemont,$21.75 B,$21.40 B,$15.40 B,$15.70 B,$15.70 B,$13.51 B,$11.37 B,$12.55 B,$11.27 B,$14.64 B,$12.99 B,$11.84 B,$9.73 B,$6.99 B,$7.17 B,$8.35 B,$6.45 B,$5.21 B,$4.81 B,$4.15 B,$3.95 B,$4.18 B,
wuliangye-yibin,$11.52 B,$11.06 B,$10.21 B,$8.33 B,$7.27 B,$6.05 B,$4.49 B,$3.68 B,$3.43 B,$3.39 B,$4.02 B,$4.32 B,$3.16 B,$2.31 B,$1.63 B,$1.15 B,$0.96 B,$0.93 B,$0.78 B,$0.76 B,$0.76 B,$0.68 B,$0.57 B
china-yangtze-power,$9.70 B,$7.66 B,$8.61 B,$8.46 B,$7.17 B,$7.62 B,$7.50 B,$7.30 B,$3.83 B,$4.35 B,$3.70 B,$4.09 B,$3.23 B,$3.26 B,$1.58 B,$1.28 B,$1.16 B,$0.87 B,$0.89 B,$0.74 B,,,
lg-energy-solution,$26.23 B,$19.60 B,$15.41 B,,,,,,,,,,,,,,,,,,,,
