Company,2023 (TTM),2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
hella,$8.48 B,$7.49 B,$7.48 B,$6.49 B,$7.51 B,$8.39 B,$7.78 B,$7.00 B,$6.76 B,$7.26 B,$6.96 B,,,,,,,,,,,,
east-west-bancorp,$2.58 B,$2.31 B,$1.80 B,$1.59 B,$1.66 B,$1.54 B,$1.35 B,$1.20 B,$1.12 B,$1.02 B,$0.84 B,$0.90 B,$0.91 B,$0.93 B,$0.96 B,$0.40 B,$0.45 B,$0.40 B,$0.30 B,$0.23 B,$0.17 B,$0.14 B,$0.12 B
indian-overseas-bank,$1.26 B,$1.18 B,$1.57 B,$1.36 B,$1.09 B,$1.42 B,$1.36 B,$1.22 B,$1.23 B,$1.22 B,$1.29 B,$1.32 B,,,,,,,,,,,
lg-corp,$5.60 B,$5.55 B,$5.94 B,$5.68 B,$5.18 B,$9.69 B,$9.24 B,$8.61 B,$8.03 B,$8.77 B,$8.47 B,$8.48 B,$8.34 B,$7.15 B,,,,,,,,,
sci,$4.07 B,$4.10 B,$4.14 B,$3.51 B,$3.23 B,$3.19 B,$3.09 B,$3.03 B,$2.98 B,$2.99 B,$2.55 B,$2.41 B,$2.31 B,$2.19 B,$2.05 B,$2.15 B,$2.28 B,$1.74 B,$1.72 B,$1.86 B,$2.34 B,$2.27 B,$2.51 B
american-financial-group,$7.67 B,$7.04 B,$6.55 B,$7.90 B,$8.23 B,$7.15 B,$6.86 B,$6.49 B,$6.13 B,$5.71 B,$5.09 B,$5.06 B,$4.75 B,$4.49 B,$4.32 B,$4.31 B,$4.40 B,$4.25 B,$4.03 B,$3.90 B,$3.35 B,$3.74 B,$3.92 B
unibail-rodamco-westfield,$3.21 B,$2.85 B,$3.25 B,$3.78 B,$3.12 B,$2.49 B,$2.13 B,$2.16 B,$2.35 B,$2.43 B,$2.28 B,$1.89 B,$1.97 B,$2.11 B,$1.98 B,$1.28 B,$0.64 B,$0.55 B,$0.70 B,,,,
docusign,$2.65 B,$2.43 B,$1.95 B,$1.29 B,$0.89 B,$0.65 B,,,,,,,,,,,,,,,,,
bank-pekao,$3.62 B,$2.58 B,$2.17 B,$2.02 B,$2.16 B,$2.15 B,$2.13 B,$1.87 B,$1.87 B,$2.29 B,$2.35 B,$2.41 B,,,,,,,,,,,
etsy,$2.71 B,$2.56 B,$2.32 B,$1.72 B,$0.81 B,$0.60 B,$0.44 B,$0.36 B,$0.27 B,$0.19 B,,,,,,,,,,,,,
advantech,$2.14 B,$2.28 B,$2.09 B,$1.75 B,$1.76 B,$1.61 B,$1.47 B,$1.30 B,$1.19 B,$1.19 B,$1.04 B,$0.93 B,$0.89 B,$0.74 B,,,,,,,,,
hua-nan-financial-holdings,$1.82 B,$1.77 B,$1.81 B,$1.37 B,$1.52 B,$1.52 B,$1.40 B,$1.31 B,$1.23 B,$1.27 B,$1.21 B,$1.13 B,$1.01 B,$0.93 B,,,,,,,,,
bruker,$2.81 B,$2.53 B,$2.41 B,$1.98 B,$2.07 B,$1.89 B,$1.76 B,$1.61 B,$1.62 B,$1.80 B,$1.83 B,$1.79 B,$1.65 B,$1.30 B,$1.11 B,$1.10 B,$0.54 B,$0.39 B,$0.29 B,$0.28 B,$0.20 B,$0.11 B,$92.69 M
apollo-hospitals,$2.16 B,$1.96 B,$1.87 B,$1.41 B,$1.54 B,,,,,,,,,,,,,,,,,,
siemens-energy,$33.50 B,$31.53 B,$32.49 B,$31.98 B,,,,,,,,,,,,,,,,,,,
globant,$2.00 B,$1.78 B,$1.29 B,$0.81 B,$0.65 B,$0.52 B,$0.41 B,$0.32 B,$0.25 B,$0.19 B,$0.15 B,,,,,,,,,,,,
sunny-optical,$4.81 B,$5.88 B,$5.82 B,$5.41 B,$3.77 B,$3.43 B,$2.10 B,$1.65 B,$1.36 B,$0.96 B,$0.63 B,$0.39 B,$0.27 B,$0.19 B,$0.18 B,$0.18 B,$0.11 B,,,,,,
cubesmart,$1.04 B,$1.00 B,$0.82 B,$0.67 B,$0.64 B,$0.59 B,$0.55 B,$0.51 B,$0.44 B,$0.37 B,$0.32 B,$0.28 B,$0.24 B,$0.21 B,$0.22 B,$0.23 B,$0.22 B,$0.21 B,$0.14 B,$98.59 M,,,
sabesp,$4.78 B,$4.26 B,$3.59 B,$3.32 B,$4.49 B,$4.27 B,$4.52 B,$3.27 B,$4.72 B,$5.14 B,$5.45 B,$5.77 B,$5.38 B,$4.57 B,$3.59 B,$3.16 B,$2.55 B,$2.24 B,$1.17 B,$1.26 B,$0.76 B,,
scentre-group,$1.67 B,$1.65 B,$1.66 B,$1.83 B,$1.85 B,$1.92 B,$1.81 B,$2.08 B,$1.77 B,$0.47 B,$0.53 B,$0.49 B,,,,,,,,,,,
northern-star,$2.73 B,$2.57 B,$2.07 B,$1.35 B,$0.98 B,$0.71 B,$0.65 B,$0.58 B,$0.64 B,$0.27 B,$0.13 B,$0.10 B,$0.12 B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
united-utilities,$2.25 B,$2.44 B,$2.48 B,$2.30 B,$2.36 B,$2.43 B,$2.12 B,$2.48 B,$2.54 B,$2.83 B,$2.48 B,$2.50 B,$2.43 B,$2.38 B,$3.48 B,$4.68 B,$3.93 B,$3.62 B,$3.97 B,$3.79 B,,,
canara-bank,$7.64 B,$6.75 B,$6.86 B,$5.66 B,$3.20 B,,,,,,,,,,,,,,,,,,
aisin-seiki,$34.06 B,$32.02 B,$34.75 B,$32.30 B,$35.76 B,$36.69 B,$34.16 B,$31.89 B,$26.34 B,$26.95 B,$27.66 B,$31.41 B,$27.54 B,$26.68 B,$19.44 B,,,,,,,,
etihad-etisalat,$4.40 B,$4.17 B,$3.95 B,$3.74 B,$3.58 B,$3.16 B,$3.02 B,$3.35 B,$3.84 B,$5.09 B,$6.72 B,$6.31 B,,,,,,,,,,,
xpo-logistics,$7.63 B,$11.57 B,$16.44 B,$16.25 B,$16.64 B,$17.27 B,$15.38 B,$14.61 B,$7.62 B,$2.35 B,$0.70 B,$0.27 B,$0.17 B,$0.15 B,$0.10 B,$0.10 B,$52.78 M,$42.19 M,$39.84 M,$42.48 M,$14.68 M,$9.99 M,
hf-sinclair,$33.28 B,$38.20 B,$18.38 B,$11.18 B,$17.48 B,$17.71 B,$14.25 B,$10.53 B,$13.23 B,$19.76 B,$20.16 B,$20.09 B,$15.43 B,$8.32 B,$4.83 B,$5.86 B,$4.79 B,$4.02 B,$3.21 B,$2.24 B,$1.34 B,$0.90 B,$1.07 B
insurance-australia-group,$6.76 B,$6.10 B,$6.90 B,$6.10 B,$6.36 B,$6.76 B,$7.59 B,$6.77 B,$8.73 B,$9.18 B,$8.35 B,$9.35 B,$8.80 B,$6.72 B,$6.84 B,$7.95 B,$6.81 B,$5.38 B,$4.85 B,$4.58 B,$3.38 B,$2.16 B,$2.32 B
qiagen,$1.95 B,$2.14 B,$2.25 B,$1.87 B,$1.52 B,$1.50 B,$1.41 B,$1.33 B,$1.28 B,$1.34 B,$1.30 B,$1.25 B,$1.16 B,$1.08 B,$1.00 B,$0.89 B,$0.64 B,$0.46 B,$0.39 B,$0.38 B,$0.35 B,$0.29 B,$0.26 B
phosagro,$5.29 B,$8.76 B,$5.68 B,$3.35 B,$3.88 B,$3.66 B,$3.14 B,$2.92 B,$3.04 B,$3.04 B,$3.25 B,$3.42 B,,,,,,,,,,,
daiwa-securities,$4.82 B,$4.18 B,$5.28 B,$4.77 B,$4.32 B,$4.75 B,$5.13 B,$4.83 B,$4.96 B,$5.26 B,$6.27 B,$4.62 B,,,,,,,,,,,
samsung-life-insurance,$21.49 B,$21.77 B,$24.17 B,$24.46 B,$24.30 B,$26.48 B,$25.92 B,$25.73 B,$22.74 B,$24.72 B,$24.25 B,,,,,,,,,,,,
korea-electric-power,$65.05 B,$54.82 B,$52.17 B,$50.22 B,$50.81 B,$55.16 B,$53.57 B,$52.43 B,$51.36 B,$54.34 B,$49.88 B,$44.83 B,$38.57 B,$34.23 B,$27.57 B,$27.99 B,$31.46 B,$24.41 B,$20.81 B,$20.00 B,$16.52 B,$14.39 B,
accton-technology,$2.71 B,$2.55 B,$2.13 B,$1.87 B,$1.80 B,$1.42 B,$1.20 B,$0.91 B,$0.77 B,$0.76 B,$0.77 B,$0.91 B,$0.87 B,$0.74 B,,,,,,,,,
siam-commercial-bank,,,,,,,,,,,,,,,,,,,,,,,
sumitomo-denki-kogyo,$30.08 B,$28.85 B,$29.43 B,$26.91 B,$28.89 B,$28.77 B,$27.05 B,$25.71 B,$24.55 B,$25.38 B,$24.87 B,$26.48 B,$25.42 B,$23.42 B,$17.11 B,,,,,,,,
capitaland-mall-trust,$0.54 B,$0.57 B,$0.51 B,$0.49 B,$0.50 B,$0.48 B,$0.51 B,$0.57 B,$0.53 B,$0.49 B,$0.43 B,$0.38 B,,,,,,,,,,,
kakaobank,$0.83 B,$0.78 B,$0.60 B,$0.31 B,,,,,,,,,,,,,,,,,,,
wynn-resorts,$5.69 B,$3.75 B,$3.76 B,$2.09 B,$6.61 B,$6.71 B,$6.30 B,$4.46 B,$4.07 B,$5.43 B,$5.62 B,$6.54 B,$5.26 B,$4.18 B,$3.04 B,$2.98 B,$2.68 B,$1.43 B,$0.3 M,$1.01 M,,,
asus,$15.72 B,$17.85 B,$19.17 B,$14.26 B,$11.45 B,$11.78 B,$14.39 B,$14.52 B,$14.77 B,$15.91 B,$15.78 B,$15.27 B,$12.96 B,$13.82 B,,,,,,,,,
demant,$2.83 B,$2.79 B,$2.39 B,$2.24 B,$2.13 B,$2.12 B,$1.69 B,$1.56 B,$1.52 B,$1.70 B,$1.51 B,$1.40 B,$1.23 B,$1.09 B,$1.00 B,$1.07 B,$0.90 B,$0.71 B,$0.78 B,$0.65 B,$0.57 B,,
computershare,$3.16 B,$2.56 B,$1.71 B,$1.56 B,$1.64 B,$1.68 B,$1.61 B,$1.46 B,$1.50 B,$1.89 B,$1.84 B,$1.84 B,$1.70 B,$1.34 B,$1.20 B,$1.49 B,$1.20 B,$0.88 B,$0.53 B,$0.40 B,$0.31 B,$0.28 B,$0.25 B
yaskawa,$4.14 B,$4.06 B,$4.24 B,$3.58 B,$3.88 B,$4.00 B,$3.60 B,$3.47 B,$3.63 B,$3.55 B,$3.68 B,$3.90 B,$3.31 B,,,,,,,,,,
melrose-industries,$9.13 B,$9.29 B,$11.95 B,$14.38 B,$10.92 B,$2.82 B,$1.09 B,$0.38 B,$2.14 B,$2.85 B,$2.50 B,$1.67 B,$1.59 B,$2.10 B,$1.31 B,$0.57 B,$0.63 B,$0.46 B,N/A,N/A,,,
arab-national-bank,$2.23 B,$1.82 B,$1.53 B,$1.55 B,$1.79 B,$1.74 B,$1.70 B,$1.55 B,$1.53 B,$1.44 B,$1.34 B,$1.23 B,,,,,,,,,,,
caesars-entertainment,$11.52 B,$10.82 B,$9.47 B,$3.47 B,$2.52 B,$2.05 B,$1.42 B,$0.89 B,$0.71 B,$0.36 B,,,,,,,,,,,,,
permian-resources,$2.75 B,$2.13 B,$1.02 B,$0.58 B,$0.94 B,$0.89 B,$0.42 B,$29.71 M,,,,,,,,,,,,,,,
icici-prulife,$8.36 B,$6.37 B,$9.24 B,$7.50 B,$6.34 B,$4.75 B,,,,,,,,,,,,,,,,,
mankind-pharma,$1.19 B,$1.05 B,,,,,,,,,,,,,,,,,,,,,
dropbox,$2.46 B,$2.32 B,$2.15 B,$1.91 B,$1.66 B,$1.39 B,$1.10 B,,,,,,,,,,,,,,,,
henry-schein,$12.69 B,$12.64 B,$12.40 B,$10.11 B,$9.98 B,$13.20 B,$12.46 B,$11.57 B,$10.62 B,$10.37 B,$9.56 B,$8.93 B,$8.53 B,$7.52 B,$6.54 B,$6.39 B,$5.94 B,$5.15 B,$4.71 B,$4.06 B,$3.35 B,$2.82 B,$2.55 B
south32,$7.42 B,$9.26 B,$5.47 B,$6.07 B,$7.27 B,$7.54 B,$6.95 B,$5.81 B,$3.84 B,$8.34 B,$12.09 B,$13.83 B,,,,,,,,,,,
ascendas-reit,$0.68 B,$0.64 B,$0.62 B,$0.59 B,$0.52 B,$0.51 B,$0.47 B,$0.45 B,$0.55 B,$0.64 B,,,,,,,,,,,,,
banco-santander-chile,$2.09 B,$2.49 B,$2.95 B,$2.58 B,$2.74 B,$2.82 B,$2.75 B,$2.56 B,$2.46 B,$2.88 B,$2.84 B,$2.98 B,$2.86 B,$2.72 B,$2.56 B,$2.72 B,$2.35 B,$1.84 B,$1.50 B,$1.30 B,$1.08 B,$0.66 B,$0.42 B
mizrahi-tefahot,$4.07 B,$3.86 B,$3.17 B,$2.30 B,$2.05 B,$1.88 B,$1.68 B,$1.45 B,$1.37 B,$1.36 B,$1.38 B,$1.24 B,,,,,,,,,,,
deutsche-wohnen,$2.64 B,$2.45 B,$3.20 B,$2.50 B,$1.68 B,$1.34 B,$1.24 B,$1.52 B,$1.24 B,$0.80 B,$0.49 B,$0.28 B,$0.61 B,$0.46 B,,,,,,,,,
chailease-holding,$0.73 B,$0.73 B,$0.68 B,$0.56 B,$0.73 B,$0.69 B,$0.58 B,$0.49 B,$0.49 B,$0.54 B,$0.49 B,$0.29 B,$0.23 B,,,,,,,,,,
itt,$3.22 B,$2.98 B,$2.76 B,$2.47 B,$2.84 B,$2.74 B,$2.58 B,$2.40 B,$2.48 B,$2.65 B,$2.49 B,$2.22 B,$2.11 B,$11.05 B,$10.90 B,$11.69 B,$9.00 B,$8.00 B,$7.42 B,$6.76 B,$5.62 B,$4.98 B,$4.67 B
incannex-healthcare,N/A,N/A,$1.42 M,$0.41 M,$0.82 M,$0.74 M,$0.21 M,$0.03 M,$0.06 M,$0.02 M,,,,,,,,,,,,,
skechers,$7.91 B,$7.44 B,$6.28 B,$4.59 B,$5.22 B,$4.64 B,$4.16 B,$3.56 B,$3.14 B,$2.37 B,$1.84 B,$1.56 B,$1.61 B,$2.01 B,$1.43 B,$1.44 B,$1.39 B,$1.20 B,$1.00 B,$0.92 B,$0.83 B,$0.94 B,$0.96 B
far-eastone,$2.91 B,$2.96 B,$3.05 B,$2.73 B,$2.73 B,$2.87 B,$3.05 B,$2.93 B,$3.04 B,$3.13 B,$3.05 B,$2.94 B,$2.56 B,$2.05 B,,,,,,,,,
thai-beverage,$8.25 B,$8.80 B,$7.96 B,$5.65 B,$4.97 B,$4.97 B,$5.07 B,$5.27 B,$4.27 B,$3.90 B,$3.18 B,,,,,,,,,,,,
mitsubishi-chemical,$32.51 B,$33.66 B,$33.94 B,$28.94 B,$34.91 B,$35.32 B,$32.84 B,$31.92 B,$30.70 B,$34.19 B,$32.94 B,$38.68 B,$39.65 B,$35.91 B,$25.13 B,,,,,,,,
elbit-systems,$5.85 B,$5.51 B,$5.27 B,$4.66 B,$4.50 B,$3.68 B,$3.37 B,$3.26 B,$3.10 B,$2.95 B,$2.92 B,$2.88 B,$2.81 B,$2.67 B,$2.83 B,$2.63 B,$1.98 B,$1.52 B,$1.06 B,$0.93 B,$0.89 B,$0.82 B,$0.76 B
clean-harbors,$5.34 B,$5.16 B,$3.80 B,$3.14 B,$3.41 B,$3.30 B,$2.94 B,$2.75 B,$3.27 B,$3.40 B,$3.50 B,$2.18 B,$1.98 B,$1.73 B,$1.07 B,$1.03 B,$0.94 B,$0.82 B,$0.71 B,$0.64 B,$0.61 B,$0.35 B,$0.25 B
ipsen,$3.38 B,$3.39 B,$3.30 B,$3.01 B,$2.68 B,$2.41 B,$1.75 B,$1.66 B,$1.62 B,$1.77 B,$1.68 B,$1.60 B,$1.55 B,$1.59 B,$1.45 B,$1.45 B,$1.13 B,$0.93 B,$0.98 B,,,,
fortune-brands-innovations,$4.59 B,$7.21 B,$7.65 B,$6.09 B,$5.76 B,$5.48 B,$5.28 B,$4.98 B,$4.57 B,$4.24 B,$4.15 B,$3.59 B,$3.32 B,$3.23 B,,,,,,,,,
china-resources-power-holdings,$13.24 B,$11.51 B,$8.97 B,$8.70 B,$9.82 B,$9.38 B,$8.53 B,$9.21 B,$9.11 B,$8.97 B,$8.05 B,$7.81 B,$6.24 B,$4.28 B,$3.46 B,$2.15 B,$1.25 B,$0.76 B,$0.24 B,$63.35 M,N/A,,
microstrategy,$0.50 B,$0.49 B,$0.51 B,$0.48 B,$0.48 B,$0.49 B,$0.50 B,$0.51 B,$0.52 B,$0.57 B,$0.57 B,$0.59 B,$0.56 B,$0.45 B,$0.37 B,$0.35 B,$0.35 B,$0.31 B,$0.26 B,$0.23 B,$0.17 B,$0.14 B,$0.18 B
universal-health-services,$14.02 B,$13.39 B,$12.64 B,$11.55 B,$11.37 B,$10.77 B,$10.40 B,$9.76 B,$9.04 B,$8.06 B,$7.28 B,$7.00 B,$7.50 B,$5.56 B,$5.20 B,$5.05 B,$4.75 B,$4.19 B,$4.01 B,$3.95 B,$3.64 B,$3.25 B,$2.84 B
annaly-capital-management,-$1.97 B,$1.94 B,$2.66 B,-$0.59 B,-$2 B,$0.27 B,$1.68 B,$1.56 B,$0.73 B,-$0.62 B,$3.99 B,$2.16 B,$2.08 B,$1.47 B,$2.11 B,$1.24 B,$0.49 B,$0.15 B,$0.11 B,$0.27 B,$0.19 B,$0.23 B,$99.58 M
juniper-networks,$5.64 B,$5.30 B,$4.73 B,$4.44 B,$4.44 B,$4.64 B,$5.02 B,$4.99 B,$4.85 B,$4.62 B,$4.66 B,$4.36 B,$4.44 B,$4.09 B,$3.31 B,$3.57 B,$2.83 B,$2.30 B,$2.06 B,$1.33 B,$0.70 B,$0.54 B,$0.88 B
shriram-transport-finance,$2.20 B,$1.54 B,$1.19 B,$1.06 B,$1.15 B,$1.15 B,$0.73 B,$0.73 B,$1.21 B,,,,,,,,,,,,,,
duolingo,$0.48 B,$0.36 B,$0.25 B,$0.16 B,,,,,,,,,,,,,,,,,,,
nvent-electric,$3.14 B,$2.90 B,$2.46 B,$1.99 B,$2.20 B,$2.94 B,$2.09 B,,,,,,,,,,,,,,,,
d-ieteren-group,$5.04 B,$3.80 B,$4.08 B,$4.25 B,$4.09 B,$4.14 B,$6.81 B,$6.59 B,$6.73 B,$7.55 B,$7.29 B,$7.74 B,$9.38 B,$8.98 B,$9.08 B,$8.71 B,$6.94 B,$5.62 B,$6.04 B,,,,
sasa-polyester,$1.48 B,$1.82 B,$1.45 B,$0.70 B,$0.48 B,$0.43 B,$0.45 B,$0.38 B,$0.39 B,$0.54 B,$0.55 B,$0.55 B,$0.52 B,,,,,,,,,,
bkw-ag,$5.48 B,$3.69 B,$3.33 B,$2.79 B,$2.56 B,$2.48 B,$2.61 B,$2.56 B,$2.75 B,$2.89 B,$3.00 B,$2.66 B,$2.86 B,$3.37 B,$3.25 B,,,,,,,,
gitlab,$0.50 B,$0.37 B,$0.22 B,,,,,,,,,,,,,,,,,,,,
arc-resources,$5.40 B,$7.50 B,$4.35 B,$0.87 B,$0.97 B,$1.14 B,$0.95 B,$0.80 B,$0.91 B,$1.90 B,$1.55 B,$1.39 B,$1.43 B,$1.17 B,$0.73 B,$1.60 B,$0.93 B,$1.07 B,$0.98 B,$0.70 B,$0.54 B,$0.32 B,$0.38 B
knight-swift,$6.95 B,$7.42 B,$5.99 B,$4.67 B,$4.84 B,$5.34 B,$2.42 B,$1.11 B,$1.18 B,$1.10 B,$0.96 B,$0.93 B,$0.86 B,$0.73 B,$0.65 B,$0.76 B,$0.71 B,$0.66 B,$0.56 B,$0.44 B,$0.34 B,$0.28 B,$0.25 B
repligen,$0.66 B,$0.80 B,$0.67 B,$0.36 B,$0.27 B,$0.19 B,$0.14 B,$0.10 B,$83.53 M,$63.54 M,$68.16 M,$62.26 M,$26.25 M,$20.69 M,$28.06 M,$19.69 M,$13.26 M,$13.02 M,$8.47 M,$6.84 M,$7.24 M,$3.63 M,
mowi,$5.81 B,$5.16 B,$4.84 B,$4.32 B,$4.55 B,$4.40 B,$4.16 B,$3.86 B,$3.22 B,$3.64 B,$3.11 B,$2.69 B,$2.84 B,$2.55 B,$2.39 B,,,,,,,,
hana-financial-group,$9.58 B,$9.33 B,$9.36 B,$8.72 B,$7.85 B,$7.40 B,$7.66 B,$6.47 B,$5.71 B,$5.69 B,$5.47 B,$6.04 B,$3.81 B,$4.53 B,,,,,,,,,
on-holding,$1.87 B,$1.29 B,$0.78 B,,,,,,,,,,,,,,,,,,,,
wharf-holdings,$2.31 B,$2.86 B,$2.70 B,$2.16 B,$2.68 B,$5.53 B,$6.01 B,$5.27 B,$4.91 B,$4.11 B,$3.98 B,$3.09 B,$2.49 B,$2.26 B,$2.06 B,$2.07 B,$1.71 B,$1.61 B,$1.53 B,$1.45 B,$1.45 B,$1.50 B,
american-airlines,$52.91 B,$48.97 B,$29.88 B,$17.33 B,$45.76 B,$44.54 B,$42.20 B,$40.18 B,$40.99 B,$42.64 B,$26.74 B,$24.85 B,$23.97 B,$22.17 B,$19.91 B,$23.76 B,$22.93 B,$22.56 B,$20.71 B,$18.64 B,$17.44 B,$17.29 B,$18.96 B
imcd,$4.92 B,$3.89 B,$3.41 B,$3.01 B,$2.72 B,$2.28 B,$1.80 B,$1.67 B,$1.65 B,$1.70 B,$1.47 B,$1.11 B,,,,,,,,,,,
china-zheshang-bank,$7.20 B,$7.03 B,$6.56 B,$5.93 B,$6.64 B,$4.97 B,$5.25 B,$4.84 B,$3.87 B,$2.80 B,$2.22 B,$1.67 B,,,,,,,,,,,
puma,$9.48 B,$8.89 B,$7.91 B,$6.09 B,$6.14 B,$5.46 B,$4.75 B,$4.00 B,$3.74 B,$3.87 B,$3.96 B,$4.25 B,$4.14 B,$3.57 B,$3.45 B,,,,,,,,
sg-holdings,$9.55 B,$11.59 B,$13.34 B,$11.89 B,$10.68 B,$10.38 B,,,,,,,,,,,,,,,,,
bio-rad-laboratories,$2.72 B,$2.80 B,$2.92 B,$2.54 B,$2.31 B,$2.29 B,$2.16 B,$2.06 B,$2.01 B,$2.17 B,$2.13 B,$2.06 B,$2.07 B,$1.92 B,$1.78 B,$1.76 B,$1.46 B,$1.27 B,$1.18 B,$1.09 B,$1.00 B,$0.89 B,$0.81 B
everbright-securities-company,$1.34 B,$1.57 B,$2.57 B,$2.31 B,$1.44 B,$1.16 B,$1.46 B,$1.36 B,$2.62 B,$1.05 B,$0.64 B,$0.57 B,$0.68 B,$0.74 B,$0.80 B,,,,,,,,
red-electrica,$2.15 B,$2.12 B,$2.27 B,$2.30 B,$2.24 B,$2.29 B,$2.22 B,$2.13 B,$2.14 B,$2.41 B,$2.33 B,$2.28 B,$2.25 B,$1.84 B,$1.68 B,,,,,,,,
cleveland-cliffs,$21.92 B,$22.98 B,$20.44 B,$5.35 B,$1.98 B,$2.39 B,$2.33 B,$2.10 B,$2.01 B,$4.62 B,$5.69 B,$5.97 B,$6.79 B,$4.68 B,$2.34 B,$3.60 B,$2.27 B,$1.92 B,$1.73 B,$1.20 B,$0.84 B,$0.56 B,$0.32 B
ally,$9.22 B,$9.34 B,$8.91 B,$7.64 B,$7.37 B,$6.82 B,$7.01 B,$7.21 B,$7.45 B,$7.08 B,$6.31 B,$7.20 B,$7.08 B,$9.99 B,,,,,,,,,
president-chain-store-pscs,$10.01 B,$9.64 B,$9.40 B,$8.89 B,$8.34 B,$8.13 B,$7.33 B,$6.69 B,$6.43 B,$6.93 B,$6.84 B,$6.80 B,$6.39 B,$5.49 B,,,,,,,,,
mondi,$9.53 B,$8.74 B,$8.19 B,$8.14 B,$8.55 B,$8.51 B,$7.01 B,$7.45 B,$7.78 B,$8.94 B,$7.68 B,$7.43 B,$7.46 B,$7.53 B,$8.87 B,$9.15 B,$7.60 B,$4.34 B,$5.15 B,,,,
birkenstock,$1.22 B,$1.22 B,$1.11 B,$0.85 B,,,,,,,,,,,,,,,,,,,
synnex,$59.39 B,$62.34 B,$31.61 B,$24.67 B,$23.75 B,$20.05 B,$17.04 B,$14.06 B,$13.33 B,$13.83 B,$10.84 B,$10.28 B,$10.40 B,$8.61 B,$7.71 B,$7.76 B,$7.00 B,$6.34 B,$5.68 B,$5.31 B,$4.12 B,,
euronext,$1.59 B,$1.56 B,$1.48 B,$1.04 B,$0.76 B,$1.07 B,$0.61 B,$0.54 B,$0.57 B,$0.64 B,,,,,,,,,,,,,
grifols,$6.84 B,$6.18 B,$5.70 B,$5.26 B,$4.95 B,$4.46 B,$4.35 B,$4.37 B,$3.64 B,$3.41 B,$2.44 B,,,,,,,,,,,,
indutrade,$2.93 B,$2.64 B,$2.47 B,$2.11 B,$1.95 B,$1.91 B,$1.76 B,$1.51 B,$1.41 B,$1.38 B,$1.35 B,$1.26 B,$1.21 B,$0.95 B,$0.83 B,,,,,,,,
origin-energy,$10.83 B,$9.89 B,$8.92 B,$8.88 B,$10.27 B,$10.80 B,$10.48 B,$8.90 B,$8.86 B,$13.67 B,$13.34 B,$13.24 B,$11.06 B,$7.17 B,$6.48 B,$7.92 B,$5.36 B,$4.36 B,$3.19 B,$2.31 B,$2.18 B,$1.57 B,$1.08 B
hero-motocorp,$4.23 B,$4.08 B,$4.08 B,$3.80 B,$4.34 B,$4.23 B,$4.50 B,,,,,,,,,,,,,,,,
keppel,$5.38 B,$5.57 B,$4.41 B,$4.36 B,$4.90 B,$7.41 B,$10.39 B,$9.83 B,$11.22 B,$11.33 B,$7.25 B,$8.48 B,,,,,,,,,,,
taiwan-mobile,$5.80 B,$5.71 B,$5.59 B,$4.57 B,$4.05 B,$3.94 B,$3.88 B,$3.62 B,$3.63 B,$3.75 B,$3.72 B,$3.35 B,$2.74 B,$2.26 B,,,,,,,,,
sainsburys,$37.98 B,$39.27 B,$39.93 B,$35.86 B,$37.77 B,$39.94 B,$32.72 B,$33.78 B,$35.20 B,$39.86 B,$35.41 B,$35.70 B,$33.91 B,$30.31 B,$27.12 B,$35.39 B,$33.92 B,$27.90 B,$28.72 B,$33.62 B,$22.02 B,$21.68 B,$21.79 B
united-spirits,$1.31 B,$1.32 B,$1.26 B,$1.05 B,$1.37 B,$2.31 B,,,,,,,,,,,,,,,,,
jsw-energy,$1.28 B,$1.27 B,$0.98 B,$0.82 B,$1.20 B,$1.31 B,$1.25 B,$1.34 B,$1.46 B,$1.51 B,$1.50 B,,,,,,,,,,,,
delivery-hero,$9.18 B,$6.63 B,$3.04 B,$1.38 B,$0.76 B,$0.65 B,$0.36 B,$0.18 B,$0.10 B,$57.53 M,,,,,,,,,,,,,
kyowa-kirin,$3.02 B,$2.99 B,$3.14 B,$3.00 B,$2.80 B,$3.14 B,$3.16 B,$3.17 B,$3.01 B,$3.07 B,$3.44 B,$4.07 B,$4.31 B,$4.78 B,,,,,,,,,
ooredoo,,,,,,,,,,,,,,,,,,,,,,,
stantec,$4.74 B,$4.31 B,$3.62 B,$3.50 B,$3.66 B,$3.29 B,$4.00 B,$3.27 B,$2.20 B,$2.27 B,$2.14 B,$1.88 B,$1.38 B,$1.40 B,$1.46 B,$1.26 B,$0.94 B,$0.73 B,$0.45 B,$0.42 B,$0.34 B,$0.31 B,$0.26 B
robert-half,$6.64 B,$7.23 B,$6.46 B,$5.10 B,$6.07 B,$5.80 B,$5.26 B,$5.25 B,$5.09 B,$4.69 B,$4.24 B,$4.11 B,$3.77 B,$2.40 B,$3.85 B,$4.60 B,$4.64 B,$4.01 B,$3.33 B,$2.67 B,$1.97 B,$1.90 B,$2.45 B
barry-callebaut,$9.64 B,$8.30 B,$7.85 B,$7.62 B,$7.38 B,$7.17 B,$7.06 B,$6.79 B,$6.49 B,$6.38 B,$5.23 B,$5.03 B,$5.56 B,$5.08 B,$4.61 B,$4.36 B,$3.39 B,$3.01 B,$3.23 B,$3.19 B,$2.58 B,$3.00 B,
