Company,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
dior,,$58.16 B,$52.51 B,$44.57 B,$40.01 B,$41.60 B,$39.29 B,$31.30 B,$29.53 B,$41.39 B,$36.66 B,$34.43 B,$32.32 B,$26.03 B,$23.09 B,$21.34 B,$20.35 B,$17.15 B,$14.02 B,$13.65 B,$15.70 B,$13.50 B,$13.40 B
ups,,$19.80 B,$14.26 B,$0.75 B,$3.28 B,$3.03 B,$1.03 B,$0.42 B,$2.49 B,$2.15 B,$6.48 B,$4.73 B,$7.10 B,$8.04 B,$7.69 B,$6.78 B,$12.18 B,$15.48 B,$16.88 B,$16.38 B,$14.85 B,$12.45 B,$10.24 B
morgan-stanley,,$101.23 B,$106.59 B,$103.14 B,$82.69 B,$N/A,$78.46 B,$77.17 B,$76.18 B,$72.10 B,$69.03 B,$65.42 B,$70.07 B,$65.40 B,$52.78 B,$50.83 B,$31.26 B,$35.36 B,$29.18 B,$28.20 B,$27.67 B,$23.09 B,$21.92 B
conocophillips,,$48.00 B,$45.40 B,$29.84 B,$35.05 B,$32.06 B,$30.80 B,$35.22 B,$40.08 B,$52.27 B,$52.49 B,$48.42 B,$65.73 B,$69.10 B,$63.05 B,$56.26 B,$90.15 B,$83.84 B,$53.94 B,$43.82 B,$35.20 B,$30.16 B,$14.34 B
caterpillar,,$15.89 B,$16.51 B,$15.37 B,$14.62 B,$14.08 B,$13.76 B,$13.21 B,$14.88 B,$16.82 B,$20.87 B,$17.58 B,$13.40 B,$10.86 B,$9.30 B,$6.61 B,$8.88 B,$6.85 B,$8.43 B,$7.46 B,$6.07 B,$5.47 B,$5.61 B
sp-global,,$39.74 B,$5.53 B,$3.35 B,$2.80 B,$2.30 B,$2.11 B,$1.78 B,$1.16 B,$1.34 B,$2.15 B,$1.65 B,$1.58 B,$2.29 B,$1.92 B,$1.28 B,$1.60 B,$2.67 B,$3.11 B,$2.98 B,$2.55 B,$2.16 B,$1.85 B
general-electric,,$34.91 B,$41.61 B,$37.07 B,$29.80 B,$51.50 B,$81.98 B,$77.50 B,$100.20 B,$136.90 B,$137.70 B,$128.40 B,$118.10 B,$124.20 B,$125.10 B,$104.70 B,$123.56 B,$119.89 B,$117.40 B,$126.66 B,$84.96 B,$69.17 B,$60.03 B
honeywell,,$17.32 B,$19.24 B,$17.79 B,$18.71 B,$18.36 B,$17.44 B,$19.55 B,$18.70 B,$18.00 B,$17.74 B,$13.21 B,$10.90 B,$10.91 B,$8.95 B,$7.18 B,$9.22 B,$9.72 B,$11.25 B,$11.25 B,$10.72 B,$8.92 B,$9.17 B
royal-bank-of-canada,,$79.49 B,$79.75 B,$64.90 B,$63.51 B,$60.96 B,$58.03 B,$53.43 B,$48.91 B,$48.68 B,$48.03 B,$46.05 B,$43.92 B,$40.47 B,$36.17 B,$27.48 B,$27.38 B,$21.56 B,$18.68 B,$16.86 B,$15.76 B,$14.89 B,$14.44 B
uber,,$8.50 B,$15.34 B,$13.75 B,$15.18 B,$10.33 B,$-8.56 B,,,,,,,,,,,,,,,,
inditex,$18.48 B,$17.57 B,$17.64 B,$16.48 B,$16.86 B,$16.78 B,$13.65 B,$12.39 B,$11.83 B,$12.58 B,$11.50 B,$9.79 B,$8.71 B,$7.47 B,$6.08 B,$6.26 B,$4.51 B,$3.54 B,$3.12 B,,,,
anheuser-busch-inbev,,$84.27 B,$79.34 B,$78.35 B,$84.55 B,$71.90 B,$80.22 B,$81.42 B,$45.71 B,$54.25 B,$55.30 B,$45.44 B,$41.04 B,$38.79 B,$33.17 B,$24.43 B,$21.73 B,$18.50 B,$14.48 B,$12.68 B,$6.97 B,$5.89 B,
applied-materials,,$12.19 B,$12.24 B,$10.57 B,$8.21 B,$6.83 B,$9.34 B,$7.21 B,$7.61 B,$7.90 B,$7.08 B,$7.23 B,$8.80 B,$7.53 B,$7.09 B,$7.44 B,$7.82 B,$6.65 B,$8.92 B,$9.26 B,$8.06 B,$8.01 B,$7.60 B
american-express,,$25.00 B,$22.00 B,$23.00 B,$23.00 B,$22.00 B,$18.00 B,$21.00 B,$21.00 B,$21.00 B,$19.00 B,$19.00 B,$19.00 B,$16.00 B,$14.00 B,$11.84 B,$11.02 B,$10.51 B,$10.54 B,$16.02 B,$15.32 B,$13.86 B,$12.03 B
nextera-energy,,$49.43 B,$45.42 B,$44.92 B,$41.36 B,$37.41 B,$29.49 B,$25.33 B,$23.11 B,$20.16 B,$18.04 B,$16.06 B,$14.94 B,$14.46 B,$12.97 B,$11.68 B,$10.73 B,$9.93 B,$8.49 B,$7.53 B,$6.97 B,$6.61 B,$6.24 B
att,,$106.45 B,$183.85 B,$179.24 B,$201.93 B,$193.88 B,$142.00 B,$124.11 B,$123.64 B,$86.92 B,$91.48 B,$92.69 B,$105.79 B,$112.42 B,$102.32 B,$96.34 B,$115.36 B,$115.54 B,$54.69 B,$40.50 B,$38.24 B,$33.19 B,$32.49 B
deutsche-telekom,,$93.51 B,$92.26 B,$89.23 B,$51.78 B,$49.69 B,$50.98 B,$40.89 B,$41.71 B,$41.43 B,$44.27 B,$40.40 B,$51.76 B,$57.23 B,$24.24 B,$60.41 B,$66.15 B,$65.65 B,$58.54 B,$51.42 B,$42.49 B,$38.16 B,$71.50 B
airbus,,$13.90 B,$10.74 B,$7.94 B,$6.71 B,$11.11 B,$16.02 B,$3.84 B,$6.53 B,$8.60 B,$15.26 B,$13.80 B,$11.49 B,$11.88 B,$15.24 B,$15.55 B,$19.23 B,$17.38 B,$16.42 B,$26.23 B,$23.07 B,$15.20 B,
unilever,,$23.24 B,$22.36 B,$21.71 B,$15.55 B,$14.06 B,$17.27 B,$17.87 B,$17.58 B,$17.34 B,$20.45 B,$20.78 B,$19.33 B,$20.05 B,$17.96 B,$14.50 B,$18.71 B,$15.42 B,$10.35 B,$10.34 B,$5.66 B,$5.71 B,$8.46 B
lowes-companies,$-14.26 B,$-4.82 B,$1.43 B,$1.97 B,$3.64 B,$5.87 B,$6.43 B,$7.65 B,$9.96 B,$11.85 B,$13.85 B,$16.53 B,$18.11 B,$19.06 B,$18.05 B,$16.09 B,$15.72 B,$14.33 B,$11.53 B,$10.30 B,$8.30 B,$6.67 B,$5.49 B
commonwealth-bank,$47.66 B,$50.11 B,$59.14 B,$49.48 B,$48.91 B,$50.20 B,$48.96 B,$45.38 B,$40.66 B,$46.47 B,$41.53 B,$42.56 B,$39.86 B,$29.92 B,$25.34 B,$25.04 B,$21.00 B,$15.85 B,$17.09 B,$16.32 B,$14.53 B,$13.81 B,$13.02 B
raytheon-technologies,,$74.21 B,$74.69 B,$73.88 B,$44.32 B,$40.71 B,$31.55 B,$29.46 B,$28.96 B,$32.70 B,$33.33 B,$27.30 B,$23.17 B,$22.33 B,$20.99 B,$16.92 B,$22.26 B,$18.13 B,$17.76 B,$14.91 B,$12.41 B,$8.94 B,$8.91 B
sanofi,,$78.72 B,$78.17 B,$77.67 B,$66.21 B,$67.53 B,$69.93 B,$60.76 B,$63.64 B,$68.43 B,$78.73 B,$76.02 B,$73.08 B,$70.87 B,$69.40 B,$63.00 B,$65.39 B,$60.56 B,$55.29 B,$48.72 B,$7.96 B,$6.52 B,$6.23 B
rio-tinto,,$52.27 B,$56.59 B,$51.90 B,$45.24 B,$49.82 B,$51.11 B,$45.73 B,$44.12 B,$54.59 B,$53.50 B,$58.02 B,$59.20 B,$65.27 B,$45.92 B,$22.46 B,$26.29 B,$19.38 B,$15.73 B,$12.59 B,$11.04 B,$8.24 B,$8.00 B
charles-schwab,,$36.60 B,$56.26 B,$56.06 B,$21.70 B,$20.67 B,$18.52 B,$16.42 B,$13.40 B,$11.80 B,$10.38 B,$9.58 B,$7.71 B,$6.22 B,$5.07 B,$4.06 B,$3.73 B,$5.00 B,$4.45 B,$4.38 B,$4.46 B,$4.01 B,$4.16 B
goldman-sachs,,$117.00 B,$110.00 B,$96.00 B,$90.00 B,$90.00 B,$82.00 B,$86.89 B,$86.72 B,$82.79 B,$78.46 B,$75.71 B,$70.37 B,$77.35 B,$70.71 B,$64.36 B,$42.80 B,$35.78 B,$28.00 B,$25.07 B,$21.63 B,$19.00 B,$18.23 B
booking-holdings,,$2.78 B,$6.17 B,$4.89 B,$5.93 B,$8.78 B,$11.26 B,$9.84 B,$8.79 B,$8.56 B,$6.91 B,$3.95 B,$2.70 B,$1.85 B,$1.32 B,$0.73 B,$0.59 B,$0.37 B,$0.39 B,$0.19 B,$0.14 B,$0.13 B,$0.14 B
elevance-health,,$36.39 B,$36.12 B,$33.19 B,$31.72 B,$28.54 B,$26.50 B,$25.10 B,$23.04 B,$24.25 B,$24.76 B,$23.80 B,$23.28 B,$23.81 B,$24.86 B,$21.43 B,$22.99 B,$24.57 B,$24.99 B,$19.45 B,$5.99 B,$5.36 B,$2.06 B
lockheed-martin,,$9.26 B,$10.95 B,$6.03 B,$3.17 B,$1.44 B,$-0.61 B,$1.60 B,$3.09 B,$3.40 B,$4.91 B,$39 M,$1.00 B,$3.70 B,$4.12 B,$2.86 B,$9.80 B,$6.88 B,$7.86 B,$7.02 B,$6.75 B,$5.86 B,$6.44 B
blackrock,,$38.78 B,$38.89 B,$37.65 B,$34.92 B,$33.54 B,$32.29 B,$29.34 B,$29.04 B,$27.52 B,$26.67 B,$25.61 B,$25.36 B,$26.33 B,$24.60 B,$12.55 B,$12.17 B,$11.89 B,$0.93 B,$0.78 B,$0.71 B,$0.63 B,$0.48 B
prologis,,$57.86 B,$37.74 B,$36.32 B,$26.07 B,$25.80 B,$18.70 B,$18.45 B,$18.42 B,$15.18 B,$14.17 B,$13.77 B,$14.45 B,$3.70 B,$3.29 B,$2.96 B,$3.46 B,$3.00 B,$3.13 B,$2.86 B,$2.65 B,$2.57 B,$2.48 B
stryker-corporation,,$16.61 B,$14.87 B,$13.08 B,$12.80 B,$11.73 B,$9.99 B,$9.55 B,$8.51 B,$8.59 B,$9.04 B,$8.59 B,$7.68 B,$7.17 B,$6.59 B,$5.40 B,$5.37 B,$4.19 B,$3.25 B,$2.75 B,$2.15 B,$1.49 B,$1.05 B
starbucks,$-7.99 B,$-8.7 B,$-5.32 B,$-7.8 B,$-6.24 B,$1.17 B,$5.45 B,$5.89 B,$5.81 B,$5.27 B,$4.48 B,$5.11 B,$4.38 B,$3.68 B,$3.04 B,$2.50 B,$2.30 B,$2.22 B,$2.09 B,$2.48 B,$2.08 B,$1.72 B,$1.38 B
intuitive-surgical,,$11.11 B,$11.95 B,$9.75 B,$8.28 B,$6.68 B,$4.72 B,$5.77 B,$4.31 B,$3.37 B,$3.50 B,$3.58 B,$2.64 B,$2.03 B,$1.53 B,$1.26 B,$0.88 B,$0.58 B,$0.44 B,$0.31 B,$0.27 B,$63.68 M,$78.29 M
sony,$54.71 B,$58.98 B,$51.03 B,$44.40 B,$40.05 B,$34.39 B,$28.15 B,$27.87 B,$24.44 B,$27.08 B,$28.46 B,$30.28 B,$35.54 B,$35.13 B,$32.50 B,$37.47 B,$28.95 B,$27.51 B,$27.02 B,$23.09 B,$19.48 B,$17.98 B,$18.59 B
nippon-telegraph-and-telephone,$70.19 B,$73.90 B,$74.36 B,$106.10 B,$106.35 B,$113.18 B,$102.95 B,$100.03 B,$92.07 B,$106.18 B,$112.71 B,$121.24 B,$121.23 B,$104.47 B,$92.40 B,$92.61 B,$76.51 B,$73.74 B,$79.48 B,$76.32 B,$59.68 B,$55.28 B,$66.72 B
mitsubishi-ufj-financial,$137.18 B,$147.41 B,$160.61 B,$156.02 B,$155.51 B,$147.16 B,$149.03 B,$154.73 B,$127.33 B,$123.93 B,$116.05 B,$106.89 B,$104.28 B,$97.33 B,$62.99 B,$85.02 B,$88.59 B,$82.10 B,$40.83 B,$36.88 B,$21.60 B,$19.73 B,$19.12 B
toronto-dominion-bank,,$81.85 B,$80.60 B,$71.43 B,$66.61 B,$61.03 B,$58.63 B,$55.37 B,$51.27 B,$50.23 B,$49.03 B,$49.02 B,$48.64 B,$43.01 B,$37.37 B,$27.57 B,$23.16 B,$19.67 B,$14.86 B,$12.45 B,$10.90 B,$10.50 B,$10.79 B
medtronic,$51.66 B,$52.72 B,$51.60 B,$50.87 B,$50.21 B,$50.82 B,$50.41 B,$51.82 B,$53.23 B,$19.44 B,$18.67 B,$17.11 B,$15.96 B,$14.62 B,$12.85 B,$11.53 B,$10.97 B,$9.38 B,$10.44 B,$9.07 B,$7.90 B,$6.43 B,$5.50 B
schneider-electric,,$27.94 B,$31.83 B,$29.18 B,$25.92 B,$25.46 B,$23.94 B,$21.74 B,$23.27 B,$24.50 B,$23.97 B,$22.24 B,$20.85 B,$19.93 B,$17.03 B,$15.44 B,$15.05 B,$11.68 B,$9.85 B,$10.36 B,$9.73 B,$8.46 B,$9.10 B
deere-company,,$20.35 B,$18.43 B,$12.94 B,$11.43 B,$11.30 B,$9.57 B,$6.54 B,$6.75 B,$9.06 B,$10.26 B,$6.86 B,$6.81 B,$6.30 B,$4.81 B,$6.53 B,$7.15 B,$7.49 B,$6.85 B,$6.39 B,$4.00 B,$3.16 B,$3.99 B
allianz,,$59.16 B,$95.38 B,$104.04 B,$86.66 B,$72.84 B,$82.35 B,$74.10 B,$72.27 B,$77.47 B,$72.98 B,$74.36 B,$61.24 B,$61.93 B,$60.58 B,$52.07 B,$75.02 B,$75.12 B,,,,,
bristol-myers-squibb,,$31.11 B,$36.00 B,$37.88 B,$51.69 B,$3.31 B,$11.84 B,$16.34 B,$14.42 B,$14.98 B,$15.23 B,$13.63 B,$15.86 B,$15.63 B,$14.78 B,$12.24 B,$10.56 B,$9.99 B,$11.20 B,$10.20 B,$9.78 B,$8.96 B,$10.73 B
tjx-companies,$6.36 B,$6.00 B,$5.83 B,$5.94 B,$5.04 B,$5.14 B,$4.51 B,$4.30 B,$4.26 B,$4.22 B,$3.66 B,$3.20 B,$3.09 B,$2.88 B,$2.13 B,$2.13 B,$2.29 B,$1.89 B,$1.65 B,$1.55 B,$1.40 B,$1.34 B,$1.21 B
bp,,$82.99 B,$90.43 B,$85.56 B,$100.70 B,$101.54 B,$100.40 B,$96.84 B,$98.38 B,$112.64 B,$130.40 B,$119.62 B,$112.48 B,$95.89 B,$102.11 B,$92.10 B,$94.65 B,$85.46 B,$80.76 B,$88.57 B,$78.20 B,$43.51 B,$45.18 B
keyence,$18.70 B,$17.81 B,$17.34 B,$16.27 B,$14.30 B,$12.99 B,,,$7.69 B,$7.81 B,,$7.82 B,$7.12 B,$5.79 B,$5.05 B,$4.70 B,$3.54 B,$3.05 B,$2.85 B,,,,
catl,,$25.65 B,$14.53 B,$10.60 B,$6.03 B,$5.11 B,$4.06 B,$2.27 B,$0.23 B,$54.16 M,,,,,,,,,,,,,
air-liquide,,$26.31 B,$24.91 B,$23.37 B,$21.64 B,$20.82 B,$20.07 B,$18.02 B,$13.96 B,$14.38 B,$15.03 B,$13.81 B,$12.95 B,$12.12 B,$11.10 B,$9.79 B,$9.45 B,$8.68 B,$7.33 B,$7.75 B,$6.97 B,,
mondelez,,$26.92 B,$28.32 B,$27.65 B,$27.35 B,$25.71 B,$26.19 B,$25.21 B,$28.10 B,$27.85 B,$32.53 B,$32.35 B,$35.32 B,$35.94 B,$25.97 B,$22.20 B,$27.29 B,$28.55 B,$29.59 B,$29.91 B,$28.53 B,$25.83 B,$23.47 B
american-tower,,$12.40 B,$9.06 B,$4.78 B,$6.58 B,$6.90 B,$7.95 B,$8.06 B,$6.71 B,$4.05 B,$3.59 B,$3.68 B,$3.41 B,$3.50 B,$3.31 B,$2.99 B,$3.02 B,$4.38 B,$4.53 B,$1.47 B,$1.73 B,$1.75 B,$2.88 B
gilead-sciences,,$21.20 B,$21.06 B,$18.22 B,$22.65 B,$21.53 B,$20.50 B,$19.36 B,$19.11 B,$15.81 B,$11.74 B,$9.55 B,$6.86 B,$6.12 B,$6.50 B,$4.15 B,$3.60 B,$1.86 B,$3.03 B,$1.87 B,$1.00 B,$0.57 B,$0.45 B
marsh-and-mclennan-companies,,$10.74 B,$11.22 B,$9.26 B,$7.94 B,$7.58 B,$7.44 B,$6.27 B,$6.60 B,$7.13 B,$7.97 B,$6.61 B,$5.94 B,$6.41 B,$5.87 B,$5.72 B,$7.82 B,$5.81 B,$5.36 B,$5.05 B,$5.45 B,$5.01 B,$5.17 B
cvs-health,,$71.76 B,$75.38 B,$69.70 B,$64.17 B,$58.54 B,$37.69 B,$36.83 B,$37.20 B,$37.96 B,$37.93 B,$37.70 B,$38.08 B,$37.73 B,$35.76 B,$34.57 B,$31.32 B,$9.91 B,$8.33 B,$6.98 B,$6.02 B,$5.19 B,$4.56 B
petrobras,,$69.83 B,$69.81 B,$59.87 B,$74.21 B,$73.17 B,$81.50 B,$77.55 B,$66.05 B,$116.97 B,$149.12 B,$169.03 B,$332.22 B,$183.39 B,$95.42 B,$62.56 B,$67.51 B,$46.26 B,$33.99 B,$23.38 B,$17.51 B,$9.16 B,$13.32 B
automatic-data-processing,$3.50 B,$3.22 B,$5.67 B,$5.75 B,$5.39 B,$3.45 B,$3.97 B,$4.48 B,$4.80 B,$6.67 B,$6.18 B,$6.11 B,$6.01 B,$5.47 B,$5.32 B,$5.08 B,$5.14 B,$6.01 B,$5.78 B,$5.41 B,$5.37 B,$5.11 B,$4.70 B
progressive,,$15.89 B,$18.23 B,$17.03 B,$13.67 B,$10.82 B,$9.28 B,$7.95 B,$7.28 B,$6.92 B,$6.18 B,$6.00 B,$5.80 B,$6.04 B,$5.74 B,$4.21 B,$4.93 B,$6.84 B,$6.10 B,$5.15 B,$5.03 B,$3.76 B,$3.25 B
cm-bank,,$138.35 B,$135.85 B,$111.97 B,$88.42 B,$79.04 B,$74.30 B,$58.08 B,$55.81 B,$50.88 B,$43.94 B,$32.15 B,$26.25 B,$20.26 B,$13.58 B,$11.70 B,$9.32 B,$7.06 B,$3.05 B,$2.52 B,$2.20 B,$1.93 B,$0.61 B
citigroup,,$201.83 B,$202.67 B,$200.52 B,$193.94 B,$197.07 B,$202.26 B,$226.14 B,$223.09 B,$212.04 B,$206.36 B,$190.99 B,$179.57 B,$165.78 B,$154.97 B,$141.63 B,$113.59 B,$119.78 B,$112.53 B,$109.29 B,$98.01 B,$86.71 B,$81.24 B
palo-alto-networks,$1.74 B,$0.21 B,$0.76 B,$1.10 B,$1.58 B,$0.98 B,$0.75 B,$0.78 B,$0.57 B,$0.46 B,$0.27 B,$0.22 B,$-71.46 M,$-65.65 M,,,,,,,,,
aia,,$38.55 B,$60.93 B,$63.66 B,$57.95 B,$40.85 B,$42.37 B,$35.31 B,$29.54 B,$30.95 B,$24.83 B,$26.82 B,$21.41 B,$19.63 B,$14.95 B,,,,,,,,
lam-research,$8.21 B,$6.27 B,$6.02 B,$5.18 B,$4.72 B,$6.58 B,$6.98 B,$6.10 B,$5.34 B,$5.21 B,$4.67 B,$5.32 B,$2.46 B,$1.76 B,$1.45 B,$1.78 B,$1.17 B,$1.39 B,$1.06 B,$0.81 B,$0.64 B,$0.67 B,$0.71 B
shopify,,$8.23 B,$11.13 B,$6.40 B,$3.01 B,$2.09 B,$1.00 B,$0.41 B,$0.19 B,$67.73 M,$85.38 M,,,,,,,,,,,,
china-life-insurance,,$64.53 B,$76.37 B,$70.05 B,$58.59 B,$47.00 B,$50.00 B,$44.30 B,$50.33 B,$46.40 B,$36.77 B,$34.22 B,$30.76 B,$31.83 B,$31.15 B,$26.64 B,$28.41 B,$18.03 B,$10.06 B,$8.13 B,$7.62 B,$-29.35 B,$-28.82 B
analog-devices,,$36.46 B,$37.99 B,$11.99 B,$11.70 B,$10.98 B,$10.16 B,$5.16 B,$5.07 B,$4.75 B,$4.73 B,$4.16 B,$3.79 B,$3.19 B,$2.52 B,$2.42 B,$2.33 B,$3.43 B,$3.69 B,$3.79 B,$3.28 B,$2.90 B,$2.84 B
ubs,,$57.21 B,$61.00 B,$59.83 B,$54.70 B,$54.37 B,$54.17 B,$52.42 B,$58.68 B,$55.73 B,$63.42 B,$60.31 B,$65.64 B,$59.30 B,$45.43 B,$36.53 B,$33.12 B,$37.58 B,$30.04 B,$30.97 B,$25.77 B,$34.99 B,$32.67 B
regeneron-pharmaceuticals,,$22.66 B,$18.76 B,$11.02 B,$11.08 B,$8.75 B,$6.14 B,$4.44 B,$3.65 B,$2.54 B,$1.95 B,$1.24 B,$0.48 B,$0.52 B,$0.39 B,$0.41 B,$0.46 B,$0.21 B,$0.11 B,$0.18 B,$0.13 B,$0.14 B,$0.26 B
eaton,,$17.07 B,$16.45 B,$14.97 B,$16.13 B,$16.14 B,$17.29 B,$14.94 B,$15.23 B,$15.83 B,$16.86 B,$15.15 B,$7.49 B,$7.40 B,$6.81 B,$6.31 B,$5.17 B,$4.10 B,$3.77 B,$3.60 B,$3.11 B,$2.30 B,$2.47 B
ping-an-insurance,,$170.40 B,$169.13 B,$151.46 B,$122.01 B,$99.40 B,$90.36 B,$70.05 B,$63.81 B,$57.14 B,$39.60 B,$33.62 B,$27.26 B,$17.67 B,$13.43 B,$11.95 B,$14.97 B,$4.85 B,$4.11 B,$3.70 B,$1.84 B,,
chubb,,$50.54 B,$59.71 B,$59.44 B,$55.33 B,$50.31 B,$51.17 B,$48.27 B,$29.13 B,$29.58 B,$28.82 B,$27.53 B,$24.51 B,$22.97 B,$19.66 B,$14.44 B,$16.67 B,$14.27 B,$11.81 B,$9.83 B,$8.83 B,$6.38 B,$6.10 B
vertex-pharmaceuticals,,$13.91 B,$10.10 B,$8.68 B,$6.08 B,$4.43 B,$2.04 B,$1.33 B,$1.09 B,$1.09 B,$1.35 B,$1.23 B,$0.96 B,$0.50 B,$1.09 B,$0.23 B,$0.27 B,$0.50 B,$0.23 B,$35.44 M,$0.19 B,$0.37 B,$0.47 B
equinor,,$53.98 B,$39.02 B,$33.89 B,$41.15 B,$42.99 B,$39.88 B,$35.09 B,$40.39 B,$51.27 B,$58.53 B,$57.29 B,$47.77 B,$38.50 B,$34.53 B,$31.04 B,$32.96 B,$19.84 B,$16.01 B,$14.35 B,$10.77 B,$8.43 B,$5.92 B
essilor-luxottica,,$40.85 B,$40.76 B,$40.34 B,$39.57 B,$38.05 B,$8.31 B,$7.42 B,$6.66 B,$6.39 B,$5.58 B,$5.18 B,$4.48 B,$4.04 B,$3.92 B,$3.30 B,$3.16 B,$2.51 B,$1.99 B,$1.81 B,$1.52 B,$1.30 B,$1.30 B
airbnb,,$5.56 B,$4.77 B,$2.90 B,$-0.81 B,$-0.52 B,,,,,,,,,,,,,,,,,
kohlberg-kravis-roberts,,$53.65 B,$58.13 B,$40.79 B,$30.50 B,$25.38 B,$20.66 B,$17.11 B,$49.46 B,$51.70 B,$46.58 B,$41.40 B,$37.68 B,$36.00 B,$27.36 B,$19.85 B,,,,,,,
csl,$17.82 B,$14.57 B,$6.29 B,$4.48 B,$3.68 B,$3.01 B,$2.43 B,$1.91 B,$2.10 B,$2.97 B,$2.74 B,$3.59 B,$4.16 B,$3.01 B,$3.55 B,$2.57 B,$1.65 B,$1.09 B,$1.03 B,$0.95 B,$0.56 B,$0.47 B,$0.29 B
sinopec,,$135.74 B,$143.60 B,$135.36 B,$125.37 B,$124.54 B,$131.09 B,$119.70 B,$120.99 B,$104.25 B,$102.71 B,$87.89 B,$80.72 B,$68.10 B,$58.39 B,$51.50 B,$44.74 B,$35.46 B,$30.36 B,$26.31 B,$22.86 B,$20.61 B,$19.62 B
icici-bank,$26.94 B,$24.79 B,$22.76 B,$17.20 B,$17.40 B,$N/A,$16.90 B,$14.68 B,$13.95 B,$13.10 B,$12.98 B,$12.32 B,$12.70 B,$11.73 B,$9.45 B,$11.48 B,$5.74 B,$5.14 B,$2.98 B,$2.20 B,$1.11 B,$0.21 B,$0.19 B
zoetis,,$4.40 B,$4.54 B,$3.77 B,$2.70 B,$2.18 B,$1.78 B,$1.49 B,$1.09 B,$1.33 B,$0.96 B,$4.04 B,$3.73 B,$3.34 B,,,,,,,,,
micron-technology,$44.12 B,$49.90 B,$43.93 B,$38.99 B,$N/A,$N/A,$N/A,$N/A,$N/A,$N/A,$10.00 B,$8.41 B,$9.85 B,$9.81 B,$6.93 B,$9.04 B,$10.35 B,$9.68 B,$5.84 B,$5.61 B,$4.97 B,$6.30 B,$7.13 B
blackstone-group,,$19.68 B,$21.70 B,$14.59 B,$15.10 B,$13.75 B,$13.72 B,$12.51 B,$12.23 B,$17.33 B,$14.37 B,$11.21 B,$9.25 B,$8.25 B,$6.54 B,$5.89 B,$10.30 B,$31.51 B,$19.03 B,$1.93 B,$1.08 B,$0.41 B,
porsche,,$18.23 B,$25.97 B,$24.87 B,$19.52 B,$18.84 B,,,,,,,,,,,,,,,,,
al-rajhi-bank,,$26.66 B,$17.94 B,$15.50 B,$13.65 B,$12.94 B,$14.86 B,$13.84 B,$12.42 B,$11.16 B,$10.24 B,$9.73 B,$8.75 B,$8.08 B,$7.66 B,$7.20 B,$6.36 B,$5.38 B,,,,,
synopsys,,$5.55 B,$5.29 B,$4.91 B,$4.08 B,$3.48 B,$3.27 B,$3.19 B,$3.13 B,$3.05 B,$2.78 B,$2.54 B,$2.10 B,$2.10 B,$1.84 B,$1.52 B,$1.43 B,$1.16 B,$1.21 B,$1.26 B,$1.43 B,$1.11 B,$0.48 B
china-shenhua-energy,,$66.58 B,$69.94 B,$65.18 B,$59.49 B,$58.81 B,$57.58 B,$54.71 B,$55.26 B,$57.43 B,$54.45 B,$48.56 B,$41.60 B,$34.47 B,$28.80 B,$25.55 B,$20.40 B,$10.78 B,$9.06 B,$4.84 B,,,
boston-scientific,,$17.57 B,$16.62 B,$15.32 B,$13.87 B,$8.72 B,$7.01 B,$6.73 B,$6.32 B,$6.84 B,$6.53 B,$6.87 B,$11.35 B,$11.29 B,$12.30 B,$13.13 B,$15.09 B,$15.29 B,$4.28 B,$4.02 B,$2.86 B,$2.46 B,$2.01 B
mercadolibre,,$1.82 B,$1.53 B,$1.65 B,$2.08 B,$0.33 B,$0.32 B,$0.42 B,$0.33 B,$0.35 B,$0.34 B,$0.28 B,$0.22 B,$0.17 B,$0.11 B,$93.42 M,$91.67 M,$-40.73 M,$-42.41 M,,$-40.9 M,$-36.8 M,
byd,,$17.60 B,$16.35 B,$9.88 B,$8.96 B,$8.82 B,$9.21 B,$7.97 B,$5.55 B,$4.66 B,$4.10 B,$3.87 B,$3.81 B,$3.19 B,$2.78 B,$1.95 B,$1.70 B,$0.64 B,$0.49 B,$0.47 B,$0.41 B,$0.31 B,
cnooc,,$86.76 B,$75.63 B,$66.53 B,$64.16 B,$60.68 B,$58.40 B,$55.06 B,$59.56 B,$61.30 B,$56.44 B,$49.68 B,$41.82 B,$32.63 B,$25.46 B,$23.51 B,$18.44 B,$13.79 B,$9.12 B,$6.86 B,$5.65 B,$4.90 B,$4.02 B
diageo,$11.72 B,$11.54 B,$11.67 B,$10.39 B,$12.89 B,$15.47 B,$15.64 B,$13.70 B,$14.56 B,$12.92 B,$12.32 B,$10.68 B,$9.62 B,$7.15 B,$6.37 B,$8.32 B,$8.41 B,$8.65 B,$8.28 B,$8.97 B,$9.42 B,$8.22 B,$7.18 B
fiserv,,$31.68 B,$31.95 B,$33.32 B,$34.85 B,$2.29 B,$2.73 B,$2.54 B,$2.66 B,$3.29 B,$3.58 B,$3.41 B,$3.25 B,$3.22 B,$3.02 B,$2.59 B,$2.46 B,$2.42 B,$2.46 B,$2.56 B,$2.19 B,$1.82 B,$1.60 B
